#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name
1,Wellington Saints,20,40.3,96.2,35.3,68.8,0.513,12.2,31.5,0.386,13.4,18.4,0.73,10.7,25.3,36.0,17.8,8.7,3.7,12.7,19.0,2021,New-Zealand-NBL
2,IMS Payroll Hawks,20,40.2,92.6,33.8,71.3,0.474,11.5,31.3,0.366,13.5,17.5,0.774,9.2,28.3,37.5,18.3,8.0,2.6,13.0,15.0,2021,New-Zealand-NBL
3,Zerofees Southland Sharks,19,40.3,91.3,34.9,72.3,0.483,10.5,28.7,0.366,11.0,15.6,0.706,9.5,27.5,37.0,19.4,8.3,2.4,11.9,16.8,2021,New-Zealand-NBL
4,Nelson Giants,16,40.9,90.8,33.7,74.9,0.45,12.1,32.6,0.37,11.4,15.9,0.714,9.8,23.9,33.6,15.8,8.7,1.5,12.0,17.8,2021,New-Zealand-NBL
5,Telecom Business Hub Jets,17,40.3,86.9,33.0,73.6,0.448,9.4,30.6,0.308,11.5,16.4,0.701,9.5,27.6,37.2,13.1,6.5,3.8,13.4,15.2,2021,New-Zealand-NBL
6,Otago Nuggets,18,40.6,86.7,33.0,71.8,0.46,9.6,28.7,0.335,11.1,16.7,0.663,10.4,28.2,38.6,16.6,6.8,2.9,15.6,15.5,2021,New-Zealand-NBL
7,Canterbury Rams,18,40.3,86.1,32.5,72.6,0.448,8.1,25.1,0.321,13.0,17.8,0.729,11.1,26.8,37.9,16.8,8.4,1.6,14.9,18.8,2021,New-Zealand-NBL
8,Aukland Tuatara,19,40.5,85.5,31.7,70.5,0.45,9.7,27.8,0.348,12.4,16.3,0.758,8.7,26.4,35.1,15.1,7.0,2.2,11.9,14.5,2021,New-Zealand-NBL
9,Franklin Bulls,18,40.0,83.6,30.1,71.2,0.422,10.9,35.1,0.312,12.6,17.7,0.711,8.7,27.2,35.8,14.3,7.0,3.1,16.2,15.9,2021,New-Zealand-NBL
10,Taranaki Mountain Airs,17,40.0,81.5,31.9,67.1,0.475,8.2,23.1,0.356,9.5,14.6,0.649,7.5,25.3,32.8,17.8,7.9,2.9,17.4,17.2,2021,New-Zealand-NBL
