#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name
1,Canterbury Rams,6,42.3,97.2,35.2,78.2,0.45,10.3,32.3,0.32,16.5,23.2,0.712,13.2,26.3,39.5,20.0,7.0,4.2,13.0,22.0,2023,New-Zealand-NBL
2,Wellington Saints,6,40.0,93.5,33.5,70.2,0.477,11.3,30.8,0.368,15.2,21.2,0.717,8.0,26.3,34.3,18.2,7.0,2.5,13.0,20.5,2023,New-Zealand-NBL
3,IMS Payroll Hawks,6,43.3,90.8,34.3,69.7,0.493,5.8,22.7,0.257,16.3,22.2,0.737,9.5,28.3,37.8,17.3,7.5,2.3,17.8,21.8,2023,New-Zealand-NBL
4,Zerofees Southland Sharks,6,40.0,90.3,34.8,70.2,0.496,11.3,30.7,0.37,9.3,13.3,0.7,8.2,26.7,34.8,17.8,5.7,4.2,13.2,13.5,2023,New-Zealand-NBL
5,Nelson Giants,6,40.0,89.2,31.5,67.8,0.464,11.5,31.7,0.363,14.7,19.7,0.746,6.2,26.3,32.5,14.2,5.0,2.7,11.3,19.2,2023,New-Zealand-NBL
6,Aukland Tuatara,6,40.8,87.5,30.8,68.8,0.448,10.3,31.0,0.333,15.5,23.7,0.655,8.5,29.5,38.0,17.0,6.5,4.7,15.2,18.7,2023,New-Zealand-NBL
7,Otago Nuggets,6,39.8,85.8,30.7,72.2,0.425,9.5,32.0,0.297,15.0,21.7,0.692,10.2,26.2,36.3,19.2,8.2,2.3,11.0,17.7,2023,New-Zealand-NBL
8,Telecom Business Hub Jets,6,40.0,84.5,29.7,75.0,0.396,11.7,36.8,0.317,13.5,16.8,0.802,13.7,27.3,41.0,15.5,6.3,3.8,13.2,20.2,2023,New-Zealand-NBL
9,Franklin Bulls,6,41.7,82.5,31.8,72.2,0.441,5.5,20.0,0.275,13.3,20.3,0.656,11.5,27.7,39.2,16.2,9.8,3.3,15.0,20.8,2023,New-Zealand-NBL
10,Taranaki Mountain Airs,6,40.0,81.2,29.3,67.8,0.432,5.0,18.3,0.273,17.5,22.7,0.772,8.0,26.5,34.5,15.2,5.7,3.3,14.2,17.5,2023,New-Zealand-NBL
