#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Banco di Sardegna Sassari,37,40.4,85.1,30.3,65.2,0.464,10.4,27.9,0.374,14.1,17.9,0.786,8.1,23.8,31.9,18.9,7.8,1.8,12.1,20.2,2022,Italian-Lega-Basket-Serie-A,0
2,Virtus Bologna,42,40.4,84.9,31.0,63.1,0.492,8.6,23.1,0.373,14.2,19.7,0.722,8.6,28.3,36.9,21.5,6.9,2.3,13.6,19.6,2022,Italian-Lega-Basket-Serie-A,0
3,Gemani Basket Brescia,34,40.0,84.6,29.9,64.7,0.462,9.9,26.7,0.372,14.8,19.4,0.764,8.6,24.1,32.6,16.6,8.3,2.3,12.5,20.7,2022,Italian-Lega-Basket-Serie-A,0
4,AX Armani Exchange Milan,42,40.2,82.5,29.9,63.4,0.471,9.9,26.9,0.369,12.8,16.6,0.773,8.6,24.4,33.0,18.5,7.5,2.5,10.3,18.3,2022,Italian-Lega-Basket-Serie-A,1
5,OpenJobMetis Varese,30,40.2,82.3,29.5,68.4,0.431,9.7,29.5,0.33,13.6,18.5,0.734,9.6,22.7,32.3,16.2,6.0,1.7,11.0,20.0,2022,Italian-Lega-Basket-Serie-A,0
6,Enel Brindisi,30,40.5,81.3,29.6,65.5,0.451,9.8,26.9,0.366,12.4,17.8,0.695,8.9,24.3,33.2,16.4,6.2,1.7,12.7,19.3,2022,Italian-Lega-Basket-Serie-A,0
7,Fortituto Kontatto Bologna,30,40.2,81.0,28.2,62.1,0.454,9.2,25.6,0.359,15.4,21.1,0.731,7.6,22.4,30.0,16.0,6.6,2.0,10.6,18.0,2022,Italian-Lega-Basket-Serie-A,0
8,Napoli Basket,30,40.5,79.8,28.4,64.6,0.44,8.1,25.1,0.322,14.8,20.4,0.724,9.2,26.3,35.5,15.1,6.6,3.5,13.5,18.9,2022,Italian-Lega-Basket-Serie-A,0
9,Pallacanestro Trieste 2004,30,40.7,79.7,29.5,62.4,0.473,7.5,22.0,0.34,13.2,17.6,0.747,7.4,26.6,33.9,17.4,4.9,2.8,13.4,18.7,2022,Italian-Lega-Basket-Serie-A,0
10,Vanoli Cremona,30,40.5,79.5,29.1,65.9,0.441,8.1,24.6,0.33,13.3,17.4,0.763,8.6,24.3,32.9,15.0,6.8,3.0,12.8,18.9,2022,Italian-Lega-Basket-Serie-A,0
11,Grissin Bon Reggio Emilia,33,40.9,79.2,28.1,64.1,0.438,9.4,27.0,0.349,13.6,18.4,0.743,9.3,23.4,32.7,19.4,7.5,1.7,10.7,19.9,2022,Italian-Lega-Basket-Serie-A,0
12,Universo De'Longhi Treviso,30,40.5,78.9,27.4,63.3,0.433,9.9,28.2,0.352,14.1,18.0,0.78,7.5,23.3,30.8,16.3,6.7,2.0,12.4,19.5,2022,Italian-Lega-Basket-Serie-A,0
13,Bertram Tortona,37,40.3,78.7,28.7,64.9,0.442,9.9,26.8,0.37,11.4,14.9,0.769,8.6,24.0,32.6,17.1,6.6,2.0,11.8,18.9,2022,Italian-Lega-Basket-Serie-A,0
14,Carpegna Prosciutto Basket Pesaro,33,40.5,78.5,28.5,63.0,0.452,8.7,24.5,0.355,12.8,17.2,0.743,9.4,23.5,32.9,14.7,7.2,2.0,13.3,19.5,2022,Italian-Lega-Basket-Serie-A,0
15,Dolomiti Energia Trento,30,40.7,78.1,28.6,65.9,0.435,8.0,22.5,0.355,12.8,18.5,0.692,9.1,23.9,33.0,12.2,6.6,2.2,11.7,18.0,2022,Italian-Lega-Basket-Serie-A,0
16,Umana Venezia,34,40.1,76.1,26.9,61.6,0.436,9.3,27.9,0.333,13.1,17.8,0.736,7.4,23.9,31.3,16.5,6.2,2.8,12.2,19.5,2022,Italian-Lega-Basket-Serie-A,0
