#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name
1,OpenJobMetis Varese,30,40.3,90.9,31.5,67.9,0.464,11.9,32.5,0.366,16.0,21.4,0.747,7.8,25.0,32.9,18.6,6.1,2.8,12.6,20.8,2023,Italian-Lega-Basket-Serie-A
2,Virtus Bologna,30,40.2,84.7,29.4,60.8,0.483,9.2,25.0,0.368,16.8,22.5,0.746,8.6,24.5,33.1,18.1,6.7,2.4,12.7,19.0,2023,Italian-Lega-Basket-Serie-A
3,Carpegna Prosciutto Basket Pesaro,30,40.3,84.4,30.1,64.9,0.464,10.4,27.7,0.376,13.8,18.5,0.744,8.7,21.5,30.2,16.0,7.0,2.3,11.7,22.5,2023,Italian-Lega-Basket-Serie-A
4,Banco di Sardegna Sassari,30,40.2,84.3,30.1,61.5,0.489,10.1,24.9,0.406,14.1,18.7,0.751,8.1,24.0,32.1,19.4,7.7,1.6,14.3,21.8,2023,Italian-Lega-Basket-Serie-A
5,Umana Venezia,30,40.5,83.7,29.6,62.0,0.478,10.2,25.4,0.4,14.3,18.3,0.781,7.9,24.4,32.4,18.2,5.6,2.5,13.3,20.5,2023,Italian-Lega-Basket-Serie-A
6,Enel Brindisi,30,40.2,83.1,30.1,67.2,0.448,8.2,24.2,0.339,14.8,19.8,0.746,9.3,23.4,32.7,13.5,7.5,1.7,10.1,19.9,2023,Italian-Lega-Basket-Serie-A
7,AX Armani Exchange Milan,30,40.2,82.7,28.5,59.8,0.476,9.5,25.6,0.369,16.3,20.3,0.804,7.9,25.4,33.3,16.7,6.9,2.0,13.3,19.4,2023,Italian-Lega-Basket-Serie-A
8,Gemani Basket Brescia,30,40.7,82.5,28.1,62.4,0.45,9.8,26.3,0.374,16.5,20.6,0.801,7.9,23.5,31.4,16.3,5.9,2.7,11.5,23.0,2023,Italian-Lega-Basket-Serie-A
9,Universo De'Longhi Treviso,30,40.0,81.1,27.9,61.1,0.456,8.5,24.1,0.355,16.8,21.6,0.776,8.5,21.8,30.3,14.5,7.2,1.7,13.4,19.8,2023,Italian-Lega-Basket-Serie-A
10,Bertram Tortona,30,40.2,80.2,29.1,65.2,0.446,9.1,26.7,0.342,13.0,17.0,0.763,8.0,26.0,34.0,17.3,6.5,1.6,10.7,19.1,2023,Italian-Lega-Basket-Serie-A
11,Napoli Basket,30,40.5,79.3,28.9,62.6,0.462,8.0,22.4,0.357,13.5,19.2,0.702,6.4,24.4,30.8,14.4,6.0,2.9,10.8,18.6,2023,Italian-Lega-Basket-Serie-A
12,Givova Scafati,30,40.3,79.3,26.4,62.2,0.425,11.0,29.6,0.37,15.4,19.0,0.811,9.1,22.9,32.1,18.4,6.3,2.2,12.7,22.1,2023,Italian-Lega-Basket-Serie-A
13,Tezenis Scaligera Verona,30,40.5,78.4,27.8,64.0,0.435,8.2,25.2,0.325,14.6,20.3,0.719,9.6,22.4,32.0,14.8,7.7,2.1,13.0,22.3,2023,Italian-Lega-Basket-Serie-A
14,Pallacanestro Trieste 2004,30,40.5,78.2,28.3,63.7,0.445,8.5,24.8,0.343,13.0,17.9,0.725,9.6,24.6,34.2,14.6,4.9,2.1,13.2,19.0,2023,Italian-Lega-Basket-Serie-A
15,Dolomiti Energia Trento,30,40.3,76.3,28.2,63.1,0.447,6.9,19.9,0.348,13.0,17.2,0.756,8.5,25.0,33.5,14.0,7.4,2.9,13.5,20.0,2023,Italian-Lega-Basket-Serie-A
16,Grissin Bon Reggio Emilia,30,40.5,76.2,26.4,59.1,0.446,8.3,24.8,0.336,15.2,20.1,0.753,8.0,24.2,32.2,17.5,6.7,3.1,13.3,21.1,2023,Italian-Lega-Basket-Serie-A
