#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name
1,Virtus Bologna,20,40.3,86.0,31.9,64.1,0.497,8.9,25.2,0.353,13.4,20.0,0.669,8.0,27.4,35.4,21.4,8.5,2.3,13.4,20.1,2020,Italian-Lega-Basket-Serie-A
2,Banco di Sardegna Sassari,21,40.0,85.5,29.3,59.1,0.496,9.3,22.7,0.412,17.5,22.7,0.773,8.8,26.3,35.0,16.8,6.3,1.5,14.0,16.5,2020,Italian-Lega-Basket-Serie-A
3,Enel Brindisi,21,40.5,84.6,30.7,68.2,0.449,9.2,25.4,0.364,14.0,19.5,0.719,9.7,24.2,33.9,15.9,7.9,2.7,10.9,18.3,2020,Italian-Lega-Basket-Serie-A
4,Grissin Bon Reggio Emilia,21,40.0,82.9,29.7,64.5,0.461,8.5,23.9,0.357,15.0,19.6,0.762,8.0,24.9,32.9,15.7,6.0,2.3,11.5,18.4,2020,Italian-Lega-Basket-Serie-A
5,OpenJobMetis Varese,19,40.3,82.6,28.3,63.4,0.446,11.9,33.5,0.357,14.2,18.1,0.782,8.8,22.8,31.6,15.5,5.5,1.2,11.0,24.1,2020,Italian-Lega-Basket-Serie-A
6,Vanoli Cremona,20,40.0,81.4,30.6,67.7,0.452,7.4,22.7,0.325,12.9,18.3,0.705,11.4,23.3,34.6,16.2,6.8,1.7,11.6,21.2,2020,Italian-Lega-Basket-Serie-A
7,Gemani Basket Brescia,21,40.0,81.3,29.5,61.7,0.479,9.2,23.7,0.39,13.0,16.5,0.787,8.0,26.0,34.0,17.6,6.5,2.3,12.0,19.7,2020,Italian-Lega-Basket-Serie-A
8,AX Armani Exchange Milan,21,40.0,80.3,27.2,59.5,0.457,8.7,24.1,0.362,17.2,22.9,0.753,7.9,24.8,32.6,15.5,7.7,1.9,12.5,19.2,2020,Italian-Lega-Basket-Serie-A
9,Carpegna Prosciutto Basket Pesaro,20,40.3,79.2,28.0,68.8,0.407,9.0,29.6,0.303,14.2,20.4,0.698,10.5,22.5,33.0,13.0,6.6,3.0,11.3,20.5,2020,Italian-Lega-Basket-Serie-A
10,Virtus Roma,22,40.2,78.5,29.8,64.1,0.465,7.0,21.1,0.329,11.9,17.0,0.701,8.1,25.2,33.3,15.4,6.0,1.5,13.5,19.8,2020,Italian-Lega-Basket-Serie-A
11,Umana Venezia,21,40.2,78.0,28.4,63.9,0.444,9.4,27.0,0.349,11.8,16.2,0.729,9.5,25.6,35.0,16.0,6.2,2.9,12.9,20.6,2020,Italian-Lega-Basket-Serie-A
12,Dolomiti Energia Trento,21,40.2,77.9,30.3,65.0,0.466,7.4,19.9,0.372,9.9,14.4,0.689,7.8,23.7,31.5,15.5,6.6,2.8,10.9,20.2,2020,Italian-Lega-Basket-Serie-A
13,Fortituto Kontatto Bologna,21,40.2,77.3,28.0,59.5,0.471,7.9,22.4,0.35,13.5,18.1,0.745,7.1,25.8,32.9,15.2,5.0,2.5,12.9,18.0,2020,Italian-Lega-Basket-Serie-A
14,Universo De'Longhi Treviso,21,40.0,77.1,27.7,63.5,0.436,10.2,27.7,0.37,11.5,15.0,0.765,8.2,22.7,30.9,14.3,7.2,1.6,12.0,21.6,2020,Italian-Lega-Basket-Serie-A
15,Acqua San Bernardo Cantu,20,40.5,76.7,28.4,65.3,0.435,8.0,26.2,0.305,11.9,16.6,0.716,9.8,24.2,34.0,13.8,5.2,3.7,10.9,18.8,2020,Italian-Lega-Basket-Serie-A
16,Pallacanestro Trieste 2004,22,40.2,76.0,28.3,66.4,0.426,7.6,24.6,0.311,11.7,16.2,0.72,9.6,24.2,33.8,14.8,6.8,1.8,12.4,20.6,2020,Italian-Lega-Basket-Serie-A
17,Georgio Tesi Group Pistoia,22,40.0,74.5,25.7,61.9,0.415,7.6,24.5,0.312,15.5,20.5,0.756,8.4,23.5,31.8,12.1,5.5,1.4,11.4,19.8,2020,Italian-Lega-Basket-Serie-A
