#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,AX Armani Exchange Milan,39,40.0,84.6,30.9,62.8,0.493,8.2,21.5,0.382,14.5,19.7,0.736,10.0,25.0,35.0,18.8,7.7,2.3,16.5,21.6,2017,Italian-Lega-Basket-Serie-A,0
2,Enel Brindisi,30,40.7,83.2,29.8,64.9,0.459,10.1,26.6,0.379,13.5,18.5,0.727,8.3,23.5,31.9,15.9,7.6,2.8,15.2,21.0,2017,Italian-Lega-Basket-Serie-A,0
3,Fiat Torino,30,40.5,81.8,28.5,64.3,0.444,8.5,23.5,0.363,16.2,20.7,0.785,8.5,25.7,34.2,15.1,5.7,2.1,13.9,19.1,2017,Italian-Lega-Basket-Serie-A,0
4,Grissin Bon Reggio Emilia,33,40.3,80.8,28.7,62.8,0.457,8.8,25.2,0.349,14.6,19.0,0.77,8.0,22.5,30.5,16.2,7.4,3.6,14.0,21.1,2017,Italian-Lega-Basket-Serie-A,0
5,Umana Venezia,46,40.5,80.0,29.0,65.5,0.443,10.8,29.2,0.37,11.1,15.3,0.729,9.8,22.6,32.4,16.7,7.5,2.3,14.5,21.4,2017,Italian-Lega-Basket-Serie-A,1
6,Sidigas Avellino,39,40.4,79.6,28.7,60.2,0.477,9.9,25.0,0.395,12.4,17.5,0.708,8.4,24.6,33.1,18.3,6.9,2.7,15.0,17.9,2017,Italian-Lega-Basket-Serie-A,0
7,Vanoli Cremona,30,40.2,79.0,28.7,63.1,0.454,8.1,23.9,0.341,13.5,17.9,0.755,8.6,24.4,33.0,14.5,6.6,3.1,14.0,18.7,2017,Italian-Lega-Basket-Serie-A,0
8,Gemani Basket Brescia,30,40.2,78.7,27.9,62.2,0.449,8.6,24.0,0.357,14.2,19.2,0.74,8.6,23.8,32.4,16.7,7.2,2.1,13.9,18.5,2017,Italian-Lega-Basket-Serie-A,0
9,Pasta Reggia JuveCaserta,30,40.5,77.9,27.7,62.7,0.442,8.4,24.2,0.348,14.0,19.5,0.719,8.3,26.1,34.4,14.2,8.0,3.8,15.7,21.1,2017,Italian-Lega-Basket-Serie-A,0
10,Acqua San Bernardo Cantu,30,40.2,77.8,28.9,63.3,0.457,7.8,21.6,0.359,12.3,16.4,0.748,9.0,21.4,30.3,16.8,6.6,2.8,14.0,19.0,2017,Italian-Lega-Basket-Serie-A,0
11,Dolomiti Energia Trento,44,40.2,77.5,28.2,64.4,0.437,6.9,21.5,0.321,14.3,21.2,0.675,10.8,24.0,34.7,14.8,9.7,1.7,14.3,19.1,2017,Italian-Lega-Basket-Serie-A,0
12,OpenJobMetis Varese,30,40.3,77.3,28.4,64.2,0.442,7.2,21.7,0.333,13.3,18.3,0.729,9.6,24.3,34.0,13.7,6.1,3.3,14.1,21.1,2017,Italian-Lega-Basket-Serie-A,0
13,Georgio Tesi Group Pistoia,34,40.4,76.9,29.6,66.2,0.447,6.9,21.9,0.313,10.8,14.4,0.748,9.0,24.7,33.7,17.2,6.5,2.3,14.6,20.7,2017,Italian-Lega-Basket-Serie-A,0
14,Orlandina Basket,34,40.3,76.6,27.7,60.8,0.456,8.2,22.4,0.367,12.9,16.5,0.783,8.1,23.1,31.2,15.5,7.7,2.0,15.9,18.6,2017,Italian-Lega-Basket-Serie-A,0
15,Carpegna Prosciutto Basket Pesaro,30,40.3,76.2,27.5,61.7,0.445,8.0,23.3,0.345,13.1,17.7,0.741,7.6,24.2,31.8,12.1,7.2,1.9,13.6,18.8,2017,Italian-Lega-Basket-Serie-A,0
16,Banco di Sardegna Sassari,33,40.0,75.5,26.6,60.5,0.441,9.7,27.0,0.36,12.5,16.2,0.774,8.9,22.0,30.9,15.1,6.8,2.2,14.1,18.2,2017,Italian-Lega-Basket-Serie-A,0
