#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,BC Budivelnik,38,40.0,81.1,30.2,61.5,0.49,7.4,19.9,0.375,13.4,17.8,0.75,8.9,25.7,34.6,19.9,8.4,3.5,13.2,19.8,2017,Ukrainian-Superleague,1
2,BC Khimik,39,40.5,79.8,29.1,65.0,0.448,6.9,21.2,0.327,14.6,20.0,0.733,11.6,26.1,37.7,17.0,7.3,2.5,12.3,18.4,2017,Ukrainian-Superleague,0
3,Dnipro Dnipropetrovsk,42,40.1,78.9,29.5,64.9,0.455,8.1,24.1,0.336,11.7,16.6,0.704,9.6,26.1,35.8,20.4,8.0,2.4,13.3,18.8,2017,Ukrainian-Superleague,0
4,Ferro-ZNTU Zaporozhye,32,40.3,78.1,27.4,63.5,0.432,9.3,26.6,0.352,13.8,19.2,0.721,9.1,22.5,31.6,19.1,9.3,1.7,13.3,16.6,2017,Ukrainian-Superleague,0
5,SK Cherkasy Monkeys,39,40.4,76.2,27.9,61.4,0.454,6.4,19.1,0.337,14.0,19.1,0.732,9.1,25.1,34.1,18.9,7.2,2.6,16.1,20.9,2017,Ukrainian-Superleague,0
6,Kryvbasbasket-Lux Kryvyi Rih,22,39.9,74.8,26.5,61.8,0.428,7.4,22.6,0.327,14.5,20.2,0.715,9.5,22.3,31.8,17.4,9.8,2.8,12.7,20.2,2017,Ukrainian-Superleague,0
7,Bipa Basket Odessa,31,40.6,74.6,27.7,64.5,0.43,6.8,22.5,0.302,12.3,18.2,0.676,10.9,22.0,33.0,19.0,8.7,3.4,13.7,20.8,2017,Ukrainian-Superleague,0
8,MBC Mykolaiv,31,40.3,73.1,26.1,64.0,0.408,7.1,23.0,0.308,13.8,18.5,0.745,9.2,25.5,34.7,16.3,6.0,3.4,13.5,16.8,2017,Ukrainian-Superleague,0
9,BC Kharkiv,29,40.1,71.2,27.4,68.5,0.4,5.0,19.8,0.25,11.4,16.0,0.711,11.8,21.2,33.0,14.9,6.8,3.4,13.9,17.3,2017,Ukrainian-Superleague,0
10,BC Kremen Kremenchuk,31,40.2,69.5,25.1,63.0,0.399,6.8,24.8,0.274,12.4,17.4,0.713,8.6,21.0,29.6,13.4,6.9,1.4,15.1,19.2,2017,Ukrainian-Superleague,0
11,Stariy Lutsk Universitet,28,40.0,64.0,23.6,60.4,0.39,6.5,22.3,0.29,10.4,15.5,0.67,9.0,21.0,30.1,15.8,7.2,1.5,16.1,19.0,2017,Ukrainian-Superleague,0
