#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,BC Budivelnik,45,40.2,85.9,31.1,67.8,0.459,9.3,26.3,0.353,14.5,19.4,0.745,10.2,24.2,34.5,19.1,8.5,3.0,13.1,20.6,2021,Ukrainian-Superleague,0
2,SC Prometey Kamianske,50,40.0,85.7,32.4,66.3,0.488,9.1,25.4,0.36,11.9,19.5,0.609,10.5,25.8,36.3,22.9,8.3,2.9,13.0,19.8,2021,Ukrainian-Superleague,1
3,Ternopil,43,40.3,85.1,30.6,64.6,0.473,7.8,22.8,0.342,16.2,21.3,0.757,9.3,24.9,34.1,20.4,7.7,3.4,13.2,19.3,2021,Ukrainian-Superleague,0
4,BC Kyiv,48,40.3,83.2,31.4,68.2,0.46,8.1,23.5,0.344,12.4,16.4,0.76,10.9,24.1,35.1,18.4,7.1,3.0,10.5,18.1,2021,Ukrainian-Superleague,0
5,Dnipro Dnipropetrovsk,49,40.0,82.0,29.7,64.5,0.46,9.2,26.3,0.349,13.4,17.8,0.755,8.9,25.1,34.1,22.1,7.7,2.9,13.8,18.4,2021,Ukrainian-Superleague,0
6,Ferro-ZNTU Zaporozhye,51,40.2,79.3,28.8,66.1,0.435,8.5,25.0,0.341,13.4,18.8,0.712,11.6,22.4,33.9,15.7,8.3,2.5,12.8,20.2,2021,Ukrainian-Superleague,0
7,MBC Mykolaiv,40,40.1,76.7,28.9,65.3,0.443,7.0,21.6,0.326,11.8,17.5,0.675,8.9,23.7,32.6,16.9,6.4,2.0,13.2,18.2,2021,Ukrainian-Superleague,0
8,BC Khimik,43,40.3,76.5,28.0,62.6,0.448,7.1,22.0,0.322,13.3,18.2,0.734,9.4,22.0,31.4,17.7,7.3,2.4,12.2,21.2,2021,Ukrainian-Superleague,0
9,SK Cherkasy Monkeys,43,40.0,75.6,27.9,62.0,0.45,5.6,18.7,0.297,14.3,20.4,0.7,8.8,25.2,34.0,16.6,6.7,4.1,14.3,19.4,2021,Ukrainian-Superleague,0
10,Kharkivski Sokoly,40,40.3,75.6,27.1,61.9,0.438,7.0,21.6,0.322,14.4,20.7,0.694,7.0,24.2,31.1,16.4,5.7,2.5,14.5,18.3,2021,Ukrainian-Superleague,0
11,BC Odessa,40,40.2,75.1,28.0,64.1,0.437,8.8,26.3,0.333,10.2,15.1,0.676,8.5,23.3,31.8,18.3,6.9,3.6,14.2,19.7,2021,Ukrainian-Superleague,0
