#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Ferro-ZNTU Zaporozhye,52,40.4,86.2,29.9,64.6,0.463,8.3,23.1,0.361,18.0,23.7,0.761,8.9,22.8,31.6,18.8,8.3,2.5,11.2,19.1,2012,Ukrainian-Superleague,0
2,BC Odessa,44,40.3,83.8,30.5,63.4,0.482,7.1,19.2,0.368,15.6,19.8,0.788,9.4,22.1,31.5,18.7,7.5,4.2,14.4,22.2,2012,Ukrainian-Superleague,0
3,BC Donetsk,53,40.4,83.2,30.1,63.3,0.476,6.3,17.2,0.366,16.7,23.1,0.721,12.5,23.6,36.0,16.1,7.8,3.2,13.8,24.2,2012,Ukrainian-Superleague,1
4,BC Budivelnik,52,40.2,82.4,29.6,63.0,0.469,7.8,21.6,0.362,15.5,21.2,0.728,10.5,22.8,33.3,16.8,6.0,3.2,12.6,23.5,2012,Ukrainian-Superleague,0
5,Azovmash Mariupol,51,40.0,82.1,29.3,62.5,0.469,7.2,19.7,0.367,16.2,20.6,0.788,9.2,23.2,32.5,17.1,7.3,3.6,11.5,20.8,2012,Ukrainian-Superleague,0
6,BC Khimik,42,40.2,81.0,27.5,56.8,0.485,6.2,15.5,0.401,19.7,25.0,0.789,7.0,22.1,29.0,15.7,7.6,2.5,14.4,24.2,2012,Ukrainian-Superleague,0
7,Dnipro Dnipropetrovsk,43,40.2,80.2,28.9,63.6,0.455,6.3,17.8,0.352,16.1,21.0,0.765,10.2,23.0,33.2,15.0,7.2,3.8,12.5,21.0,2012,Ukrainian-Superleague,0
8,BC Kyiv,39,40.4,80.1,28.5,64.8,0.441,7.3,20.4,0.356,15.7,22.8,0.687,10.4,24.6,34.9,14.7,5.3,4.7,12.0,21.1,2012,Ukrainian-Superleague,0
9,SK Dnipro Azot,39,40.6,79.3,27.2,64.3,0.423,8.2,23.8,0.342,16.7,22.0,0.76,11.0,22.9,33.9,15.6,6.1,3.8,14.5,22.4,2012,Ukrainian-Superleague,0
10,Kryvbasbasket-Lux Kryvyi Rih,39,40.2,79.1,27.9,65.1,0.429,8.0,24.5,0.327,15.1,22.2,0.678,11.6,21.7,33.3,15.7,7.2,3.4,13.5,24.5,2012,Ukrainian-Superleague,0
11,Politekhnika-Halychyna,39,40.4,78.4,28.1,64.9,0.433,6.7,21.1,0.319,15.4,21.2,0.728,11.6,23.0,34.6,16.5,5.4,2.7,14.4,23.0,2012,Ukrainian-Superleague,0
12,MBC Mykolaiv,39,39.9,77.7,28.2,60.8,0.463,6.4,19.1,0.335,15.1,21.4,0.708,7.7,24.2,31.9,14.9,5.4,4.3,13.5,22.1,2012,Ukrainian-Superleague,0
13,BC Goverla,43,40.2,76.2,28.4,61.8,0.46,6.0,18.2,0.332,13.3,20.0,0.667,8.9,21.6,30.5,14.7,7.7,3.3,12.7,22.0,2012,Ukrainian-Superleague,0
14,SK Cherkasy Monkeys,39,40.1,74.5,26.0,61.3,0.425,6.4,20.2,0.319,16.0,23.0,0.698,10.5,22.0,32.5,12.7,6.2,2.4,13.4,21.7,2012,Ukrainian-Superleague,0
