#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,ASVEL Basket,37,40.4,90.5,31.6,60.8,0.52,10.3,24.8,0.415,16.9,20.9,0.811,7.9,22.4,30.2,20.1,7.4,3.2,13.6,21.4,2021,French-Jeep-Elite,0
2,Le Mans Sarthe Basket,35,40.9,85.4,30.1,60.7,0.496,9.0,23.3,0.387,16.2,20.9,0.774,8.3,23.3,31.6,19.8,6.5,3.0,16.2,20.7,2021,French-Jeep-Elite,0
3,JL Bourg-en-Bresse,35,40.6,85.2,30.9,63.3,0.489,10.0,25.7,0.389,13.4,17.0,0.788,9.3,24.4,33.7,18.5,7.2,2.5,14.1,19.1,2021,French-Jeep-Elite,0
4,Orleans Loiret Basket,35,40.0,84.3,30.1,61.8,0.486,8.6,23.4,0.368,15.6,21.1,0.737,7.1,22.5,29.6,20.0,8.0,2.0,14.5,19.3,2021,French-Jeep-Elite,0
5,Nanterre 92,34,40.3,83.8,30.8,63.9,0.483,7.9,23.1,0.343,14.2,18.4,0.773,9.0,21.5,30.6,15.8,6.7,2.4,12.4,20.5,2021,French-Jeep-Elite,0
6,AS Monaco Basket,36,40.1,83.1,29.8,63.5,0.47,8.3,24.2,0.344,15.2,21.9,0.694,10.1,21.4,31.5,16.6,9.2,2.4,13.0,21.9,2021,French-Jeep-Elite,0
7,Cholet Basket,34,40.3,82.8,31.1,62.9,0.495,7.4,21.1,0.35,13.2,18.3,0.719,9.2,21.7,30.9,18.4,8.4,2.7,13.9,18.8,2021,French-Jeep-Elite,0
8,Strasbourg IG,36,40.1,82.2,29.9,63.6,0.47,8.4,24.4,0.345,13.9,18.1,0.768,10.3,20.0,30.2,18.9,9.0,2.0,15.0,22.7,2021,French-Jeep-Elite,0
9,Chalon-Sur-Saone,34,40.4,81.5,28.6,61.1,0.468,8.6,23.1,0.373,15.7,20.4,0.771,8.7,21.9,30.6,18.4,6.8,2.0,17.1,21.2,2021,French-Jeep-Elite,0
10,JDA Dijon Basket,37,40.1,81.0,29.4,58.9,0.499,9.8,25.2,0.39,12.4,16.6,0.744,7.1,20.9,28.0,19.1,7.7,1.9,13.7,20.0,2021,French-Jeep-Elite,0
11,Chalons-Reims CB,34,40.1,81.0,29.4,61.5,0.477,7.8,22.2,0.35,14.5,20.6,0.704,9.5,21.9,31.4,18.1,7.0,2.6,15.6,19.0,2021,French-Jeep-Elite,0
12,Pau-Orthez,34,40.3,81.0,29.0,59.9,0.485,9.4,24.5,0.386,13.5,17.2,0.783,7.4,22.3,29.7,17.1,7.4,2.0,16.0,21.1,2021,French-Jeep-Elite,0
13,Boulogne-Levallois,35,40.3,79.9,29.5,59.5,0.496,8.7,21.8,0.397,12.3,16.9,0.727,7.8,20.8,28.6,19.0,7.3,3.4,14.2,20.9,2021,French-Jeep-Elite,0
14,Chorale Roanne Basket,34,40.0,79.8,28.4,60.2,0.473,7.4,22.5,0.327,15.5,21.5,0.721,8.6,20.6,29.2,16.1,7.6,2.8,14.6,20.0,2021,French-Jeep-Elite,1
15,Boulazac Basket Dordogne,34,40.4,77.3,26.8,60.5,0.444,7.9,23.7,0.335,15.7,20.9,0.755,7.9,21.8,29.6,16.2,6.2,1.6,15.3,21.1,2021,French-Jeep-Elite,0
16,CSP Limoges,34,40.3,76.0,26.3,57.0,0.462,10.4,26.3,0.394,12.9,16.9,0.765,6.9,20.3,27.1,20.0,5.8,1.6,14.4,18.8,2021,French-Jeep-Elite,0
17,BCM Gravelines,34,40.3,75.6,27.3,57.0,0.478,6.7,19.4,0.345,14.4,18.9,0.763,6.4,22.1,28.5,17.7,6.6,1.4,16.5,20.2,2021,French-Jeep-Elite,0
18,Le Portel,34,40.0,73.2,25.9,57.3,0.452,7.5,22.9,0.329,13.9,18.9,0.734,8.4,20.1,28.5,17.0,7.3,1.8,16.9,21.7,2021,French-Jeep-Elite,0
