#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Chalon-Sur-Saone,36,40.0,86.7,31.0,65.4,0.474,10.5,27.6,0.38,14.1,17.8,0.795,10.2,21.8,32.1,18.7,6.1,2.2,10.9,18.2,2016,French-Jeep-Elite,0
2,AS Monaco Basket,40,40.5,79.3,28.1,60.3,0.466,7.6,21.6,0.35,15.6,20.9,0.749,9.3,22.3,31.6,17.8,8.2,2.1,11.2,22.4,2016,French-Jeep-Elite,0
3,Chalons-Reims CB,34,40.1,79.2,29.2,62.2,0.469,7.0,20.9,0.336,13.8,18.5,0.747,9.2,22.2,31.5,16.3,7.2,1.5,12.4,18.6,2016,French-Jeep-Elite,0
4,Nanterre 92,36,40.3,79.1,29.0,61.9,0.469,10.8,28.2,0.381,10.3,14.1,0.733,8.7,22.6,31.3,16.2,6.6,1.8,11.7,19.2,2016,French-Jeep-Elite,0
5,Nancy Basket,34,41.0,79.0,28.6,64.2,0.446,9.2,25.1,0.368,12.5,16.6,0.754,11.9,22.5,34.4,17.5,5.6,2.3,13.6,20.1,2016,French-Jeep-Elite,0
6,Strasbourg IG,44,40.1,78.5,29.6,59.9,0.494,7.9,20.7,0.384,11.4,15.9,0.718,8.1,23.2,31.3,19.3,6.6,2.9,11.8,21.1,2016,French-Jeep-Elite,0
7,Pau-Orthez,36,40.4,78.1,28.9,63.0,0.459,7.7,21.9,0.352,12.5,17.0,0.738,8.6,22.7,31.3,15.1,6.5,1.0,10.5,17.8,2016,French-Jeep-Elite,0
8,Le Mans Sarthe Basket,40,40.5,76.8,27.7,63.8,0.435,6.9,19.8,0.349,14.5,18.7,0.775,12.1,24.1,36.1,13.9,6.0,2.1,10.8,17.8,2016,French-Jeep-Elite,0
9,CSP Limoges,34,40.0,75.7,27.6,60.4,0.456,8.1,22.6,0.358,12.5,16.8,0.741,9.2,23.3,32.5,18.4,5.4,1.4,12.4,19.4,2016,French-Jeep-Elite,0
10,Cholet Basket,34,40.1,75.4,27.2,62.6,0.435,8.3,26.3,0.315,12.7,17.1,0.741,8.0,21.3,29.3,16.9,7.6,1.2,11.4,19.9,2016,French-Jeep-Elite,0
11,BCM Gravelines,37,40.0,75.2,28.2,59.8,0.471,7.3,21.6,0.339,11.6,16.9,0.683,7.7,21.5,29.2,15.4,8.2,2.1,11.6,17.3,2016,French-Jeep-Elite,0
12,Antibes,34,40.1,74.2,28.2,58.4,0.483,6.9,19.3,0.357,10.9,17.1,0.64,8.5,24.7,33.3,16.9,5.7,2.5,14.1,19.5,2016,French-Jeep-Elite,0
13,Rouen Metropole Basket,34,40.0,74.2,26.3,59.0,0.446,7.3,21.3,0.343,14.3,18.6,0.765,7.8,20.8,28.6,16.2,7.4,1.8,12.4,17.6,2016,French-Jeep-Elite,0
14,Orleans Loiret Basket,34,40.4,73.6,27.7,59.5,0.465,9.3,23.8,0.39,8.9,12.4,0.722,8.3,21.2,29.5,15.9,7.2,1.8,12.6,16.1,2016,French-Jeep-Elite,0
15,ASVEL Basket,45,40.0,73.4,26.3,59.3,0.444,8.1,21.9,0.372,12.6,16.3,0.772,10.0,23.6,33.6,16.1,5.2,2.2,11.9,19.7,2016,French-Jeep-Elite,1
16,JDA Dijon Basket,34,40.0,73.1,27.2,58.7,0.463,8.2,23.8,0.346,10.5,15.4,0.681,7.4,20.6,28.0,16.1,7.6,2.0,11.3,19.7,2016,French-Jeep-Elite,0
17,Boulogne-Levallois,34,40.3,72.9,27.9,63.0,0.443,6.8,20.8,0.326,10.4,14.7,0.706,9.5,21.8,31.4,15.7,7.0,2.7,12.5,20.7,2016,French-Jeep-Elite,0
18,STB Le Havre,34,40.1,71.8,26.7,61.2,0.437,5.7,19.4,0.296,12.6,17.1,0.734,9.1,21.9,31.1,13.2,5.9,2.0,14.2,19.0,2016,French-Jeep-Elite,0
