#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Banco di Sardegna Sassari,2,40.0,105.5,38.0,67.0,0.567,8.5,23.5,0.362,21.0,26.0,0.808,10.5,29.5,40.0,30.0,5.0,3.0,11.0,22.0,2019,FIBA-Europe-Cup---Qualification,1
2,Istanbul Buyuksehir Belediyesi,4,40.0,89.3,32.3,63.5,0.508,10.0,24.0,0.417,14.8,22.8,0.648,10.3,31.0,41.3,21.8,6.8,4.0,13.8,17.3,2019,FIBA-Europe-Cup---Qualification,0
3,Ironi Nes Ziona,4,40.0,87.8,31.8,65.3,0.487,9.8,22.8,0.429,14.5,18.8,0.773,11.0,25.8,36.8,21.0,6.0,2.8,13.8,17.3,2019,FIBA-Europe-Cup---Qualification,0
4,Alba Fehervar,2,40.0,84.0,26.5,59.5,0.445,11.0,33.0,0.333,20.0,28.5,0.702,9.5,26.0,35.5,20.5,7.0,3.0,16.5,20.0,2019,FIBA-Europe-Cup---Qualification,0
5,U-Banca Transilvania Cluj,2,40.0,83.5,32.0,63.0,0.508,8.5,24.5,0.347,11.0,13.0,0.846,4.5,21.5,26.0,20.0,7.0,3.0,12.0,22.5,2019,FIBA-Europe-Cup---Qualification,0
6,Joensuun Kataja,4,40.0,82.0,32.0,66.5,0.481,9.3,22.0,0.42,8.8,14.3,0.614,9.0,25.5,34.5,19.3,10.8,3.5,12.5,19.5,2019,FIBA-Europe-Cup---Qualification,0
7,BC Rilski Sportist,2,40.0,81.5,29.5,67.5,0.437,11.0,26.0,0.423,11.5,14.5,0.793,7.0,25.0,32.0,22.5,6.5,5.5,11.5,16.0,2019,FIBA-Europe-Cup---Qualification,0
8,SK Cherkasy Monkeys,4,40.0,80.0,31.3,69.3,0.451,9.8,27.3,0.358,7.8,11.0,0.705,10.5,28.8,39.3,20.3,6.0,4.8,13.3,19.5,2019,FIBA-Europe-Cup---Qualification,0
9,SL Benfica,2,40.0,79.0,29.0,68.5,0.423,6.5,19.5,0.333,14.5,20.5,0.707,6.5,16.0,22.5,18.0,4.0,1.5,9.5,21.5,2019,FIBA-Europe-Cup---Qualification,0
10,Dnipro Dnipropetrovsk,4,40.0,77.5,27.8,60.8,0.457,8.8,25.0,0.35,13.3,17.5,0.757,6.8,22.3,29.0,16.5,8.3,1.3,12.3,22.3,2019,FIBA-Europe-Cup---Qualification,0
11,BK Kongsberg Miners,2,40.0,76.5,26.5,78.5,0.338,8.5,30.5,0.279,15.0,21.5,0.698,17.0,25.5,42.5,15.0,5.0,2.0,15.0,15.0,2019,FIBA-Europe-Cup---Qualification,0
12,Turi Svitavy,2,40.0,76.0,28.5,70.5,0.404,7.5,23.5,0.319,11.5,16.5,0.697,9.0,19.5,28.5,20.0,9.5,1.5,12.0,20.0,2019,FIBA-Europe-Cup---Qualification,0
13,BC Balkan,2,40.0,76.0,26.0,55.0,0.473,9.5,24.5,0.388,14.5,20.5,0.707,5.0,21.0,26.0,20.5,6.5,5.5,15.0,18.0,2019,FIBA-Europe-Cup---Qualification,0
14,ZZ Leiden,2,40.0,73.5,30.0,70.5,0.426,8.0,26.5,0.302,5.5,7.5,0.733,9.5,26.5,36.0,20.5,11.5,1.0,7.5,19.0,2019,FIBA-Europe-Cup---Qualification,0
15,Heroes Den Bosch,2,40.0,72.0,26.0,59.0,0.441,7.0,21.5,0.326,13.0,19.5,0.667,6.0,24.0,30.0,14.5,9.0,1.5,13.0,19.0,2019,FIBA-Europe-Cup---Qualification,0
16,Sodertalje,2,40.0,71.5,26.5,69.5,0.381,7.5,30.0,0.25,11.0,14.0,0.786,10.5,22.0,32.5,20.0,9.0,0.5,9.0,21.5,2019,FIBA-Europe-Cup---Qualification,0
17,GS Lavrio,2,40.0,70.0,23.0,66.5,0.346,7.5,25.5,0.294,16.5,22.0,0.75,13.0,21.5,34.5,13.5,4.0,2.0,11.5,18.0,2019,FIBA-Europe-Cup---Qualification,0
18,HydroTruck Radom,2,40.2,67.0,24.0,59.0,0.407,4.5,16.5,0.273,14.5,19.0,0.763,9.0,24.0,33.0,16.0,6.5,2.0,19.5,17.5,2019,FIBA-Europe-Cup---Qualification,0
19,BC LF Lulea,2,40.0,64.0,20.0,62.5,0.32,9.5,32.5,0.292,14.5,17.0,0.853,7.0,20.0,27.0,12.5,6.5,4.5,11.0,20.5,2019,FIBA-Europe-Cup---Qualification,0
20,Keravnos Strovolou,2,40.0,64.0,24.5,56.5,0.434,3.5,15.5,0.226,11.5,18.5,0.622,8.0,25.0,33.0,14.0,6.0,1.5,12.0,14.0,2019,FIBA-Europe-Cup---Qualification,0
21,ece bulls Kapfenberg,2,40.1,59.5,20.5,54.5,0.376,4.5,20.5,0.22,14.0,19.0,0.737,9.0,25.0,34.0,10.0,5.5,2.5,16.0,14.5,2019,FIBA-Europe-Cup---Qualification,0
