#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name
1,KK Cibona,21,40.0,96.0,34.9,65.0,0.536,10.1,26.3,0.383,16.2,21.7,0.748,8.4,27.1,35.5,22.1,9.6,2.5,13.2,21.0,2020,Croatian-A-1-Liga
2,KK Zadar,21,40.0,91.9,34.5,66.2,0.521,9.1,24.5,0.372,13.8,19.8,0.697,10.5,25.5,36.0,21.4,9.4,3.1,15.3,22.0,2020,Croatian-A-1-Liga
3,KK Vrijednosnice Osijek,21,40.5,88.6,31.9,64.3,0.496,9.9,27.4,0.361,14.9,20.3,0.733,7.4,22.3,29.7,21.8,7.7,2.5,14.4,19.3,2020,Croatian-A-1-Liga
4,KK Split,21,40.0,86.8,31.8,63.8,0.499,7.8,21.8,0.359,15.4,21.9,0.702,8.8,23.9,32.7,22.7,9.2,2.3,13.9,22.0,2020,Croatian-A-1-Liga
5,KK Velika Gorica,21,40.0,83.6,29.7,63.0,0.471,8.7,24.8,0.35,15.6,20.8,0.751,9.3,23.1,32.5,20.3,9.3,1.7,14.9,21.7,2020,Croatian-A-1-Liga
6,KK Zabok,21,40.2,81.6,30.0,65.8,0.457,8.8,26.4,0.334,12.7,18.2,0.699,8.3,23.2,31.6,20.1,9.3,4.0,12.5,21.7,2020,Croatian-A-1-Liga
7,GKK Sibenk,21,40.2,80.4,29.7,63.1,0.471,9.0,24.9,0.363,12.0,16.3,0.732,8.3,23.0,31.4,18.9,6.7,1.7,13.8,19.6,2020,Croatian-A-1-Liga
8,KK Alkar,21,40.0,78.5,29.3,66.8,0.438,6.5,23.2,0.279,13.5,18.3,0.735,8.4,22.8,31.2,17.6,7.7,2.4,14.0,20.8,2020,Croatian-A-1-Liga
9,KK Skrljevo,21,40.0,77.6,28.1,61.8,0.455,6.9,21.0,0.329,14.5,20.3,0.714,8.0,22.4,30.5,17.3,7.6,2.0,15.5,23.0,2020,Croatian-A-1-Liga
10,KK Dubrava Zagreb,21,40.2,77.0,27.7,65.4,0.424,7.7,24.0,0.322,13.9,19.0,0.734,9.6,23.7,33.3,16.9,5.4,1.8,15.9,21.2,2020,Croatian-A-1-Liga
11,KK Sonik Puntamika,21,40.5,76.3,26.7,62.3,0.428,9.3,29.4,0.316,13.7,19.4,0.703,8.6,22.7,31.2,17.0,7.8,1.8,15.7,22.8,2020,Croatian-A-1-Liga
12,KK Hermes Znalitica,21,40.2,73.7,27.4,63.2,0.434,8.0,24.9,0.324,10.8,15.6,0.692,7.1,22.3,29.4,17.2,6.6,1.3,15.3,17.6,2020,Croatian-A-1-Liga
