#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,KK Cibona,31,40.0,89.8,32.0,63.4,0.505,9.9,26.1,0.38,15.9,20.4,0.78,8.5,24.7,33.2,21.5,8.6,1.7,13.8,22.3,2019,Croatian-A-1-Liga,1
2,KK Hermes Znalitica,22,40.2,86.0,30.4,66.0,0.46,11.2,30.1,0.373,14.1,20.0,0.703,7.6,20.6,28.2,17.4,7.5,1.1,12.9,18.7,2019,Croatian-A-1-Liga,0
3,KK Velika Gorica,25,40.2,84.6,29.8,61.7,0.482,9.0,25.1,0.36,16.1,22.0,0.731,8.7,21.7,30.4,19.4,8.3,2.3,15.7,22.2,2019,Croatian-A-1-Liga,0
4,KK Zadar,29,40.2,83.7,30.8,63.5,0.486,7.3,23.2,0.314,14.8,19.8,0.747,10.3,26.4,36.7,19.7,6.2,3.3,15.1,22.4,2019,Croatian-A-1-Liga,0
5,Cedevita,33,40.3,83.2,29.8,63.9,0.465,8.3,25.5,0.327,15.3,21.1,0.725,9.9,24.2,34.2,17.6,8.0,2.9,14.9,21.9,2019,Croatian-A-1-Liga,0
6,KK Split,28,40.4,82.9,30.1,62.5,0.482,8.1,23.7,0.343,14.5,20.9,0.692,9.6,23.7,33.3,19.3,8.0,2.9,15.0,21.4,2019,Croatian-A-1-Liga,0
7,GKK Sibenk,24,40.2,82.4,30.3,63.5,0.477,9.3,23.8,0.393,12.4,17.3,0.716,6.9,23.4,30.3,18.6,7.0,1.7,14.1,19.8,2019,Croatian-A-1-Liga,0
8,KK Vrijednosnice Osijek,24,40.0,82.1,29.9,62.7,0.476,6.8,21.4,0.318,15.6,22.8,0.685,9.5,24.2,33.6,16.8,5.6,2.0,14.3,19.8,2019,Croatian-A-1-Liga,0
9,KK Skrljevo,22,40.0,81.9,29.5,65.1,0.453,8.3,25.5,0.324,14.6,20.2,0.723,10.5,20.0,30.5,14.9,8.8,1.7,13.5,22.3,2019,Croatian-A-1-Liga,0
10,KK Zabok,24,40.2,78.5,29.5,64.5,0.458,7.0,23.0,0.303,12.5,16.6,0.752,8.4,20.5,28.9,20.3,8.9,2.9,14.3,21.8,2019,Croatian-A-1-Liga,0
11,KK Alkar,22,40.0,78.0,28.8,67.4,0.428,7.3,22.2,0.33,13.1,17.4,0.752,8.8,21.4,30.2,17.1,6.5,2.4,14.2,22.5,2019,Croatian-A-1-Liga,0
12,KK Bosco Zagreb,22,40.0,76.8,29.0,63.8,0.455,6.8,22.3,0.303,12.0,17.7,0.679,9.0,21.7,30.7,17.0,7.1,2.0,17.2,22.7,2019,Croatian-A-1-Liga,0
