#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Cedevita,20,40.2,89.1,32.7,62.7,0.522,9.4,24.7,0.381,14.3,19.7,0.726,9.4,26.0,35.4,21.5,6.5,2.8,14.8,20.3,2015,Croatian-A-1-Liga,1
2,KK Zagreb,36,40.3,82.0,30.5,60.8,0.502,7.3,20.9,0.35,13.6,19.0,0.718,8.9,24.2,33.1,18.1,7.1,2.3,14.9,20.7,2015,Croatian-A-1-Liga,0
3,KK Ribola Kastela,27,40.0,81.9,30.7,65.0,0.473,8.4,27.4,0.305,12.1,17.6,0.688,7.6,22.2,29.8,16.1,8.3,2.4,13.3,20.3,2015,Croatian-A-1-Liga,0
4,KK Velika Gorica,27,39.9,81.7,30.1,63.3,0.476,7.6,22.6,0.337,13.8,18.9,0.73,9.0,23.2,32.2,16.1,7.0,2.6,14.8,21.1,2015,Croatian-A-1-Liga,0
5,KK Kvarner 2010,33,40.1,81.6,29.0,63.0,0.461,8.1,23.3,0.349,15.5,20.5,0.754,7.8,22.5,30.2,13.9,8.8,1.5,13.7,22.9,2015,Croatian-A-1-Liga,0
6,GKK Sibenk,33,40.2,79.1,28.1,59.5,0.473,8.6,24.3,0.356,14.2,19.9,0.714,8.5,21.6,30.1,15.7,8.2,1.3,14.8,22.8,2015,Croatian-A-1-Liga,0
7,KK Cibona,20,40.1,78.5,28.3,56.3,0.502,6.8,19.7,0.344,15.3,21.2,0.722,7.1,25.2,32.3,15.9,5.9,2.8,14.1,20.5,2015,Croatian-A-1-Liga,0
8,KK Jolly Jadranska Banka,27,40.2,77.3,28.0,63.7,0.44,7.0,25.1,0.277,14.3,18.2,0.783,9.6,25.7,35.2,14.4,6.4,1.2,12.4,22.4,2015,Croatian-A-1-Liga,0
9,KK Split,27,40.2,77.1,29.1,61.3,0.475,8.0,23.0,0.348,10.9,14.9,0.732,7.9,22.1,30.0,14.1,6.9,1.9,12.4,21.9,2015,Croatian-A-1-Liga,0
10,KK Zadar,16,40.0,77.0,27.7,57.9,0.478,6.6,20.2,0.325,15.1,22.7,0.664,9.1,25.1,34.2,17.4,8.3,2.8,14.0,21.8,2015,Croatian-A-1-Liga,0
11,KK Vrijednosnice Osijek,27,40.2,74.6,27.5,59.0,0.466,7.0,21.7,0.32,12.6,17.2,0.731,6.7,22.8,29.5,15.1,7.0,1.7,13.0,18.4,2015,Croatian-A-1-Liga,0
12,KK Zabok,34,40.3,73.4,27.0,58.6,0.461,6.1,21.0,0.293,13.2,19.1,0.69,7.4,18.8,26.1,13.4,7.9,2.0,12.5,22.5,2015,Croatian-A-1-Liga,0
13,KK Alkar,33,39.9,72.2,27.7,62.2,0.446,6.3,19.8,0.317,10.5,15.9,0.66,11.0,22.3,33.2,13.5,6.8,2.8,15.8,21.9,2015,Croatian-A-1-Liga,0
14,KK Djuro Slavonski Brod,10,40.0,70.8,26.1,61.9,0.422,6.6,23.0,0.287,12.0,21.2,0.566,10.4,20.7,31.1,15.8,7.7,1.1,14.7,20.9,2015,Croatian-A-1-Liga,0
