#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Cedevita,19,40.0,86.5,31.6,61.9,0.51,8.4,22.5,0.372,15.0,20.1,0.748,9.6,24.2,33.8,19.9,6.7,2.7,12.9,22.8,2014,Croatian-A-1-Liga,1
2,KK Cibona,19,39.9,84.4,29.9,59.8,0.5,8.7,23.7,0.366,15.9,21.7,0.731,8.7,25.6,34.3,19.9,5.8,2.6,14.0,21.6,2014,Croatian-A-1-Liga,0
3,KK Zadar,16,40.0,83.4,29.6,60.4,0.491,9.7,22.2,0.437,14.5,20.2,0.718,7.9,22.8,30.8,15.6,7.0,3.6,11.8,19.2,2014,Croatian-A-1-Liga,0
4,KK Split,25,40.0,81.9,29.8,60.2,0.495,7.7,20.3,0.381,14.6,20.1,0.729,8.6,19.7,28.3,17.0,7.2,1.9,14.5,23.0,2014,Croatian-A-1-Liga,0
5,KK Zabok,26,40.0,81.3,30.5,60.0,0.507,6.5,18.6,0.349,13.9,19.4,0.716,8.5,20.4,29.0,15.4,9.0,2.0,12.4,21.3,2014,Croatian-A-1-Liga,0
6,KK Zagreb,32,40.0,80.8,30.5,61.8,0.493,7.1,21.0,0.336,12.8,20.0,0.64,8.8,22.2,30.9,17.4,7.8,2.4,14.3,21.1,2014,Croatian-A-1-Liga,0
7,KK Krizevci,26,40.2,78.2,28.5,61.9,0.461,7.2,22.0,0.327,14.0,18.9,0.739,7.7,19.1,26.8,12.7,8.6,0.9,12.6,21.6,2014,Croatian-A-1-Liga,0
8,KK Alkar,32,40.2,76.5,29.1,60.6,0.48,6.5,20.6,0.315,11.8,17.7,0.67,10.4,23.8,34.2,13.7,7.2,2.9,15.5,22.8,2014,Croatian-A-1-Liga,0
9,GKK Sibenk,32,40.0,76.5,27.5,58.9,0.468,8.4,23.7,0.354,12.7,18.0,0.705,7.6,22.4,30.0,15.3,7.3,1.6,14.9,22.1,2014,Croatian-A-1-Liga,0
10,KK Vrijednosnice Osijek,26,40.0,74.7,26.9,52.2,0.515,4.8,14.9,0.32,15.4,20.7,0.743,6.3,20.6,26.8,11.8,7.8,1.5,14.6,16.6,2014,Croatian-A-1-Liga,0
11,KK Jolly Jadranska Banka,34,40.4,74.0,26.6,59.2,0.449,6.9,22.8,0.301,14.0,19.2,0.732,8.6,23.0,31.5,12.6,7.1,2.3,14.4,24.3,2014,Croatian-A-1-Liga,0
12,KK Djuro Slavonski Brod,25,40.0,73.8,27.9,61.5,0.454,8.4,25.4,0.332,9.6,13.9,0.689,7.0,18.2,25.2,12.8,6.1,0.8,13.3,19.6,2014,Croatian-A-1-Liga,0
13,KK Kvarner 2010,32,40.2,73.3,26.1,56.3,0.464,6.3,19.0,0.329,14.8,20.0,0.739,6.7,20.1,26.8,12.3,7.4,1.0,12.9,22.5,2014,Croatian-A-1-Liga,0
