#,Team,GP,PPG,FGM,FGA,FG%,FTM,FTA,FT%,APG,PF,Year,League_Name,is_Champion
1,New York,72,112.1,40.1,101.5,0.395,31.9,42.4,0.753,18.9,25.9,1958,NBA,0
2,Boston,72,109.9,41.8,107.8,0.387,26.4,35.9,0.737,20.9,23.9,1958,NBA,0
3,St. Louis,72,107.5,38.6,99.5,0.388,30.3,42.3,0.715,21.4,26.0,1958,NBA,1
4,Syracuse,72,107.2,39.2,101.9,0.385,28.8,36.3,0.793,18.0,25.3,1958,NBA,0
5,Detroit,72,105.3,38.1,101.3,0.376,29.1,38.5,0.755,17.6,25.1,1958,NBA,0
6,Minneapolis,72,105.1,36.9,99.9,0.37,31.2,41.8,0.747,18.4,27.5,1958,NBA,0
7,Philadelphia,72,104.3,38.4,101.1,0.38,27.5,36.1,0.762,20.0,24.5,1958,NBA,0
8,Cincinnati,72,101.7,39.1,101.9,0.384,23.4,32.9,0.712,21.9,25.5,1958,NBA,0
