#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,San Antonio,82,48.2,119.4,47.0,94.4,0.498,0.6,2.5,0.252,24.7,30.8,0.801,14.1,30.7,44.7,28.4,9.4,4.1,19.4,25.6,1980,NBA,0
2,L.A. Lakers,82,48.5,115.1,47.5,89.9,0.529,0.2,1.2,0.2,19.8,25.5,0.775,13.2,32.4,45.6,29.4,9.4,6.7,20.0,21.8,1980,NBA,1
3,Cleveland,82,48.6,114.1,46.5,98.1,0.474,0.4,2.3,0.193,20.8,26.9,0.772,15.9,29.0,45.0,25.7,9.3,4.2,16.7,23.6,1980,NBA,0
4,New York,82,48.2,114.0,46.4,93.6,0.496,0.5,2.3,0.22,20.7,27.7,0.747,15.1,28.1,43.2,27.6,10.7,5.6,19.7,26.4,1980,NBA,0
5,Boston,82,48.5,113.5,44.1,90.1,0.49,2.0,5.1,0.384,23.3,29.9,0.779,15.0,30.0,44.9,26.8,9.9,3.8,18.8,24.1,1980,NBA,0
6,Indiana,82,48.4,111.2,44.4,93.8,0.473,1.1,3.8,0.28,21.4,28.5,0.751,17.0,28.4,45.4,26.2,11.0,6.5,18.5,24.1,1980,NBA,0
7,Phoenix,82,48.2,111.1,43.5,88.2,0.493,0.8,3.4,0.243,23.2,30.1,0.773,13.1,30.0,43.0,27.8,11.1,4.2,19.9,22.6,1980,NBA,0
8,Houston,82,48.6,110.8,43.9,91.4,0.48,1.3,4.6,0.274,21.7,28.4,0.766,17.0,27.0,44.0,26.2,9.5,4.5,19.1,23.5,1980,NBA,0
9,Milwaukee,82,48.3,110.1,44.9,92.1,0.488,0.6,1.9,0.323,19.6,25.6,0.764,15.2,29.2,44.4,27.8,9.5,6.2,18.2,23.6,1980,NBA,0
10,Philadelphia,82,48.4,109.1,43.0,87.3,0.492,0.3,1.5,0.216,22.9,29.6,0.772,14.5,32.1,46.6,27.1,9.7,8.0,20.8,22.7,1980,NBA,0
11,Detroit,82,48.2,108.9,44.4,92.6,0.48,0.7,2.7,0.26,19.4,26.2,0.74,15.0,29.5,44.4,23.8,9.5,6.9,21.2,25.2,1980,NBA,0
12,Seattle,82,48.4,108.5,43.3,92.3,0.47,0.7,2.3,0.312,21.1,27.5,0.768,16.8,31.1,47.9,24.9,9.1,5.2,18.2,22.7,1980,NBA,0
13,New Jersey,82,48.3,108.3,42.1,91.5,0.461,1.0,3.6,0.285,23.0,29.3,0.782,15.0,30.9,45.9,25.5,10.6,7.1,20.8,26.6,1980,NBA,0
14,Denver,82,48.4,108.3,42.2,91.1,0.463,1.0,3.1,0.325,22.8,31.0,0.737,16.0,30.8,46.8,25.4,9.1,4.9,18.7,23.4,1980,NBA,0
15,Kansas City,82,48.3,108.0,43.7,91.3,0.478,0.3,1.4,0.219,20.4,27.4,0.743,14.5,29.6,44.1,25.9,10.5,4.3,17.5,26.0,1980,NBA,0
16,San Diego,82,48.2,107.6,43.0,91.4,0.47,2.2,6.6,0.326,19.5,26.4,0.736,15.8,28.1,43.9,20.6,8.1,3.5,17.6,23.1,1980,NBA,0
17,Chicago,82,48.5,107.5,41.0,84.7,0.484,0.9,3.4,0.255,24.6,31.6,0.779,13.6,30.1,43.7,26.2,8.6,4.8,20.5,26.2,1980,NBA,0
18,Washington,82,48.5,107.0,43.6,95.1,0.458,0.9,2.9,0.307,18.9,25.0,0.758,16.3,33.2,49.5,26.8,6.5,5.4,16.8,23.1,1980,NBA,0
19,Atlanta,82,48.2,104.5,39.8,85.7,0.464,0.2,0.9,0.173,24.9,32.3,0.771,16.7,29.3,46.0,23.3,9.5,6.6,18.2,28.0,1980,NBA,0
20,Golden State,82,48.5,103.6,43.0,89.2,0.482,0.3,1.5,0.223,17.2,23.3,0.738,14.1,29.7,43.8,24.7,9.5,4.1,18.2,25.4,1980,NBA,0
21,Portland,82,48.2,102.5,41.6,87.4,0.476,0.3,1.6,0.197,19.0,25.6,0.743,15.8,29.4,45.2,23.1,8.6,5.8,18.9,23.9,1980,NBA,0
22,Utah,82,48.3,102.4,41.2,83.1,0.496,0.7,2.3,0.319,19.2,23.7,0.809,11.8,28.8,40.6,24.5,8.0,4.4,18.8,24.5,1980,NBA,0
