#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,BK Inter Bratislava,47,39.6,90.7,33.6,64.0,0.525,8.8,23.3,0.379,14.7,20.0,0.733,9.9,25.4,35.4,19.6,9.9,2.9,14.1,20.7,2015,Slovakian-Extraliga,0
2,MBK Rieker Komarno,51,39.7,89.3,31.3,65.9,0.475,9.9,27.9,0.356,16.8,21.9,0.767,10.9,22.5,33.5,17.0,9.4,1.6,14.3,21.9,2015,Slovakian-Extraliga,1
3,BK Iskra Svit,39,39.5,82.4,30.7,64.3,0.478,6.9,20.6,0.336,14.1,20.6,0.682,10.0,23.0,33.0,14.6,6.9,3.1,13.6,20.0,2015,Slovakian-Extraliga,0
4,MBK Handlova,47,39.2,81.4,28.9,61.2,0.472,6.4,21.3,0.302,17.2,23.0,0.748,9.4,23.7,33.0,15.6,8.0,1.6,16.3,24.2,2015,Slovakian-Extraliga,0
5,BC Prievidza,51,39.6,81.3,29.6,65.0,0.456,8.3,24.6,0.336,13.8,19.8,0.694,11.9,23.0,34.9,16.5,10.7,2.2,13.3,22.4,2015,Slovakian-Extraliga,0
6,BK Levicki Patrioti Levice,36,40.0,78.8,28.6,63.3,0.452,5.3,17.9,0.293,16.2,22.6,0.717,10.4,24.7,35.1,11.4,6.4,4.1,18.5,19.9,2015,Slovakian-Extraliga,0
7,SKP Banska Bystrica,39,39.2,78.4,27.8,63.3,0.44,8.7,26.8,0.323,13.9,20.4,0.681,10.1,22.5,32.6,12.1,6.9,2.6,15.2,20.6,2015,Slovakian-Extraliga,0
8,BK Spisska Rytieri,39,39.5,72.8,26.0,59.6,0.436,6.3,19.6,0.319,14.6,20.6,0.711,7.8,22.5,30.4,13.7,6.3,1.2,15.7,20.2,2015,Slovakian-Extraliga,0
9,VSEMVS Karlovka Bratislava,39,39.9,72.4,26.5,62.9,0.42,6.4,21.4,0.301,13.0,19.5,0.668,9.9,20.3,30.2,12.1,8.4,1.9,16.2,20.1,2015,Slovakian-Extraliga,0
10,MBK SPU Nitra,36,39.7,68.2,25.9,63.8,0.406,6.3,20.9,0.301,10.1,16.5,0.614,11.0,21.0,32.0,11.0,9.1,3.5,22.2,23.3,2015,Slovakian-Extraliga,0
