#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,BK Inter Bratislava,45,40.4,92.5,33.3,65.9,0.505,10.4,27.6,0.378,15.6,20.7,0.754,9.2,25.5,34.7,21.6,8.3,2.6,13.0,21.4,2018,Slovakian-Extraliga,0
2,Slavia Kosice,52,40.3,90.1,32.1,62.7,0.512,9.4,25.6,0.368,16.5,21.2,0.779,7.9,23.9,31.8,20.3,8.5,1.9,13.8,20.1,2018,Slovakian-Extraliga,0
3,BK Iskra Svit,41,40.0,89.4,33.4,67.3,0.496,6.0,19.6,0.308,16.6,22.2,0.746,10.0,25.5,35.6,16.3,8.9,2.0,13.3,19.4,2018,Slovakian-Extraliga,0
4,BC Prievidza,39,40.4,88.6,31.9,67.3,0.475,10.4,28.4,0.366,14.3,19.1,0.749,10.2,26.0,36.2,20.1,8.2,2.6,13.7,19.7,2018,Slovakian-Extraliga,0
5,BK Levicki Patrioti Levice,49,40.2,86.8,32.3,64.8,0.498,8.4,23.8,0.352,13.8,19.3,0.718,10.1,23.3,33.4,19.2,8.5,3.0,12.5,20.7,2018,Slovakian-Extraliga,1
6,MBK Rieker Komarno,44,40.4,83.4,28.8,61.6,0.467,9.3,26.6,0.351,16.6,20.8,0.8,9.0,23.3,32.3,14.4,7.2,1.8,13.8,23.9,2018,Slovakian-Extraliga,0
7,MbK Zu Zilina,36,40.2,78.8,29.0,66.9,0.434,5.9,20.5,0.286,14.9,21.9,0.68,9.9,21.6,31.4,12.3,7.8,2.5,13.3,18.3,2018,Slovakian-Extraliga,0
8,VSEMVS Karlovka Bratislava,39,40.0,77.5,28.5,65.0,0.438,10.2,30.1,0.338,10.6,15.0,0.708,9.3,21.1,30.4,16.4,6.6,2.2,12.2,23.0,2018,Slovakian-Extraliga,0
9,MBK Handlova,39,39.5,77.1,27.6,61.6,0.449,7.2,23.4,0.306,14.7,18.7,0.785,8.3,19.6,27.9,16.2,8.1,1.5,15.2,22.6,2018,Slovakian-Extraliga,0
10,BK Spisska Rytieri,36,40.3,76.6,27.9,67.6,0.414,7.5,28.1,0.267,13.2,19.0,0.692,10.2,23.4,33.5,14.3,6.0,2.3,15.7,21.8,2018,Slovakian-Extraliga,0
