#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Lokomotiv Kuban,12,40.0,90.4,31.7,65.8,0.481,8.2,22.6,0.362,18.9,24.5,0.772,10.6,24.1,34.7,18.3,6.9,2.9,12.3,21.5,2022,Eurocup,0
2,Valencia Basket,21,40.3,87.2,30.7,64.1,0.478,10.6,29.2,0.364,15.3,19.8,0.772,11.2,24.5,35.7,20.8,5.0,2.0,13.2,19.8,2022,Eurocup,0
3,KK Cedevita Olimpija Ljubljana,20,40.6,87.1,31.0,63.7,0.486,10.6,28.3,0.373,14.6,19.8,0.737,8.6,26.2,34.8,18.3,5.7,1.5,13.7,19.9,2022,Eurocup,0
4,KK Partizan,18,40.3,85.7,30.2,64.1,0.472,8.3,24.5,0.34,16.9,21.4,0.788,11.5,23.6,35.1,15.9,7.7,3.3,13.3,18.9,2022,Eurocup,0
5,Virtus Bologna,22,40.2,83.6,31.4,64.8,0.484,8.1,24.1,0.337,12.8,18.6,0.685,9.5,23.2,32.7,22.0,7.6,2.9,12.4,20.9,2022,Eurocup,1
6,Boulogne-Levallois,20,40.0,83.3,31.5,64.7,0.487,7.2,19.6,0.366,13.2,17.2,0.767,8.9,22.6,31.5,18.6,8.4,2.8,11.8,16.7,2022,Eurocup,0
7,Hamburg Towers,18,40.0,83.1,30.2,68.7,0.44,11.2,31.9,0.35,11.4,15.9,0.718,10.6,20.2,30.8,19.2,9.2,1.2,12.8,23.3,2022,Eurocup,0
8,Bursaspor,22,40.6,82.3,29.2,61.2,0.477,10.0,25.7,0.387,14.0,18.1,0.772,7.5,21.1,28.6,17.2,6.6,2.0,11.5,21.7,2022,Eurocup,0
9,Joventut Badalona,18,40.0,81.7,29.8,61.8,0.483,8.8,25.4,0.348,13.2,17.6,0.75,9.3,25.0,34.3,20.9,6.4,3.1,12.3,20.8,2022,Eurocup,0
10,Ratiopharm Ulm,20,40.8,81.6,29.0,61.6,0.47,9.2,24.5,0.374,14.6,18.4,0.791,8.6,24.3,32.9,17.3,6.0,2.1,14.3,19.5,2022,Eurocup,0
11,Gran Canaria,20,40.3,81.4,29.9,63.4,0.472,9.8,25.0,0.391,11.8,16.9,0.698,9.8,22.3,32.0,19.0,8.1,2.6,13.1,20.5,2022,Eurocup,0
12,MoraBanc Andorra,21,40.1,80.1,29.6,62.9,0.471,9.3,25.6,0.363,11.6,16.2,0.718,9.0,24.3,33.2,18.4,5.9,3.0,13.2,22.3,2022,Eurocup,0
13,JL Bourg-en-Bresse,18,40.1,78.6,28.7,60.1,0.478,9.7,22.9,0.421,11.5,15.1,0.764,6.3,19.9,26.3,18.1,7.4,1.9,11.8,20.1,2022,Eurocup,0
14,Buducnost,19,40.0,77.7,27.3,60.2,0.453,6.4,19.8,0.324,16.8,20.9,0.804,8.9,21.4,30.3,15.5,7.2,2.3,11.8,19.3,2022,Eurocup,0
15,Lietkabelis,19,40.0,77.7,26.5,59.8,0.443,9.9,27.3,0.363,14.7,19.2,0.767,8.9,21.7,30.6,17.8,7.3,1.5,15.5,21.2,2022,Eurocup,0
16,Turk Telekom,18,40.0,76.6,27.3,58.1,0.47,9.1,24.6,0.37,12.9,16.9,0.766,7.1,21.1,28.2,17.7,6.1,2.8,12.8,20.7,2022,Eurocup,0
17,Umana Venezia,19,40.3,76.5,27.8,61.8,0.45,9.7,28.3,0.345,11.1,15.1,0.732,7.1,22.6,29.7,16.6,7.3,3.1,12.6,21.3,2022,Eurocup,0
18,WKS Slask Wroclaw,18,40.3,73.7,26.2,63.5,0.412,7.9,24.6,0.321,13.4,18.6,0.722,8.9,25.3,34.2,15.6,5.8,2.1,14.2,17.4,2022,Eurocup,0
19,ASP Promitheas Patras,18,40.3,71.9,26.7,61.6,0.434,7.5,23.6,0.318,11.1,16.4,0.672,8.1,22.1,30.1,17.8,5.8,2.5,12.9,19.6,2022,Eurocup,0
20,Dolomiti Energia Trento,17,40.3,71.7,26.2,65.6,0.399,7.1,23.9,0.298,12.2,17.0,0.72,9.9,22.5,32.4,13.2,6.4,2.1,12.1,19.8,2022,Eurocup,0
