#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name
1,Enisey Krasnoyarsk,20,40.0,86.4,29.7,64.5,0.461,7.5,19.4,0.384,19.6,25.7,0.762,9.7,20.0,29.6,18.6,8.1,2.2,11.9,23.6,2014,VTB-United-League
2,Khimki,21,40.0,84.6,31.4,59.3,0.529,9.7,23.6,0.412,12.1,15.1,0.802,6.7,23.0,29.8,22.0,7.4,3.4,12.4,20.6,2014,VTB-United-League
3,Krasny Oktyabr,20,40.2,83.1,30.0,62.4,0.48,6.6,17.7,0.37,16.7,21.5,0.774,7.8,23.6,31.3,18.1,7.3,1.3,15.2,20.5,2014,VTB-United-League
4,BC Donetsk,15,40.3,81.9,29.3,58.3,0.502,6.9,18.9,0.364,16.5,22.8,0.725,7.8,22.5,30.3,19.3,7.4,1.7,16.1,19.3,2014,VTB-United-League
5,Lietuvos Rytas,25,40.2,81.4,29.1,61.4,0.474,7.2,19.5,0.369,16.0,19.9,0.805,7.6,23.0,30.6,20.3,7.4,1.2,11.6,21.3,2014,VTB-United-League
6,Astana Tigers,20,40.0,81.2,28.2,62.1,0.454,7.7,22.4,0.342,17.2,21.6,0.796,9.7,22.6,32.3,16.9,5.8,3.2,12.2,21.2,2014,VTB-United-League
7,CSKA Moscow,29,40.3,80.6,29.2,59.8,0.488,7.0,18.4,0.38,15.2,20.5,0.741,7.4,22.2,29.7,20.1,7.5,3.3,10.7,18.6,2014,VTB-United-League
8,UNICS Kazan,23,40.2,80.5,29.1,58.4,0.499,7.7,19.2,0.401,14.6,19.2,0.76,8.9,23.2,32.1,15.7,7.6,2.2,12.4,21.8,2014,VTB-United-League
9,Turow Zgorzelec,18,40.6,80.2,29.3,61.0,0.48,6.6,18.7,0.354,15.0,20.3,0.74,8.2,22.4,30.7,16.2,6.3,2.6,16.0,22.9,2014,VTB-United-League
10,CEZ Nymburk,18,40.0,79.4,28.9,58.2,0.497,7.4,18.3,0.406,14.1,17.8,0.791,7.2,20.8,28.1,17.5,7.3,1.9,13.6,21.4,2014,VTB-United-League
11,Neptunas,18,40.8,78.1,27.2,64.2,0.423,9.4,25.8,0.366,14.3,18.4,0.779,11.4,21.0,32.4,17.3,6.4,1.4,15.0,21.0,2014,VTB-United-League
12,Lokomotiv Kuban,24,40.0,78.1,28.9,60.2,0.48,6.4,17.6,0.365,13.9,18.2,0.766,7.7,24.1,31.8,18.8,7.3,3.4,14.2,20.4,2014,VTB-United-League
13,BC VEF Riga,18,40.3,77.7,27.9,63.3,0.442,7.8,23.6,0.329,14.0,18.1,0.775,10.3,21.2,31.4,19.7,7.7,1.4,12.4,21.3,2014,VTB-United-League
14,Tsmoki-Minsk,18,40.7,77.7,27.9,63.4,0.44,7.9,23.4,0.34,13.9,17.9,0.78,11.3,21.3,32.6,15.7,6.8,2.1,15.4,21.5,2014,VTB-United-League
15,Nizhny Novgorod,29,40.0,77.6,27.5,58.8,0.468,8.2,21.9,0.374,14.3,18.5,0.775,8.2,22.1,30.3,17.5,6.2,2.0,13.6,23.3,2014,VTB-United-League
16,Zenit Saint Petersburg,24,40.5,77.0,28.9,61.5,0.47,4.5,13.0,0.346,14.7,18.7,0.784,8.7,22.0,30.6,16.8,7.0,2.1,12.6,20.7,2014,VTB-United-League
17,Krasnye Krylia,23,40.3,76.8,28.7,63.2,0.454,6.2,18.4,0.337,13.3,16.7,0.795,9.6,21.1,30.7,18.2,7.8,3.3,13.8,19.5,2014,VTB-United-League
18,BC Kalev-Cramo,18,40.3,76.1,25.7,60.9,0.421,7.0,18.9,0.37,17.7,23.3,0.76,9.3,20.4,29.7,12.1,7.7,2.6,14.5,22.8,2014,VTB-United-League
19,Azovmash Mariupol,18,40.8,73.0,26.4,60.6,0.436,6.2,19.0,0.327,14.0,18.7,0.748,8.9,21.6,30.6,16.1,5.8,1.8,14.6,21.3,2014,VTB-United-League
20,Spartak Saint Petersburg,21,40.0,70.9,27.0,57.3,0.47,5.2,17.0,0.306,11.8,18.5,0.637,6.8,22.9,29.6,15.6,6.8,2.2,14.1,19.2,2014,VTB-United-League
