#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name
1,Dnipro Dnipropetrovsk,4,39.8,81.3,29.5,63.5,0.465,6.5,17.5,0.371,15.8,20.0,0.788,9.3,23.8,33.0,10.5,7.3,1.8,13.5,21.8,2012,VTB-United-League
2,Siauliai,2,39.5,81.0,29.5,72.5,0.407,8.0,24.0,0.333,14.0,20.0,0.7,11.0,24.0,35.0,15.5,3.5,4.0,13.5,23.0,2012,VTB-United-League
3,CSKA Moscow,18,39.1,80.7,27.4,56.9,0.481,6.6,19.1,0.343,19.3,26.4,0.731,10.2,24.1,34.2,15.6,8.1,3.7,13.0,18.3,2012,VTB-United-League
4,Khimki,19,39.8,80.4,28.4,57.9,0.491,7.1,19.1,0.369,16.4,20.9,0.786,8.2,21.5,29.6,17.7,7.8,3.6,13.8,22.2,2012,VTB-United-League
5,Lietuvos Rytas,23,40.3,78.6,26.7,54.9,0.486,5.3,14.4,0.366,19.8,27.4,0.724,9.5,23.8,33.3,13.0,7.7,2.9,14.7,23.0,2012,VTB-United-League
6,Zalgiris,18,39.9,78.4,28.6,59.2,0.483,5.9,18.4,0.323,15.3,21.1,0.724,10.2,23.6,33.8,14.4,6.8,2.3,14.5,22.4,2012,VTB-United-League
7,Krasnye Krylia,20,40.5,77.7,27.8,62.6,0.443,5.6,17.4,0.319,16.8,22.5,0.747,11.5,22.0,33.5,12.9,8.3,1.8,13.2,21.2,2012,VTB-United-League
8,BC VEF Riga,16,40.8,77.5,27.1,58.9,0.46,5.8,17.4,0.33,17.5,24.0,0.729,8.6,22.4,31.1,15.0,6.6,2.8,15.4,24.4,2012,VTB-United-League
9,Nizhny Novgorod,18,40.4,77.4,27.3,60.3,0.453,8.1,23.9,0.336,14.6,20.6,0.711,9.1,22.0,31.1,15.2,5.8,2.3,13.7,25.8,2012,VTB-United-League
10,Anwil Wloclawek,4,39.7,77.0,28.8,61.8,0.466,7.0,17.8,0.394,12.5,17.0,0.735,9.0,19.8,28.8,15.5,6.0,2.0,14.5,19.8,2012,VTB-United-League
11,UNICS Kazan,18,39.9,76.6,26.8,54.5,0.491,6.2,15.6,0.396,16.8,23.7,0.711,7.5,25.2,32.7,14.3,8.6,2.3,12.6,18.3,2012,VTB-United-League
12,CEZ Nymburk,16,39.4,76.2,27.6,62.0,0.446,8.6,22.5,0.383,12.3,16.8,0.732,7.8,23.3,31.1,14.3,7.8,2.0,14.0,21.6,2012,VTB-United-League
13,Lokomotiv Kuban,22,40.0,76.1,26.0,56.6,0.459,7.5,20.7,0.363,16.7,22.8,0.733,8.5,21.7,30.3,12.0,7.1,1.8,12.3,21.6,2012,VTB-United-League
14,Enisey Krasnoyarsk,20,40.0,75.2,25.6,57.9,0.443,6.7,19.1,0.348,17.5,23.9,0.73,9.5,20.1,29.6,12.3,8.0,1.6,15.1,23.5,2012,VTB-United-League
15,BC Budivelnik,16,40.8,75.1,25.7,63.1,0.407,7.5,21.6,0.347,16.1,23.3,0.691,11.1,23.3,34.4,12.8,5.6,2.6,14.5,25.1,2012,VTB-United-League
16,Astana Tigers,16,39.9,74.9,25.1,55.6,0.451,6.0,17.9,0.334,18.8,27.6,0.683,8.6,20.7,29.3,10.6,6.0,2.3,14.1,24.6,2012,VTB-United-League
17,Tsmoki-Minsk,16,40.0,72.9,26.4,62.6,0.421,5.1,14.0,0.362,14.7,20.6,0.714,10.0,20.0,30.0,11.8,7.1,1.8,16.0,22.8,2012,VTB-United-League
18,Asseco Arka Gdynia,16,40.4,72.8,25.3,57.9,0.436,7.6,21.2,0.36,14.7,21.3,0.691,8.6,26.2,34.8,12.5,5.4,2.1,14.6,22.8,2012,VTB-United-League
19,Azovmash Mariupol,16,39.9,72.2,25.3,59.4,0.425,4.8,17.6,0.27,16.9,23.2,0.73,7.3,23.6,30.9,11.9,7.4,4.1,12.9,21.3,2012,VTB-United-League
20,Spartak Saint Petersburg,18,40.0,70.7,25.7,55.9,0.46,6.7,19.1,0.349,12.3,17.5,0.705,8.7,20.2,28.9,14.7,7.6,2.4,12.6,26.0,2012,VTB-United-League
21,BC Kalev-Cramo,16,39.8,69.9,25.4,61.3,0.414,6.0,18.6,0.323,13.1,18.9,0.693,10.3,20.9,31.2,11.2,7.3,2.6,14.5,24.4,2012,VTB-United-League
22,Torpan Pojat,2,39.5,64.0,24.0,70.5,0.34,5.0,22.5,0.222,11.0,17.0,0.647,14.5,21.0,35.5,13.5,5.0,3.5,15.0,21.0,2012,VTB-United-League
