#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name
1,CSKA Moscow,24,41.4,87.3,29.0,63.0,0.461,10.3,28.4,0.361,19.0,23.5,0.807,9.8,23.2,32.9,19.3,7.5,3.1,12.3,20.3,2022,VTB-United-League
2,Lokomotiv Kuban,18,40.8,87.1,30.8,66.1,0.466,7.9,22.4,0.352,17.5,22.3,0.784,9.8,23.2,33.1,18.9,7.0,2.6,13.5,23.3,2022,VTB-United-League
3,Avtodor Saratov,13,40.4,86.5,29.9,61.6,0.486,10.4,26.4,0.394,16.3,19.7,0.828,7.8,20.4,28.2,18.3,5.9,1.5,13.2,19.1,2022,VTB-United-League
4,UNICS Kazan,22,41.2,84.2,29.9,65.0,0.46,8.9,25.7,0.345,15.5,19.9,0.78,10.0,23.8,33.8,17.7,8.7,2.6,11.4,21.5,2022,VTB-United-League
5,Zenit Saint Petersburg,25,40.8,83.2,28.8,60.1,0.478,10.0,27.0,0.37,15.7,20.2,0.777,8.5,21.6,30.1,19.7,6.7,3.2,10.7,22.1,2022,VTB-United-League
6,Enisey Krasnoyarsk,14,41.1,78.9,26.5,59.4,0.446,7.0,21.4,0.328,18.9,22.9,0.826,8.9,20.3,29.2,15.6,6.3,1.6,15.5,23.5,2022,VTB-United-League
7,Nizhny Novgorod,12,40.8,78.1,26.8,59.8,0.448,8.9,25.4,0.351,15.7,20.6,0.761,8.8,20.3,29.1,19.4,5.8,1.8,14.3,22.0,2022,VTB-United-League
8,Parma Basket Perm,12,41.3,77.8,27.5,60.1,0.458,9.8,27.1,0.363,12.9,17.5,0.738,8.4,23.9,32.3,19.5,5.9,3.8,14.7,20.2,2022,VTB-United-League
9,Astana Tigers,12,41.7,76.4,29.8,67.3,0.443,8.8,28.3,0.312,7.9,11.4,0.693,9.5,22.8,32.3,14.8,7.3,2.6,14.7,21.8,2022,VTB-United-League
10,Enea Zastal BC Zielona,13,40.0,75.0,26.9,60.2,0.447,6.8,21.2,0.32,14.4,18.5,0.779,7.8,20.3,28.2,16.7,5.9,1.4,15.0,22.2,2022,VTB-United-League
11,Tsmoki-Minsk,12,40.4,71.7,25.4,59.8,0.425,8.7,24.7,0.351,12.2,17.5,0.695,7.3,19.8,27.2,16.8,5.9,1.2,14.7,22.7,2022,VTB-United-League
12,BC Kalev-Cramo,13,40.4,71.6,24.1,58.8,0.409,9.5,27.5,0.347,13.9,17.1,0.815,8.0,22.5,30.5,14.5,4.0,1.5,13.6,20.6,2022,VTB-United-League
