#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name
1,Khimki,36,40.4,94.4,34.6,67.7,0.511,10.6,25.8,0.411,14.6,19.7,0.742,10.4,24.3,34.7,24.2,8.9,3.4,12.5,21.3,2016,VTB-United-League
2,CSKA Moscow,40,40.1,93.5,32.6,62.4,0.522,9.7,23.1,0.421,18.7,23.4,0.799,8.5,24.1,32.7,21.4,8.3,3.4,12.8,21.4,2016,VTB-United-League
3,Avtodor Saratov,32,40.1,90.6,33.8,69.5,0.485,9.6,25.1,0.384,13.5,17.9,0.753,10.2,25.8,36.0,22.1,8.8,3.1,14.5,20.8,2016,VTB-United-League
4,Zenit Saint Petersburg,38,40.0,88.8,32.2,66.9,0.482,9.0,22.9,0.392,15.4,19.8,0.777,10.0,24.2,34.2,20.5,7.3,2.9,13.1,22.4,2016,VTB-United-League
5,UNICS Kazan,42,40.2,86.4,31.2,63.2,0.493,8.5,22.0,0.387,15.5,21.2,0.733,8.4,26.2,34.7,19.1,6.7,2.5,10.8,20.4,2016,VTB-United-League
6,Krasny Oktyabr,30,40.2,85.6,31.3,66.1,0.473,8.2,24.0,0.342,14.8,21.7,0.684,9.4,26.3,35.6,20.2,7.3,3.1,15.4,20.2,2016,VTB-United-League
7,CEZ Nymburk,33,40.6,84.0,30.8,67.8,0.454,8.4,23.9,0.349,14.1,18.8,0.749,9.2,25.4,34.6,20.4,8.3,2.8,13.2,21.4,2016,VTB-United-League
8,Enisey Krasnoyarsk,30,40.8,83.6,30.1,68.6,0.439,7.9,24.5,0.322,15.5,20.6,0.755,10.2,23.8,34.0,17.0,8.0,3.1,13.9,22.1,2016,VTB-United-League
9,Nizhny Novgorod,33,40.4,82.6,29.1,63.9,0.455,9.1,26.5,0.342,15.3,19.1,0.799,8.9,23.6,32.5,20.0,4.8,2.9,13.1,22.2,2016,VTB-United-League
10,BC VEF Riga,30,40.0,82.4,29.7,67.0,0.444,8.5,25.7,0.332,14.4,19.4,0.743,11.4,23.8,35.2,20.2,6.7,2.3,14.1,22.4,2016,VTB-United-League
11,Lokomotiv Kuban,33,40.3,82.2,28.8,62.8,0.458,9.8,25.8,0.378,14.9,19.9,0.75,9.3,23.9,33.2,19.4,8.6,3.3,13.2,22.0,2016,VTB-United-League
12,Tsmoki-Minsk,30,40.5,80.5,27.6,62.8,0.44,8.0,23.6,0.338,17.4,22.4,0.774,8.9,23.9,32.9,16.5,6.4,1.6,14.8,21.3,2016,VTB-United-League
13,Astana Tigers,30,40.2,79.2,27.9,64.0,0.436,7.3,20.6,0.353,16.2,20.7,0.78,8.4,22.3,30.6,16.8,6.3,1.6,14.9,19.3,2016,VTB-United-League
14,BC Kalev-Cramo,30,40.3,77.0,29.1,67.1,0.433,8.8,24.9,0.352,10.1,15.0,0.677,10.3,24.2,34.5,18.1,4.9,2.1,13.6,23.3,2016,VTB-United-League
15,Nilan Bisons,30,40.2,74.7,26.7,64.3,0.415,9.1,25.7,0.352,12.3,15.8,0.776,7.8,21.5,29.3,16.3,5.8,1.8,14.0,19.0,2016,VTB-United-League
16,BC Vita Tbilisi,29,40.1,66.9,24.9,65.7,0.378,6.8,22.6,0.3,10.4,15.3,0.678,9.4,20.6,30.0,12.3,5.1,2.1,13.8,18.0,2016,VTB-United-League
