#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name
1,BC VEF Riga,24,40.4,82.8,29.2,62.5,0.468,7.9,21.4,0.37,16.4,21.4,0.768,9.3,22.6,31.9,14.6,7.5,2.1,14.1,21.5,2013,VTB-United-League
2,Khimki,25,40.0,81.4,29.9,58.4,0.512,8.5,19.6,0.432,13.2,17.3,0.762,7.0,22.6,29.6,21.0,7.7,4.0,12.8,20.2,2013,VTB-United-League
3,Zalgiris,25,40.3,79.2,27.1,57.3,0.473,7.4,19.7,0.373,17.6,22.5,0.783,9.6,22.2,31.8,16.1,8.4,1.6,14.6,19.8,2013,VTB-United-League
4,Lietuvos Rytas,18,40.3,77.9,26.8,59.3,0.452,7.7,20.1,0.384,16.5,23.2,0.711,10.1,21.1,31.2,13.4,7.9,2.1,15.9,24.1,2013,VTB-United-League
5,Zenit Saint Petersburg,20,40.4,77.5,27.3,62.3,0.438,5.8,17.9,0.324,17.1,22.4,0.761,10.0,21.2,31.2,15.4,8.7,2.2,13.1,22.0,2013,VTB-United-League
6,Neptunas,18,40.8,76.7,26.7,62.9,0.425,6.9,20.5,0.339,16.3,22.9,0.714,10.1,19.6,29.7,13.0,7.5,1.6,15.8,23.6,2013,VTB-United-League
7,BC Donetsk,20,40.7,76.1,29.6,60.8,0.486,4.4,12.5,0.349,12.6,16.9,0.746,9.5,23.5,33.0,17.0,7.7,3.0,14.6,22.6,2013,VTB-United-League
8,Lokomotiv Kuban,31,40.0,75.8,28.1,57.1,0.492,6.5,17.4,0.375,13.1,18.8,0.698,7.7,23.6,31.4,16.5,7.2,3.0,14.3,20.7,2013,VTB-United-League
9,CSKA Moscow,29,40.0,74.9,26.3,56.3,0.468,7.1,19.5,0.366,15.1,21.4,0.704,8.2,24.9,33.1,16.8,7.0,3.0,12.9,18.8,2013,VTB-United-League
10,Astana Tigers,21,40.3,73.4,25.1,56.8,0.442,5.7,18.3,0.312,17.5,24.0,0.732,7.7,24.0,31.7,12.1,5.6,3.2,14.9,21.9,2013,VTB-United-League
11,Turow Zgorzelec,18,40.5,73.2,25.6,57.1,0.447,8.3,21.7,0.382,13.8,18.9,0.732,7.1,21.8,28.9,13.1,5.2,1.2,14.2,22.5,2013,VTB-United-League
12,Krasnye Krylia,23,40.5,73.0,26.4,62.8,0.421,4.7,17.3,0.27,15.5,20.9,0.742,9.9,21.8,31.7,13.7,8.2,2.3,11.7,20.8,2013,VTB-United-League
13,UNICS Kazan,22,39.7,72.6,25.5,56.3,0.452,6.3,18.5,0.339,15.4,20.1,0.765,9.0,22.9,31.8,15.4,8.7,3.0,12.3,18.2,2013,VTB-United-League
14,Spartak Saint Petersburg,21,40.6,72.2,26.0,58.2,0.447,7.4,21.9,0.338,12.9,17.3,0.744,8.5,21.4,29.9,15.2,8.0,2.5,12.1,23.0,2013,VTB-United-League
15,Azovmash Mariupol,18,40.0,71.5,24.3,57.0,0.427,5.8,17.7,0.326,17.1,22.2,0.768,7.4,22.6,30.1,13.6,5.8,2.2,13.9,20.3,2013,VTB-United-League
16,Nizhny Novgorod,25,40.6,71.3,26.2,59.0,0.444,7.4,21.9,0.336,11.5,16.2,0.709,8.8,23.0,31.8,15.1,6.4,2.6,14.8,24.1,2013,VTB-United-League
17,CEZ Nymburk,18,40.0,71.2,25.3,61.2,0.414,7.2,21.2,0.341,13.3,18.3,0.727,8.9,22.3,31.2,13.3,6.3,3.2,13.0,22.4,2013,VTB-United-League
18,Enisey Krasnoyarsk,18,40.7,70.4,25.6,58.2,0.44,4.8,14.8,0.322,14.4,19.8,0.728,8.4,20.7,29.1,13.2,6.4,1.9,14.9,22.2,2013,VTB-United-League
19,Tsmoki-Minsk,18,40.1,69.2,24.6,60.3,0.408,7.1,22.3,0.319,12.9,17.1,0.753,9.6,21.2,30.7,10.2,6.2,2.1,15.2,22.9,2013,VTB-United-League
20,BC Kalev-Cramo,18,40.3,66.8,24.4,58.7,0.417,5.5,17.6,0.312,12.4,17.2,0.719,8.3,22.2,30.6,10.0,6.7,3.7,16.0,21.3,2013,VTB-United-League
