#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name
1,CSKA Moscow,45,41.1,92.7,32.5,62.7,0.519,9.9,25.4,0.39,17.7,22.7,0.78,9.4,25.9,35.3,22.5,6.6,3.0,12.5,17.2,2023,VTB-United-League
2,UNICS Kazan,44,41.1,84.0,30.3,62.0,0.488,7.2,21.1,0.341,16.3,21.2,0.766,9.4,21.5,30.8,18.5,8.0,2.8,12.4,20.3,2023,VTB-United-League
3,Zenit Saint Petersburg,46,41.0,80.4,28.1,59.9,0.469,10.1,25.3,0.398,14.1,18.2,0.775,7.8,21.9,29.7,19.5,7.0,2.9,11.9,22.5,2023,VTB-United-League
4,Lokomotiv Kuban,44,41.0,80.4,29.0,65.4,0.444,7.5,22.8,0.331,14.8,19.8,0.747,11.1,21.5,32.7,18.0,8.4,2.5,13.5,22.9,2023,VTB-United-League
5,Avtodor Saratov,35,40.7,79.2,27.2,59.9,0.454,8.3,24.0,0.346,16.5,20.9,0.789,8.5,23.5,32.0,17.1,6.2,3.4,13.5,18.1,2023,VTB-United-League
6,Samara,32,41.1,78.6,27.6,59.7,0.462,8.4,23.3,0.36,15.0,19.5,0.766,8.9,20.9,29.8,18.7,7.9,2.3,12.9,20.8,2023,VTB-United-League
7,Parma Basket Perm,35,41.1,76.7,28.3,62.4,0.453,8.0,22.9,0.349,12.2,17.3,0.707,8.6,21.8,30.3,17.0,8.6,4.0,14.4,20.2,2023,VTB-United-League
8,Nizhny Novgorod,35,41.3,75.0,26.6,60.2,0.442,8.2,23.8,0.343,13.6,17.8,0.765,8.5,19.3,27.9,17.8,7.9,1.5,13.4,22.8,2023,VTB-United-League
9,Enisey Krasnoyarsk,32,41.2,74.8,27.3,61.0,0.448,7.7,21.7,0.356,12.5,16.8,0.744,10.0,20.6,30.6,16.7,7.9,2.0,15.0,21.7,2023,VTB-United-League
10,MBA Moscow,36,41.3,74.4,25.7,59.4,0.433,8.0,23.5,0.342,14.9,20.3,0.738,8.4,20.5,28.9,15.6,7.1,2.4,15.3,23.1,2023,VTB-United-League
11,Astana Tigers,32,40.8,67.1,23.9,55.7,0.429,7.5,22.0,0.342,11.7,16.3,0.72,6.8,20.4,27.3,15.7,6.1,1.9,16.3,22.1,2023,VTB-United-League
12,Tsmoki-Minsk,32,41.0,62.8,23.1,60.3,0.382,6.5,22.4,0.291,10.1,15.5,0.652,7.0,21.0,28.0,16.6,7.0,2.1,16.0,20.9,2023,VTB-United-League
