#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name
1,CSKA Moscow,39,40.0,92.2,32.7,63.1,0.519,9.9,22.8,0.434,16.8,22.0,0.767,8.4,25.7,34.1,22.2,8.4,3.5,12.0,19.4,2015,VTB-United-League
2,Avtodor Saratov,33,40.2,89.5,31.2,66.8,0.467,9.2,24.9,0.369,17.9,24.0,0.746,10.5,26.0,36.5,20.3,6.8,3.2,13.8,19.0,2015,VTB-United-League
3,Khimki,41,40.1,85.6,30.8,63.9,0.482,9.4,24.3,0.389,14.6,18.2,0.803,9.1,22.4,31.5,22.0,8.5,3.6,12.8,22.0,2015,VTB-United-League
4,Enisey Krasnoyarsk,30,40.2,85.6,31.6,68.2,0.463,9.0,26.1,0.344,13.4,18.5,0.727,9.7,20.0,29.7,21.2,8.0,2.0,12.0,23.0,2015,VTB-United-League
5,Lokomotiv Kuban,38,40.1,84.5,30.3,62.3,0.487,6.9,19.2,0.361,16.9,22.3,0.759,8.6,24.3,32.9,18.5,7.1,4.7,11.3,20.1,2015,VTB-United-League
6,Zenit Saint Petersburg,35,40.6,82.1,30.1,66.6,0.452,5.6,16.9,0.333,16.3,21.5,0.761,11.0,23.9,34.9,18.3,7.3,2.4,12.6,22.2,2015,VTB-United-League
7,Nizhny Novgorod,38,40.4,81.8,29.5,63.4,0.465,7.8,21.5,0.364,15.0,19.7,0.762,8.5,25.0,33.4,18.7,6.2,3.4,12.0,21.5,2015,VTB-United-League
8,CEZ Nymburk,30,40.0,79.9,29.5,63.8,0.463,6.9,18.3,0.378,13.8,17.8,0.772,8.9,21.1,29.9,17.2,7.5,1.8,11.8,21.5,2015,VTB-United-League
9,Nilan Bisons,30,40.7,79.4,30.2,65.5,0.461,8.0,20.2,0.397,11.0,15.2,0.723,7.7,22.9,30.6,19.8,6.3,2.1,13.8,20.0,2015,VTB-United-League
10,BC VEF Riga,30,40.0,79.2,28.8,64.4,0.448,7.8,23.0,0.338,13.7,17.8,0.77,10.5,24.9,35.4,20.3,8.2,2.6,16.6,23.8,2015,VTB-United-League
11,Krasny Oktyabr,30,40.2,78.4,28.3,62.3,0.454,7.0,20.3,0.344,14.9,20.3,0.733,8.7,21.9,30.6,17.2,7.6,2.6,13.4,19.6,2015,VTB-United-League
12,Tsmoki-Minsk,30,40.3,78.2,27.5,60.8,0.453,8.4,22.7,0.37,14.8,19.2,0.77,7.4,22.2,29.6,15.6,6.2,1.7,15.4,23.6,2015,VTB-United-League
13,Astana Tigers,33,39.9,78.1,28.4,61.0,0.466,6.4,19.2,0.335,14.9,19.3,0.774,8.7,22.3,31.0,17.5,6.7,1.3,15.1,21.7,2015,VTB-United-League
14,BC Kalev-Cramo,30,40.3,77.4,27.9,66.7,0.419,8.3,24.8,0.336,13.2,19.1,0.693,10.4,23.5,33.9,16.2,6.4,2.4,13.8,21.7,2015,VTB-United-League
15,UNICS Kazan,33,40.3,75.8,27.5,58.5,0.47,7.7,20.0,0.385,13.2,18.0,0.735,7.5,24.3,31.8,18.4,6.8,3.4,13.3,20.1,2015,VTB-United-League
16,Krasnye Krylia,30,40.1,68.7,24.2,59.9,0.403,6.1,20.5,0.3,14.2,19.9,0.715,9.6,23.1,32.7,14.5,6.0,2.9,16.1,20.1,2015,VTB-United-League
