#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name
1,CSKA Moscow,34,40.3,90.2,30.5,62.4,0.49,10.1,25.7,0.392,19.1,24.9,0.765,10.5,22.1,32.6,18.2,7.3,3.0,12.2,20.7,2021,VTB-United-League
2,Lokomotiv Kuban,28,40.3,90.2,33.0,65.1,0.507,7.1,20.5,0.345,17.0,22.5,0.756,8.4,24.9,33.3,21.8,6.9,3.6,13.5,19.7,2021,VTB-United-League
3,Enea Zastal BC Zielona,26,40.2,85.9,30.7,63.8,0.48,10.1,26.5,0.38,14.5,19.6,0.741,9.8,21.5,31.3,19.1,7.1,2.2,15.0,21.6,2021,VTB-United-League
4,Khimki,26,40.0,84.3,29.7,64.3,0.463,8.7,25.5,0.341,16.2,20.4,0.793,8.8,22.3,31.1,19.9,7.3,3.5,12.9,22.5,2021,VTB-United-League
5,Zenit Saint Petersburg,30,40.3,84.2,28.4,57.6,0.494,10.2,25.7,0.395,17.2,21.6,0.795,8.0,21.9,29.9,18.9,7.1,2.7,13.9,21.8,2021,VTB-United-League
6,Avtodor Saratov,24,40.2,84.1,29.6,64.3,0.46,9.1,23.8,0.382,15.9,20.9,0.759,8.5,23.0,31.5,17.2,5.8,2.5,13.0,20.6,2021,VTB-United-League
7,UNICS Kazan,32,40.2,81.4,29.1,62.7,0.464,9.7,25.8,0.376,13.6,17.6,0.774,9.4,21.3,30.8,16.3,8.2,2.0,13.1,22.0,2021,VTB-United-League
8,BC Kalev-Cramo,23,40.0,79.2,28.7,60.8,0.472,9.0,24.2,0.372,12.8,17.6,0.728,8.2,22.3,30.5,17.3,6.5,1.9,15.1,20.3,2021,VTB-United-League
9,Nizhny Novgorod,27,40.4,78.7,27.8,61.6,0.452,10.1,27.0,0.374,12.9,17.1,0.755,8.4,20.8,29.3,18.3,7.1,1.7,13.9,23.9,2021,VTB-United-League
10,Enisey Krasnoyarsk,24,40.0,77.8,26.6,56.3,0.472,7.1,18.8,0.378,17.5,24.0,0.729,7.3,19.8,27.0,15.7,6.0,0.7,15.7,24.4,2021,VTB-United-League
11,Parma Basket Perm,26,40.0,77.2,26.6,58.4,0.456,10.2,26.7,0.38,13.8,18.1,0.762,7.2,20.3,27.6,19.6,6.3,2.1,15.8,22.3,2021,VTB-United-League
12,Astana Tigers,24,40.0,76.8,27.4,60.7,0.451,9.0,25.3,0.357,13.0,18.0,0.724,7.3,22.3,29.5,19.0,5.8,2.6,14.0,20.8,2021,VTB-United-League
13,Tsmoki-Minsk,24,40.0,72.8,26.6,61.3,0.435,7.9,23.4,0.337,11.7,15.8,0.741,7.9,19.6,27.5,15.8,6.7,1.6,15.1,22.1,2021,VTB-United-League
