#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name
1,CSKA Moscow,33,40.2,93.4,31.8,61.7,0.516,9.4,23.1,0.405,20.4,25.5,0.797,9.5,22.6,32.0,23.7,8.7,3.1,13.3,21.5,2017,VTB-United-League
2,Zenit Saint Petersburg,32,39.9,89.7,30.9,67.1,0.461,9.5,26.8,0.354,18.3,23.2,0.791,11.2,24.2,35.4,23.3,7.2,3.0,13.3,23.8,2017,VTB-United-League
3,Khimki,35,40.0,88.0,29.9,62.9,0.476,9.3,23.9,0.388,18.9,25.6,0.737,9.6,24.5,34.1,18.1,6.5,3.5,12.6,19.7,2017,VTB-United-League
4,UNICS Kazan,28,40.5,86.9,30.5,61.9,0.493,8.6,22.0,0.393,17.3,22.3,0.775,9.0,24.0,33.0,19.4,6.1,3.1,11.6,20.7,2017,VTB-United-League
5,Avtodor Saratov,24,40.6,86.4,30.7,67.3,0.456,8.0,23.6,0.34,17.0,22.0,0.774,9.2,24.0,33.2,19.1,7.5,2.4,15.3,21.7,2017,VTB-United-League
6,Nizhny Novgorod,24,40.0,85.5,30.0,63.3,0.474,9.8,25.2,0.387,15.7,21.4,0.735,8.8,20.1,28.8,18.0,7.0,1.3,12.8,22.0,2017,VTB-United-League
7,Enisey Krasnoyarsk,27,40.3,81.7,27.7,64.1,0.432,8.7,25.9,0.337,17.7,23.0,0.768,9.9,23.5,33.4,19.9,7.6,2.7,14.7,21.6,2017,VTB-United-League
8,Lokomotiv Kuban,31,40.3,81.0,29.1,60.7,0.479,7.2,19.3,0.371,15.7,20.5,0.765,9.4,23.4,32.8,17.8,6.6,1.8,12.5,23.9,2017,VTB-United-League
9,BC Kalev-Cramo,24,40.2,78.2,28.0,63.5,0.441,9.3,25.8,0.362,12.8,17.8,0.717,9.0,22.9,31.9,17.1,5.4,3.2,14.7,21.5,2017,VTB-United-League
10,Parma Basket Perm,24,40.4,76.7,27.6,63.6,0.434,7.9,23.4,0.336,13.6,17.2,0.794,7.7,21.3,29.0,17.0,7.0,1.3,16.3,23.6,2017,VTB-United-League
11,BC VEF Riga,27,40.4,76.4,28.0,64.0,0.437,7.8,23.6,0.33,12.7,18.9,0.671,9.4,23.3,32.7,18.7,6.4,2.3,14.8,22.3,2017,VTB-United-League
12,Astana Tigers,27,40.4,74.3,25.4,62.8,0.404,7.0,22.9,0.307,16.5,22.0,0.75,10.1,21.4,31.5,16.9,7.5,1.7,13.3,21.6,2017,VTB-United-League
13,Tsmoki-Minsk,24,40.5,73.2,25.8,61.9,0.418,7.7,24.1,0.318,13.9,19.5,0.712,7.9,22.3,30.2,16.3,7.0,1.5,14.4,24.7,2017,VTB-United-League
