#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name
1,Khimki,19,40.1,95.2,33.1,63.6,0.519,11.6,28.8,0.403,17.5,21.9,0.798,8.8,22.7,31.5,24.2,7.9,3.6,13.1,23.8,2020,VTB-United-League
2,CSKA Moscow,19,40.0,89.8,30.4,62.0,0.491,10.7,26.8,0.4,18.3,23.5,0.778,9.4,23.8,33.2,19.5,6.4,3.4,11.2,20.3,2020,VTB-United-League
3,Parma Basket Perm,18,40.3,87.1,29.7,63.2,0.47,10.9,29.4,0.371,16.7,21.4,0.78,8.9,20.8,29.8,20.1,6.3,2.2,13.2,23.2,2020,VTB-United-League
4,Nizhny Novgorod,18,40.3,86.5,31.3,64.0,0.49,9.2,24.3,0.378,14.7,19.7,0.744,8.9,19.4,28.3,21.4,6.3,1.6,14.2,26.3,2020,VTB-United-League
5,Lokomotiv Kuban,20,40.0,86.2,30.0,64.3,0.466,7.2,21.1,0.342,19.1,24.1,0.79,11.2,25.2,36.3,21.6,6.4,2.5,13.5,20.3,2020,VTB-United-League
6,UNICS Kazan,18,40.0,85.9,30.6,62.2,0.491,9.1,23.8,0.383,15.7,19.6,0.799,7.8,20.9,28.7,17.9,6.7,3.2,12.3,21.6,2020,VTB-United-League
7,Enisey Krasnoyarsk,18,40.0,84.7,28.1,58.5,0.48,7.8,21.1,0.372,20.8,28.4,0.73,8.1,21.3,29.4,16.7,6.9,1.3,15.1,26.2,2020,VTB-United-League
8,Enea Zastal BC Zielona,19,40.5,84.4,29.8,64.4,0.463,7.9,21.5,0.369,16.9,20.9,0.807,9.6,22.8,32.5,20.2,6.1,1.4,12.9,20.8,2020,VTB-United-League
9,Zenit Saint Petersburg,18,40.3,84.1,29.4,62.1,0.473,10.0,27.2,0.367,15.3,19.4,0.789,8.9,20.7,29.6,22.2,7.2,1.8,12.8,22.2,2020,VTB-United-League
10,Avtodor Saratov,18,40.0,83.6,29.7,67.4,0.441,6.8,21.2,0.32,17.3,23.1,0.75,10.5,23.0,33.5,16.7,6.4,3.7,13.7,22.2,2020,VTB-United-League
11,Astana Tigers,18,40.6,83.4,28.6,66.1,0.433,9.3,28.6,0.327,16.8,20.8,0.81,9.1,24.7,33.7,19.0,5.1,2.1,12.9,19.0,2020,VTB-United-League
12,Tsmoki-Minsk,19,40.3,80.7,29.1,60.7,0.48,7.5,21.5,0.348,15.1,19.7,0.763,7.2,22.7,29.9,18.9,5.8,1.8,13.9,23.9,2020,VTB-United-League
13,BC Kalev-Cramo,20,40.0,76.9,27.7,63.5,0.436,8.9,25.4,0.351,12.7,16.0,0.793,8.5,21.4,29.9,16.4,4.7,1.4,11.0,22.0,2020,VTB-United-League
