#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Flamengo,39,40.0,88.3,31.3,63.1,0.496,9.7,24.7,0.395,15.9,20.9,0.764,8.6,24.5,33.1,18.1,6.8,2.1,12.2,18.5,2015,Brazilian-NBB,1
2,Bauru,42,40.0,86.7,29.4,61.0,0.482,11.1,29.0,0.381,16.9,21.4,0.793,8.3,25.4,33.7,17.7,6.5,1.7,13.4,17.6,2015,Brazilian-NBB,0
3,Mogi das Cruzes,40,40.1,84.2,29.5,62.7,0.47,7.9,21.3,0.37,17.5,23.1,0.756,11.2,22.4,33.6,15.1,7.6,2.2,15.6,22.8,2015,Brazilian-NBB,0
4,Uniceub-BRB-Brasilia,37,40.1,83.3,29.5,61.3,0.481,8.6,22.5,0.383,15.8,19.6,0.803,8.1,23.1,31.1,16.9,5.6,3.2,15.0,21.8,2015,Brazilian-NBB,0
5,Limeira,37,39.9,82.9,29.5,59.6,0.495,9.0,22.5,0.401,14.9,18.5,0.806,7.4,20.1,27.5,17.8,7.3,2.5,13.8,20.2,2015,Brazilian-NBB,0
6,Pinheiros/Sky,33,39.6,82.8,29.5,64.4,0.458,9.3,24.5,0.378,14.5,19.3,0.752,9.0,21.8,30.8,15.1,7.1,2.6,14.9,20.9,2015,Brazilian-NBB,0
7,Paulistano,34,40.4,80.9,28.4,66.4,0.429,7.2,22.3,0.325,16.8,22.1,0.76,11.6,23.3,34.8,12.1,6.9,1.1,14.0,22.2,2015,Brazilian-NBB,0
8,Macae Basquete,39,40.1,79.7,26.9,58.6,0.46,8.1,21.7,0.375,17.7,21.6,0.819,8.4,20.8,29.2,13.5,5.8,1.3,16.1,22.5,2015,Brazilian-NBB,0
9,Rio Claro Basquete,30,40.6,79.2,28.6,61.7,0.463,7.1,21.6,0.327,15.0,18.6,0.808,7.1,20.7,27.8,16.5,7.8,1.4,15.6,19.4,2015,Brazilian-NBB,0
10,Liga Sorocabana,30,40.2,78.3,28.4,64.7,0.439,6.8,20.4,0.333,14.7,19.6,0.75,10.9,19.2,30.1,12.2,8.4,1.8,15.0,22.8,2015,Brazilian-NBB,0
11,Sao Jose/Unimed/Vinac,39,40.1,77.0,29.2,62.2,0.469,6.3,19.2,0.328,12.4,16.3,0.759,8.2,23.8,32.0,17.8,5.3,2.4,14.6,18.6,2015,Brazilian-NBB,0
12,Basquete Cearense,30,39.8,76.6,27.4,64.2,0.426,8.9,28.2,0.314,13.0,18.5,0.704,8.9,21.3,30.2,13.6,7.7,2.7,14.5,18.3,2015,Brazilian-NBB,0
13,Palmeiras,35,40.2,76.2,27.5,61.4,0.447,7.8,22.7,0.342,13.5,18.7,0.726,9.7,21.9,31.5,15.7,7.1,1.4,16.5,18.8,2015,Brazilian-NBB,0
14,Minas,33,40.4,76.0,26.6,60.5,0.44,7.2,22.5,0.32,15.6,21.9,0.712,8.2,21.8,30.0,16.2,7.5,1.6,15.3,23.1,2015,Brazilian-NBB,0
15,Unitri/Magazine Uberlandia,30,39.9,75.2,26.4,59.3,0.445,7.7,23.0,0.337,14.6,18.3,0.801,7.4,21.0,28.4,14.4,6.9,2.5,16.1,21.7,2015,Brazilian-NBB,0
16,Franca,40,40.4,75.1,26.6,59.5,0.447,7.9,23.0,0.343,14.1,19.9,0.706,8.4,22.0,30.4,13.8,7.3,3.0,16.6,21.2,2015,Brazilian-NBB,0
