#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Joensuun Kataja,40,40.1,89.7,32.6,67.4,0.483,10.4,27.4,0.38,14.1,18.8,0.753,8.5,25.0,33.5,17.9,6.8,3.5,10.8,20.4,2016,Finnish-Korisliiga,0
2,Kouvot,52,40.2,84.6,30.6,66.6,0.459,9.3,27.0,0.344,14.2,19.5,0.726,10.7,25.5,36.2,14.0,6.6,2.8,12.8,18.4,2016,Finnish-Korisliiga,1
3,Kauhajoen Karhu,41,40.6,81.2,30.0,65.1,0.46,8.0,23.0,0.348,13.2,17.8,0.745,8.4,24.0,32.3,14.8,5.6,1.9,11.2,20.1,2016,Finnish-Korisliiga,0
4,KTP Basket,36,40.4,80.8,28.8,64.8,0.445,7.5,21.7,0.344,15.7,19.9,0.791,10.6,24.9,35.5,11.2,5.5,3.4,15.4,20.0,2016,Finnish-Korisliiga,0
5,BC Nokia,47,40.3,80.7,29.7,65.1,0.456,8.2,24.1,0.339,13.1,17.0,0.77,9.4,24.3,33.8,14.6,5.6,2.9,15.4,23.1,2016,Finnish-Korisliiga,0
6,Kobrat,36,40.0,80.7,30.0,68.1,0.441,6.9,20.8,0.332,13.8,17.9,0.767,9.6,23.0,32.6,12.6,6.2,1.8,11.3,18.9,2016,Finnish-Korisliiga,0
7,Pyrinto Tampere,52,40.5,79.8,29.5,67.2,0.439,8.1,22.9,0.355,12.6,18.5,0.683,10.1,25.9,35.9,12.5,6.5,2.4,12.7,20.2,2016,Finnish-Korisliiga,0
8,Salon Vilpas,41,40.1,78.8,28.7,64.3,0.447,8.7,24.3,0.359,12.7,17.7,0.716,9.2,24.2,33.4,14.5,7.5,2.9,13.5,19.4,2016,Finnish-Korisliiga,0
9,Nilan Bisons,40,40.0,76.3,28.0,65.2,0.429,7.9,24.9,0.317,12.4,16.7,0.746,8.9,24.8,33.7,14.2,5.7,2.6,12.7,18.9,2016,Finnish-Korisliiga,0
10,Helsinki Seagulls,49,40.7,75.3,27.5,65.3,0.421,7.8,24.1,0.324,12.6,17.3,0.728,10.2,23.8,34.0,12.1,6.5,2.6,12.8,19.2,2016,Finnish-Korisliiga,0
