#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Joensuun Kataja,55,40.2,85.0,30.7,65.9,0.465,10.7,29.6,0.363,13.0,17.5,0.742,8.7,24.4,33.1,15.9,6.1,4.0,12.3,21.3,2015,Finnish-Korisliiga,1
2,Kauhajoen Karhu,51,40.3,83.4,30.1,65.5,0.46,8.2,23.7,0.346,15.0,19.4,0.773,10.4,26.6,37.0,12.9,5.2,2.9,13.0,19.5,2015,Finnish-Korisliiga,0
3,Kouvot,43,40.0,82.4,30.2,67.3,0.448,9.6,27.4,0.351,12.5,17.2,0.726,11.7,25.5,37.2,14.8,5.9,3.5,15.0,19.1,2015,Finnish-Korisliiga,0
4,KTP Basket,49,40.3,82.2,28.9,65.9,0.439,7.3,22.0,0.334,17.1,22.0,0.776,11.1,24.1,35.2,10.6,7.6,3.3,12.7,18.8,2015,Finnish-Korisliiga,0
5,Pyrinto Tampere,45,40.1,79.9,30.5,71.5,0.427,8.2,25.3,0.325,10.8,15.6,0.69,11.0,25.0,36.0,12.3,8.0,2.0,11.9,21.2,2015,Finnish-Korisliiga,0
6,Nilan Bisons,53,40.2,79.5,30.4,65.1,0.467,6.7,18.2,0.365,12.1,17.0,0.712,8.0,25.1,33.1,16.9,6.1,3.0,12.0,18.9,2015,Finnish-Korisliiga,0
7,Kobrat,40,40.4,78.3,28.7,67.3,0.426,6.8,22.8,0.297,14.1,19.1,0.739,9.3,25.9,35.1,12.4,6.8,2.2,14.0,20.9,2015,Finnish-Korisliiga,0
8,Tapiolan Honka,40,40.1,76.9,28.0,67.5,0.415,8.4,25.7,0.328,12.4,16.9,0.736,9.8,24.3,34.1,10.9,6.4,1.7,13.8,17.6,2015,Finnish-Korisliiga,0
9,Helsinki Seagulls,43,40.2,76.8,28.8,66.9,0.431,7.3,21.4,0.342,11.8,15.2,0.776,10.7,26.3,37.0,10.9,6.0,2.8,13.9,20.0,2015,Finnish-Korisliiga,0
10,Salon Vilpas,40,40.0,74.4,28.0,65.6,0.427,8.1,24.7,0.327,10.4,13.6,0.761,8.8,24.7,33.5,13.5,6.0,2.6,13.0,18.8,2015,Finnish-Korisliiga,0
11,Namika Lahti,45,40.3,73.1,26.6,59.1,0.449,6.7,20.9,0.323,13.2,19.8,0.666,8.9,23.7,32.6,12.2,6.3,2.2,16.3,18.9,2015,Finnish-Korisliiga,0
