#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Baerum Basket,36,40.7,90.2,32.2,69.9,0.46,13.8,35.2,0.392,11.6,15.3,0.76,11.3,24.4,35.8,21.4,8.3,2.4,11.2,18.5,2022,Norwegian-BLNO,0
2,Froya Basket,32,40.5,89.8,33.3,69.2,0.482,10.4,27.3,0.382,12.7,16.6,0.761,9.1,24.8,33.8,17.7,8.5,3.3,12.1,15.5,2022,Norwegian-BLNO,0
3,BK Kongsberg Miners,33,40.6,86.8,32.8,69.6,0.471,8.4,27.1,0.31,11.9,17.0,0.7,10.2,27.1,37.3,18.7,8.7,3.8,13.3,16.8,2022,Norwegian-BLNO,0
4,Flyyingen BBK,29,40.7,86.4,31.6,68.1,0.463,9.2,25.6,0.362,14.0,19.0,0.739,9.2,26.0,35.2,17.3,6.8,2.6,13.7,16.6,2022,Norwegian-BLNO,0
5,Gimle BBK,38,40.3,86.0,31.9,72.3,0.441,10.6,30.6,0.346,11.7,16.6,0.704,10.1,26.0,36.1,19.5,7.7,2.6,10.5,19.3,2022,Norwegian-BLNO,1
6,Ammerud Basket,29,40.2,81.6,31.8,69.3,0.459,7.2,21.6,0.335,10.7,17.4,0.613,9.8,24.3,34.1,16.2,8.5,4.7,12.2,16.1,2022,Norwegian-BLNO,0
7,Asker Aliens,29,40.5,78.2,28.2,65.3,0.431,7.3,23.6,0.311,14.5,22.0,0.658,10.8,25.3,36.0,13.3,6.2,2.0,14.0,13.3,2022,Norwegian-BLNO,0
8,Tromso Storm,29,40.7,76.2,28.8,64.4,0.447,8.7,24.7,0.351,10.0,14.1,0.708,9.0,23.8,32.8,16.4,7.6,3.0,15.6,16.0,2022,Norwegian-BLNO,0
9,Nidaros Jets,27,40.3,65.9,25.4,63.0,0.402,4.4,17.9,0.246,10.7,16.4,0.654,8.1,23.1,31.2,12.9,8.5,2.5,18.0,16.4,2022,Norwegian-BLNO,0
10,Centrum Tigers,26,40.8,62.6,23.8,63.7,0.374,7.8,27.7,0.284,7.0,11.4,0.616,9.4,23.3,32.7,14.8,6.8,1.3,19.2,17.5,2022,Norwegian-BLNO,0
