#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Flyyingen BBK,18,40.6,93.6,32.4,65.2,0.497,8.1,23.8,0.34,15.7,21.0,0.749,8.4,23.1,31.5,13.8,6.7,1.3,10.8,17.5,2021,Norwegian-BLNO,0
2,BK Kongsberg Miners,15,39.8,91.4,33.5,65.7,0.509,9.2,24.9,0.369,15.3,21.7,0.705,7.3,29.2,36.5,19.4,7.4,3.5,12.5,15.3,2021,Norwegian-BLNO,0
3,Gimle BBK,16,40.7,88.7,30.4,66.9,0.455,11.1,29.3,0.38,11.7,16.5,0.708,8.5,22.9,31.4,17.6,8.0,2.2,10.8,20.0,2021,Norwegian-BLNO,0
4,Baerum Basket,16,37.8,87.9,30.7,62.8,0.489,10.5,27.1,0.388,11.9,15.6,0.763,8.1,23.1,31.2,24.1,7.5,1.6,11.8,18.3,2021,Norwegian-BLNO,1
5,Ammerud Basket,16,40.0,84.7,32.1,66.5,0.483,6.4,19.8,0.326,14.4,21.2,0.678,7.6,25.3,32.9,15.0,8.4,4.0,12.8,17.5,2021,Norwegian-BLNO,0
6,Froya Basket,16,40.5,84.6,30.2,65.6,0.46,10.1,30.3,0.332,14.1,18.9,0.748,8.9,26.9,35.9,14.3,5.9,1.8,14.1,16.4,2021,Norwegian-BLNO,0
7,Asker Aliens,15,40.0,82.9,29.7,63.9,0.466,7.5,21.6,0.346,15.5,21.4,0.726,7.9,23.2,31.1,14.3,7.4,2.1,12.6,16.5,2021,Norwegian-BLNO,0
8,Tromso Storm,16,40.0,81.8,30.8,64.1,0.481,8.7,25.3,0.343,11.5,16.2,0.71,8.2,26.0,34.2,16.2,5.6,2.4,15.4,19.6,2021,Norwegian-BLNO,0
9,Nidaros Jets,14,39.8,69.2,25.3,62.9,0.402,6.1,19.1,0.317,12.9,17.4,0.741,6.5,18.9,25.4,13.6,7.9,2.1,16.2,17.2,2021,Norwegian-BLNO,0
10,Centrum Tigers,18,40.0,65.8,25.1,63.6,0.394,7.3,24.8,0.296,8.6,12.1,0.711,7.3,24.5,31.8,13.6,7.2,1.2,15.9,20.1,2021,Norwegian-BLNO,0
