#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Perth,28,40.7,89.1,31.9,71.6,0.445,9.6,29.0,0.331,15.8,20.3,0.777,10.1,27.6,37.7,16.4,5.9,3.1,11.4,15.6,2022,Australian-NBL,0
2,Illawarra,30,40.5,88.8,33.9,75.2,0.451,9.1,27.4,0.333,11.9,15.9,0.748,10.9,28.0,38.9,15.0,7.2,5.0,9.6,17.0,2022,Australian-NBL,0
3,South East Melbourne,28,40.2,87.7,32.3,71.6,0.45,8.1,25.2,0.322,15.1,19.9,0.759,10.6,25.7,36.3,14.4,6.6,3.7,11.1,19.1,2022,Australian-NBL,0
4,Sydney,33,40.2,86.9,31.0,68.8,0.451,9.9,29.0,0.342,15.0,19.7,0.76,8.5,30.7,39.2,16.4,4.5,3.9,12.8,16.8,2022,Australian-NBL,1
5,Melbourne,31,40.1,86.3,31.8,72.6,0.439,9.4,28.8,0.326,13.2,18.6,0.708,11.3,29.4,40.7,16.9,6.6,5.3,13.3,18.6,2022,Australian-NBL,0
6,Brisbane,28,40.7,85.0,31.1,69.4,0.448,8.6,26.6,0.323,14.2,19.7,0.721,9.6,26.5,36.1,17.0,5.7,2.6,15.0,19.6,2022,Australian-NBL,0
7,Adelaide,28,40.2,81.6,29.7,70.4,0.422,7.9,24.9,0.318,14.3,19.5,0.734,11.9,26.4,38.3,16.6,5.9,3.3,12.6,16.0,2022,Australian-NBL,0
8,New Zealand,28,40.8,79.8,28.6,67.8,0.422,9.3,30.4,0.307,13.3,17.6,0.753,7.5,23.5,31.0,15.3,6.7,2.8,11.7,18.7,2022,Australian-NBL,0
9,Cairns,28,40.0,79.6,28.0,66.7,0.42,8.4,27.3,0.306,15.2,20.9,0.728,9.6,26.0,35.6,17.1,6.1,3.0,14.6,18.9,2022,Australian-NBL,0
10,Tasmania,34,40.1,79.4,28.3,70.2,0.403,10.3,31.9,0.324,12.6,16.9,0.744,10.1,24.7,34.8,15.5,7.3,2.2,11.2,19.7,2022,Australian-NBL,0
