#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,AS Monaco Basket,38,40.8,83.4,30.6,63.5,0.481,8.5,23.1,0.37,13.8,18.3,0.752,8.7,21.8,30.5,15.3,7.1,2.1,10.7,20.2,2022,Euroleague,0
2,Barca,39,40.7,81.5,29.2,59.3,0.492,9.0,22.5,0.401,14.1,17.4,0.809,8.5,22.2,30.7,18.4,5.9,1.8,13.1,21.9,2022,Euroleague,0
3,Anadolu Efes,40,40.5,81.0,29.1,60.9,0.478,9.8,26.9,0.364,13.0,16.0,0.815,7.3,22.6,29.9,16.8,6.3,2.8,10.9,16.9,2022,Euroleague,1
4,CSKA Moscow,24,40.2,80.8,28.9,64.4,0.448,9.9,27.8,0.357,13.2,16.2,0.812,10.8,20.8,31.5,16.6,6.3,2.6,11.7,19.5,2022,Euroleague,0
5,Olympiacos,38,40.6,80.0,28.4,58.9,0.483,9.0,25.5,0.353,14.1,18.6,0.758,7.2,22.3,29.5,17.3,6.5,2.4,11.6,17.8,2022,Euroleague,0
6,Maccabi FOX Tel Aviv,35,40.1,79.7,28.7,61.2,0.469,8.2,22.8,0.36,14.1,17.4,0.814,8.0,20.9,28.9,16.1,7.3,2.1,11.7,18.7,2022,Euroleague,0
7,Real Madrid,38,40.5,78.9,29.0,63.7,0.456,9.6,27.1,0.353,11.3,14.8,0.765,9.9,24.8,34.8,18.1,6.3,3.3,12.3,19.6,2022,Euroleague,0
8,UNICS Kazan,25,40.6,76.7,28.8,62.3,0.462,9.0,23.9,0.375,10.1,13.8,0.735,8.3,21.4,29.7,16.4,9.4,1.9,13.1,20.0,2022,Euroleague,0
9,ALBA Berlin,34,40.1,75.8,27.8,61.4,0.453,9.2,25.2,0.366,11.1,14.2,0.778,10.0,21.8,31.9,17.2,6.5,2.1,13.3,17.4,2022,Euroleague,0
10,Baskonia,32,40.0,74.8,27.8,61.7,0.45,8.7,25.1,0.347,10.6,13.6,0.779,8.6,23.3,31.8,17.6,5.3,2.4,12.2,17.9,2022,Euroleague,0
11,Bayern Munich,36,40.1,74.8,26.1,58.1,0.45,9.0,24.8,0.365,13.5,16.9,0.798,8.2,19.9,28.1,13.7,5.9,1.5,10.5,22.3,2022,Euroleague,0
12,Fenerbahce Beko,31,40.1,74.5,27.7,58.3,0.475,7.5,23.0,0.327,11.5,15.5,0.742,7.8,20.9,28.7,18.1,7.9,2.0,12.9,18.6,2022,Euroleague,0
13,Panathinaikos,32,40.0,74.4,27.0,59.2,0.457,7.7,23.1,0.332,12.7,15.8,0.803,7.3,21.6,28.9,15.2,5.4,3.1,12.2,18.7,2022,Euroleague,0
14,Zenit Saint Petersburg,23,40.2,74.0,26.9,58.6,0.459,8.5,23.9,0.357,11.8,16.1,0.732,8.9,21.7,30.6,15.1,5.4,2.7,13.1,20.3,2022,Euroleague,0
15,KK Crvena Zvezda,33,40.4,73.8,27.0,59.5,0.454,7.1,21.8,0.326,12.6,17.4,0.724,9.0,19.5,28.4,16.3,6.9,1.4,12.0,19.8,2022,Euroleague,0
16,Zalgiris,32,40.3,73.0,26.5,59.1,0.449,8.4,23.9,0.353,11.5,14.4,0.8,8.1,20.1,28.3,16.6,5.6,1.8,12.1,20.4,2022,Euroleague,0
17,ASVEL Basket,32,40.0,73.0,28.1,59.8,0.469,6.7,19.2,0.347,10.2,13.8,0.738,7.6,20.5,28.1,14.0,6.9,2.8,13.2,20.0,2022,Euroleague,0
18,AX Armani Exchange Milan,36,40.3,72.9,26.6,60.1,0.443,9.0,25.7,0.349,10.8,14.6,0.734,8.3,21.7,29.9,15.7,6.2,2.3,11.3,20.2,2022,Euroleague,0
