#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Baskonia,21,40.2,86.3,29.8,58.6,0.509,8.5,21.0,0.405,18.2,23.7,0.767,7.7,22.8,30.5,14.3,6.7,3.3,13.1,19.0,2009,Euroleague,0
2,Barca,23,40.0,81.7,29.4,59.8,0.491,8.7,22.8,0.383,14.1,17.3,0.815,8.7,23.0,31.8,15.2,7.3,4.3,12.0,19.0,2009,Euroleague,0
3,Olympiacos,22,40.2,80.9,29.7,56.7,0.523,6.0,16.1,0.372,15.5,22.9,0.68,7.8,22.5,30.2,16.0,7.4,2.7,14.0,20.8,2009,Euroleague,0
4,Mens Sana 1871 Siena,20,40.0,80.7,28.0,60.7,0.461,9.0,24.6,0.366,15.8,19.5,0.81,8.8,20.0,28.8,12.2,11.6,2.3,13.0,19.9,2009,Euroleague,0
5,Joventut Badalona,10,40.0,80.0,27.6,64.6,0.427,9.6,28.0,0.343,15.2,19.0,0.8,10.4,18.4,28.8,13.4,8.8,3.6,12.6,22.4,2009,Euroleague,0
6,Panathinaikos,22,40.2,79.8,27.6,55.7,0.496,8.2,21.8,0.377,16.3,20.7,0.785,8.2,21.2,29.5,13.8,8.0,3.1,14.3,21.5,2009,Euroleague,1
7,Maccabi FOX Tel Aviv,16,40.3,79.6,28.9,58.9,0.492,4.7,13.4,0.349,17.1,22.4,0.763,8.7,22.8,31.4,14.1,7.2,2.6,13.4,20.8,2009,Euroleague,0
8,Virtus Roma,16,40.9,78.4,27.1,60.6,0.446,5.4,16.5,0.326,18.9,24.0,0.789,10.5,21.8,32.3,11.4,8.7,2.0,13.6,24.3,2009,Euroleague,0
9,Unicaja,16,40.6,78.4,26.7,58.3,0.458,8.3,22.9,0.362,16.8,22.4,0.749,8.6,22.6,31.1,14.1,7.1,3.8,14.6,17.8,2009,Euroleague,0
10,Real Madrid,20,40.0,77.2,26.4,58.5,0.45,6.6,19.9,0.33,17.9,23.0,0.778,11.2,19.3,30.5,12.9,7.5,1.5,13.0,21.5,2009,Euroleague,0
11,Sidigas Avellino,10,40.5,75.4,26.5,62.0,0.427,7.9,23.7,0.333,14.5,19.4,0.747,9.4,20.6,30.0,11.0,6.9,1.7,13.8,23.1,2009,Euroleague,0
12,CSKA Moscow,21,40.0,75.3,26.2,53.8,0.487,7.9,19.6,0.403,15.0,20.0,0.75,8.4,20.8,29.1,13.7,6.0,3.4,10.6,19.1,2009,Euroleague,0
13,Le Mans Sarthe Basket,10,41.0,74.7,27.0,62.7,0.431,7.3,21.2,0.344,13.4,17.2,0.779,10.2,17.8,28.0,12.5,7.3,2.1,14.2,22.0,2009,Euroleague,0
14,AX Armani Exchange Milan,16,40.0,74.3,25.8,58.0,0.444,8.9,24.1,0.369,13.9,17.8,0.785,8.9,16.6,25.4,10.3,7.1,0.9,13.6,24.3,2009,Euroleague,0
15,KK Cibona,16,40.3,73.9,25.8,55.9,0.46,6.7,18.6,0.36,15.8,19.7,0.8,8.1,20.2,28.3,9.8,7.9,1.7,15.2,22.3,2009,Euroleague,0
16,Fenerbahce Beko,16,40.9,72.7,24.9,58.6,0.425,7.8,23.9,0.326,15.1,20.6,0.733,9.5,21.8,31.3,11.4,8.3,2.7,14.3,20.1,2009,Euroleague,0
17,Union Olimpija,10,41.5,72.5,25.2,60.4,0.417,6.9,22.2,0.311,15.2,22.1,0.688,11.3,20.6,31.9,9.3,6.7,2.4,16.0,22.7,2009,Euroleague,0
18,Zalgiris,10,40.0,71.6,26.0,60.1,0.433,6.8,20.0,0.34,12.8,19.9,0.643,10.8,23.1,33.9,12.4,7.4,4.3,16.4,19.7,2009,Euroleague,0
19,Anadolu Efes,10,40.0,71.3,24.5,53.2,0.461,7.1,21.9,0.324,15.2,20.2,0.752,6.9,17.6,24.5,10.7,8.8,2.7,14.0,17.2,2009,Euroleague,0
20,Nancy Basket,10,40.0,70.6,25.9,62.8,0.412,5.8,20.0,0.29,13.0,20.2,0.644,10.9,22.2,33.1,9.7,7.8,2.3,16.0,20.1,2009,Euroleague,0
21,Asseco Arka Gdynia,16,40.0,69.9,26.5,62.5,0.424,7.1,20.2,0.35,9.9,14.2,0.696,10.1,22.9,33.0,10.6,8.1,2.4,14.9,20.4,2009,Euroleague,0
22,ALBA Berlin,16,40.0,69.9,25.4,54.3,0.468,6.3,17.4,0.36,12.8,17.7,0.721,6.6,19.4,26.1,11.6,7.0,1.6,13.4,19.6,2009,Euroleague,0
23,KK Partizan,19,40.3,67.3,23.2,54.5,0.425,7.3,21.6,0.339,13.7,20.1,0.681,11.2,21.1,32.3,11.1,5.2,3.7,15.5,26.2,2009,Euroleague,0
24,Panionios BC,10,40.0,66.8,23.3,52.0,0.448,4.6,14.8,0.311,15.6,22.2,0.703,6.5,16.2,22.7,10.7,7.0,1.7,13.8,23.5,2009,Euroleague,0
