#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name
1,Anadolu Efes,28,40.2,87.3,31.3,61.7,0.507,11.0,26.2,0.421,13.6,15.9,0.86,7.3,22.6,29.9,17.6,7.2,2.4,11.3,16.6,2020,Euroleague
2,Panathinaikos,28,40.7,87.1,31.9,66.2,0.481,8.3,23.6,0.349,15.1,19.6,0.771,9.2,22.8,32.0,17.9,6.6,3.1,11.3,20.3,2020,Euroleague
3,Khimki,28,40.2,85.5,30.7,63.2,0.486,11.1,28.7,0.388,13.0,16.1,0.805,8.0,21.4,29.4,19.6,6.5,2.8,12.9,21.9,2020,Euroleague
4,Real Madrid,28,40.0,84.7,30.1,62.5,0.483,10.8,27.9,0.387,13.6,17.3,0.787,8.0,23.6,31.5,19.8,6.3,4.0,12.4,18.6,2020,Euroleague
5,ALBA Berlin,28,41.1,84.5,29.3,64.2,0.456,10.4,26.3,0.396,15.5,19.3,0.805,9.3,20.5,29.8,19.5,6.8,2.1,13.6,20.6,2020,Euroleague
6,Barca,28,40.0,84.2,29.6,62.0,0.477,9.9,25.4,0.391,15.0,19.1,0.787,8.5,22.8,31.3,19.0,6.8,2.0,13.0,19.6,2020,Euroleague
7,CSKA Moscow,28,40.4,83.4,29.0,63.9,0.455,11.0,28.0,0.392,14.3,18.4,0.779,10.2,24.0,34.2,16.6,6.6,2.9,12.9,20.7,2020,Euroleague
8,Maccabi FOX Tel Aviv,28,40.2,82.4,30.1,63.6,0.473,9.9,26.5,0.375,12.4,17.0,0.727,9.0,23.5,32.5,17.1,7.8,2.3,12.9,22.7,2020,Euroleague
9,Valencia Basket,28,40.4,81.6,28.4,61.9,0.46,9.7,26.9,0.359,15.0,19.2,0.783,8.9,21.5,30.3,17.2,6.2,1.5,11.8,17.8,2020,Euroleague
10,Olympiacos,28,40.5,81.0,28.9,60.0,0.481,8.3,23.3,0.357,15.0,20.5,0.73,8.1,23.3,31.4,17.1,6.3,2.1,13.3,20.2,2020,Euroleague
11,Zalgiris,28,40.7,80.6,28.5,59.6,0.477,8.8,23.0,0.382,14.9,18.0,0.826,8.9,19.8,28.6,17.1,5.6,1.7,12.1,21.5,2020,Euroleague
12,AX Armani Exchange Milan,28,40.4,78.1,27.6,61.6,0.449,9.0,23.8,0.379,13.8,17.7,0.782,7.9,22.8,30.7,15.8,5.2,2.8,11.5,21.3,2020,Euroleague
13,Fenerbahce Beko,28,40.4,78.1,27.8,57.5,0.483,9.5,23.5,0.402,13.1,16.5,0.793,7.1,19.5,26.7,17.6,6.3,1.6,13.4,20.5,2020,Euroleague
14,Zenit Saint Petersburg,28,40.5,74.9,27.9,62.3,0.448,8.4,25.5,0.331,10.8,15.5,0.697,10.6,18.8,29.3,18.6,7.3,2.4,13.4,19.8,2020,Euroleague
15,KK Crvena Zvezda,28,40.5,74.8,26.7,60.9,0.438,7.4,21.4,0.346,14.0,18.5,0.759,8.9,21.6,30.6,15.5,6.9,2.5,13.1,21.6,2020,Euroleague
16,ASVEL Basket,28,40.2,74.4,27.0,61.3,0.44,7.6,22.8,0.335,12.8,16.8,0.762,8.6,18.9,27.5,16.3,5.5,2.9,12.3,22.9,2020,Euroleague
17,Bayern Munich,28,40.2,73.9,26.9,58.1,0.464,7.8,20.1,0.387,12.3,16.2,0.757,7.9,20.3,28.1,16.6,6.4,2.2,14.8,20.8,2020,Euroleague
18,Baskonia,28,40.0,73.5,27.0,60.8,0.444,7.4,22.7,0.327,12.1,17.0,0.711,10.1,21.1,31.2,13.9,6.9,3.3,14.2,20.5,2020,Euroleague
