#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name
1,Guaros,21,40.0,89.3,32.4,65.0,0.498,10.2,29.2,0.349,14.3,20.3,0.705,8.6,26.4,35.0,21.5,7.6,2.2,11.6,19.8,2019,Venezuelan-SLB
2,Guaiqueries,20,40.0,86.2,31.9,63.2,0.505,8.8,23.5,0.374,13.6,20.2,0.675,8.4,28.1,36.5,17.8,5.9,2.6,15.0,18.9,2019,Venezuelan-SLB
3,Trotamundos,21,40.5,85.9,31.1,68.0,0.458,8.4,25.7,0.326,15.2,21.1,0.72,10.9,26.8,37.6,17.5,8.0,3.4,13.0,21.3,2019,Venezuelan-SLB
4,Marinos,15,40.3,85.3,31.5,68.9,0.457,7.4,23.0,0.322,14.8,20.6,0.718,8.9,25.5,34.4,16.7,8.6,2.1,12.6,21.8,2019,Venezuelan-SLB
5,Panteras,22,41.1,84.7,28.8,66.6,0.432,7.0,24.4,0.289,20.1,26.3,0.766,11.3,25.5,36.9,15.9,6.3,1.8,12.9,19.7,2019,Venezuelan-SLB
6,Toros,19,40.1,82.3,28.7,63.3,0.454,7.2,21.5,0.333,17.6,25.7,0.685,7.9,23.8,31.7,15.2,7.8,1.2,13.4,16.8,2019,Venezuelan-SLB
7,Llaneros Gaiteros,16,40.0,79.5,27.4,64.5,0.424,8.4,22.9,0.369,16.3,23.6,0.69,9.5,23.1,32.6,12.6,6.1,2.2,15.3,21.2,2019,Venezuelan-SLB
8,Cocodrilos,21,40.5,77.8,27.4,60.3,0.455,6.1,20.8,0.296,16.8,23.7,0.707,7.6,24.8,32.3,14.4,7.1,2.7,15.7,20.6,2019,Venezuelan-SLB
9,Gigantes,19,40.5,77.6,28.4,65.3,0.435,7.7,24.2,0.318,13.1,20.7,0.632,10.2,22.4,32.6,16.0,7.4,2.0,12.4,20.1,2019,Venezuelan-SLB
10,Bucaneros,16,40.9,76.2,27.3,68.6,0.397,7.3,25.6,0.285,14.4,20.8,0.693,8.9,27.4,36.3,13.6,7.0,3.0,12.2,19.1,2019,Venezuelan-SLB
