#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name
1,Marinos,48,39.3,83.9,31.1,63.5,0.489,9.7,26.4,0.366,12.0,18.0,0.666,9.5,25.9,35.4,20.6,5.2,2.1,10.3,19.7,2015,Venezuelan-SLB
2,Guaros,48,40.0,83.0,29.4,63.2,0.466,9.0,25.3,0.356,15.1,19.9,0.762,8.4,24.0,32.4,15.4,6.9,2.6,11.5,18.9,2015,Venezuelan-SLB
3,Cocodrilos,42,40.2,82.9,30.7,67.0,0.458,6.1,20.9,0.294,15.4,23.2,0.664,10.5,25.9,36.3,15.6,7.3,3.6,13.0,18.7,2015,Venezuelan-SLB
4,Guaiqueries,42,39.1,81.6,28.8,65.8,0.438,5.4,17.1,0.317,18.6,28.0,0.663,12.8,26.0,38.8,11.5,5.0,2.7,10.8,18.0,2015,Venezuelan-SLB
5,Toros,33,39.9,79.0,29.8,65.1,0.457,6.5,21.5,0.3,13.0,19.6,0.664,10.2,24.4,34.6,15.2,6.8,2.9,12.2,20.4,2015,Venezuelan-SLB
6,Trotamundos,41,40.2,78.5,28.2,66.7,0.423,6.1,20.4,0.301,15.8,22.5,0.703,11.5,24.5,36.0,15.8,6.3,2.8,10.1,19.9,2015,Venezuelan-SLB
7,Bucaneros,38,38.4,78.3,27.9,62.2,0.449,7.2,22.0,0.327,15.3,19.9,0.771,8.5,22.6,31.1,13.2,6.7,2.2,10.0,22.3,2015,Venezuelan-SLB
8,Panteras,32,40.1,77.4,29.0,69.3,0.419,5.9,20.2,0.293,13.5,21.6,0.624,12.3,23.3,35.6,11.8,6.5,3.8,12.0,19.7,2015,Venezuelan-SLB
9,Gigantes,29,40.0,77.1,29.0,65.9,0.44,5.9,18.9,0.313,13.2,18.0,0.737,11.3,23.4,34.7,14.0,5.1,2.0,12.6,18.8,2015,Venezuelan-SLB
10,Llaneros Gaiteros,33,38.5,74.4,25.7,62.3,0.412,5.2,18.8,0.276,17.8,23.8,0.749,8.0,19.5,27.4,10.5,5.9,1.1,10.4,18.0,2015,Venezuelan-SLB
