#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name
1,Taurinos de Aragua,12,40.8,79.4,26.8,60.6,0.442,6.4,19.5,0.329,19.5,26.9,0.724,8.7,23.6,32.3,15.4,8.2,2.4,16.8,23.6,2022,Venezuelan-SLB
2,Diablos de Miranda,12,40.5,77.6,27.3,63.8,0.428,7.1,22.0,0.322,15.8,23.4,0.676,10.7,22.6,33.3,15.3,7.3,1.6,13.4,20.2,2022,Venezuelan-SLB
3,Trotamundos,17,41.2,76.8,28.1,67.1,0.418,7.9,24.8,0.32,12.7,16.5,0.769,9.2,25.1,34.3,17.5,9.3,2.4,12.0,20.8,2022,Venezuelan-SLB
4,Spartans de Districto Captital Caracas,17,40.3,75.6,27.1,63.1,0.429,9.2,30.5,0.301,12.4,17.2,0.717,10.5,26.2,36.8,20.0,8.3,4.3,14.4,19.1,2022,Venezuelan-SLB
5,Cocodrilos,17,40.4,75.6,27.5,61.1,0.449,6.4,21.6,0.293,14.3,18.8,0.762,8.3,26.4,34.6,18.3,7.9,2.7,13.6,19.1,2022,Venezuelan-SLB
6,Gladiadores de Anzoategui,13,40.0,74.0,27.1,62.7,0.432,6.6,21.4,0.309,13.2,21.7,0.61,11.8,29.2,40.9,17.9,8.0,3.4,17.0,20.1,2022,Venezuelan-SLB
7,Heroes de Falcons,14,40.8,73.8,26.7,63.1,0.423,8.1,24.0,0.339,12.2,18.9,0.648,10.2,25.6,35.8,18.1,6.3,2.6,14.4,21.3,2022,Venezuelan-SLB
8,Supersonicos de Miranda,13,40.0,71.6,25.7,65.3,0.393,6.3,21.2,0.297,13.9,22.2,0.626,12.3,25.8,38.1,14.8,8.9,2.1,15.8,19.4,2022,Venezuelan-SLB
9,Guaiqueries,14,40.4,70.4,25.4,62.3,0.408,7.6,25.2,0.303,11.9,17.9,0.668,11.0,28.7,39.7,17.6,8.3,3.4,14.4,20.6,2022,Venezuelan-SLB
10,Llaneros de Guarico,12,40.0,69.8,23.9,58.8,0.407,7.8,25.2,0.311,14.2,20.6,0.688,8.5,21.3,29.8,15.8,6.7,1.8,15.1,17.8,2022,Venezuelan-SLB
11,Broncos de Caracas,13,40.1,65.8,22.7,62.2,0.365,4.8,19.6,0.243,15.7,26.0,0.604,12.0,22.0,34.0,14.2,9.6,1.7,14.8,21.5,2022,Venezuelan-SLB
12,Cangrejeros de Monagas,10,40.1,64.3,22.8,62.7,0.364,5.1,19.9,0.256,13.6,23.5,0.579,9.3,23.8,33.1,15.1,10.5,3.8,15.0,18.0,2022,Venezuelan-SLB
13,Centauros de Portuguesa,10,40.1,63.2,22.3,60.4,0.369,5.2,20.5,0.254,13.4,23.6,0.568,11.1,28.1,39.2,15.1,5.7,3.1,15.1,21.0,2022,Venezuelan-SLB
