#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name
1,Toros,21,40.5,90.5,32.5,65.4,0.497,6.3,16.3,0.385,19.1,24.6,0.778,9.0,21.1,30.2,11.0,8.3,2.0,10.2,18.9,2012,Venezuelan-SLB
2,Cocodrilos,48,40.3,89.5,33.2,70.3,0.472,6.3,18.9,0.333,17.0,25.3,0.671,11.3,24.0,35.3,14.9,10.6,3.4,11.0,19.3,2012,Venezuelan-SLB
3,Marinos,55,40.1,89.2,32.6,65.1,0.501,7.2,19.1,0.377,16.6,23.4,0.71,10.6,23.1,33.7,16.8,9.8,4.1,11.8,19.8,2012,Venezuelan-SLB
4,Trotamundos,32,40.8,88.8,33.0,67.6,0.488,5.6,16.5,0.336,17.3,26.4,0.654,10.5,19.8,30.3,15.0,10.6,2.3,11.0,19.8,2012,Venezuelan-SLB
5,Llaneros Gaiteros,21,40.0,88.3,31.5,66.1,0.476,7.5,21.4,0.352,17.9,22.7,0.786,7.4,22.6,30.0,13.6,8.0,2.4,12.6,20.3,2012,Venezuelan-SLB
6,Guaros,24,40.1,85.6,32.5,68.7,0.473,5.4,18.0,0.299,15.0,22.9,0.658,9.8,23.0,32.8,13.5,9.5,2.4,10.5,21.9,2012,Venezuelan-SLB
7,Panteras,17,40.7,84.6,33.1,66.8,0.495,5.6,17.9,0.316,12.8,18.2,0.703,7.3,22.2,29.5,9.9,9.8,2.7,11.5,20.5,2012,Venezuelan-SLB
8,Gigantes,28,40.7,82.5,30.5,64.8,0.471,7.5,20.9,0.358,14.0,18.5,0.76,7.8,18.9,26.7,13.8,11.7,1.8,12.1,22.8,2012,Venezuelan-SLB
9,Bucaneros,24,40.5,80.9,30.4,65.7,0.463,5.5,18.0,0.305,14.6,21.9,0.667,9.3,22.4,31.7,11.7,10.0,3.0,10.3,19.6,2012,Venezuelan-SLB
10,Guaiqueries,28,40.2,80.7,29.4,66.7,0.44,5.8,17.8,0.325,16.2,23.2,0.698,11.3,24.2,35.5,14.2,8.9,3.4,13.3,20.2,2012,Venezuelan-SLB
