#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name
1,Guaros,44,40.2,87.1,31.3,64.5,0.485,7.5,21.7,0.345,17.0,24.5,0.693,10.1,24.7,34.8,14.5,6.5,2.4,12.2,20.6,2016,Venezuelan-SLB
2,Cocodrilos,53,40.7,86.7,31.4,68.1,0.462,7.4,23.9,0.311,16.5,24.7,0.667,10.3,24.7,35.0,15.8,7.7,3.7,12.5,23.0,2016,Venezuelan-SLB
3,Trotamundos,42,40.7,85.9,31.2,69.3,0.451,7.2,20.5,0.353,16.4,23.0,0.713,11.9,23.6,35.6,17.2,7.6,3.5,13.3,22.8,2016,Venezuelan-SLB
4,Toros,40,40.2,85.9,31.6,68.9,0.459,7.5,22.0,0.343,15.2,21.3,0.71,9.3,23.4,32.7,14.4,5.4,2.7,12.3,22.9,2016,Venezuelan-SLB
5,Marinos,46,40.3,84.5,29.6,62.3,0.475,8.8,23.8,0.371,16.5,23.9,0.692,9.5,26.6,36.1,19.2,5.2,2.4,13.4,21.2,2016,Venezuelan-SLB
6,Gigantes,42,40.1,82.6,29.1,65.7,0.443,7.9,24.2,0.324,16.5,22.3,0.741,9.4,24.8,34.2,16.1,6.4,1.5,12.8,21.8,2016,Venezuelan-SLB
7,Panteras,35,40.2,82.4,29.0,64.9,0.447,6.3,19.8,0.316,18.1,25.0,0.724,10.2,23.7,34.0,14.0,6.3,2.4,13.2,21.7,2016,Venezuelan-SLB
8,Bucaneros,54,40.2,81.2,29.0,65.6,0.443,7.1,23.3,0.304,16.1,21.8,0.737,10.1,24.2,34.4,14.1,6.5,2.8,10.9,22.8,2016,Venezuelan-SLB
9,Guaiqueries,41,40.0,80.7,28.5,65.8,0.434,6.4,19.9,0.321,17.2,24.1,0.716,11.2,25.4,36.7,12.5,6.6,2.6,12.7,20.2,2016,Venezuelan-SLB
10,Llaneros Gaiteros,35,40.1,80.5,28.7,64.4,0.445,6.0,19.5,0.308,17.2,24.3,0.708,8.8,23.5,32.3,13.7,5.3,3.2,12.3,20.5,2016,Venezuelan-SLB
