#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name
1,Trotamundos,56,40.7,86.1,31.0,65.9,0.471,6.1,18.6,0.327,18.0,26.2,0.688,9.5,20.8,30.3,15.1,12.4,2.6,12.6,21.6,2013,Venezuelan-SLB
2,Marinos,69,40.7,85.3,31.7,66.7,0.474,8.2,23.3,0.35,13.8,20.3,0.681,10.5,22.6,33.1,16.9,11.7,2.9,11.9,18.3,2013,Venezuelan-SLB
3,Guaiqueries,50,40.3,84.7,31.5,67.6,0.466,5.6,16.5,0.338,16.2,22.6,0.715,8.4,21.7,30.1,13.6,9.7,3.3,12.5,20.0,2013,Venezuelan-SLB
4,Panteras,46,40.3,84.0,29.8,64.6,0.461,6.4,19.5,0.327,18.0,23.9,0.753,9.4,21.3,30.7,11.6,9.8,2.3,11.1,19.3,2013,Venezuelan-SLB
5,Llaneros Gaiteros,56,40.4,83.9,30.6,66.7,0.459,6.5,19.4,0.334,16.2,23.3,0.695,10.2,21.8,32.0,13.5,10.4,2.7,12.1,21.0,2013,Venezuelan-SLB
6,Cocodrilos,71,40.3,83.7,31.2,64.9,0.481,6.5,18.6,0.348,14.9,22.7,0.655,9.4,23.7,33.1,14.7,10.1,3.6,11.6,18.5,2013,Venezuelan-SLB
7,Guaros,49,40.2,83.6,31.3,64.9,0.482,4.7,14.5,0.325,16.3,22.9,0.715,9.9,22.2,32.1,13.4,9.1,2.3,12.7,18.8,2013,Venezuelan-SLB
8,Toros,51,40.3,83.1,30.1,64.2,0.469,6.7,20.0,0.337,16.2,23.2,0.696,10.2,21.9,32.1,12.1,10.2,3.6,13.0,17.9,2013,Venezuelan-SLB
9,Bucaneros,62,40.4,82.8,30.6,64.5,0.474,6.9,20.3,0.341,14.7,20.5,0.717,10.5,23.4,33.8,14.1,9.5,2.4,12.4,21.3,2013,Venezuelan-SLB
10,Gigantes,64,40.8,75.1,27.5,63.4,0.435,5.9,18.7,0.317,14.1,20.1,0.701,7.9,19.9,27.8,11.7,15.1,2.4,12.3,20.9,2013,Venezuelan-SLB
