#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name
1,Marinos,54,39.6,84.8,29.8,63.5,0.47,8.7,23.5,0.372,16.4,21.4,0.767,10.0,23.8,33.7,14.2,5.3,1.8,11.3,20.5,2014,Venezuelan-SLB
2,Toros,36,41.1,84.3,30.8,70.4,0.438,7.1,22.8,0.313,15.4,22.2,0.695,12.3,24.8,37.1,12.4,8.0,2.7,12.3,19.6,2014,Venezuelan-SLB
3,Trotamundos,57,39.6,84.2,31.9,68.0,0.469,5.7,17.9,0.321,14.6,21.1,0.692,11.1,23.5,34.6,14.9,6.7,2.6,10.8,18.6,2014,Venezuelan-SLB
4,Cocodrilos,50,40.2,83.4,31.3,66.9,0.468,6.3,19.5,0.324,14.4,21.3,0.678,11.0,25.5,36.5,14.9,6.9,3.0,11.2,16.9,2014,Venezuelan-SLB
5,Gigantes,51,40.8,80.7,29.0,65.9,0.441,6.1,19.3,0.314,16.6,23.0,0.719,11.5,22.7,34.2,13.3,6.6,1.8,12.9,20.1,2014,Venezuelan-SLB
6,Llaneros Gaiteros,36,40.0,80.5,28.9,64.3,0.45,5.6,17.6,0.316,17.1,23.3,0.732,11.1,20.8,31.8,14.0,6.4,2.2,11.5,22.1,2014,Venezuelan-SLB
7,Guaros,43,40.1,79.4,29.5,63.5,0.465,6.3,19.7,0.323,14.0,19.8,0.707,9.3,24.6,33.9,13.8,5.8,2.9,12.8,22.0,2014,Venezuelan-SLB
8,Panteras,36,40.3,78.3,28.3,65.7,0.43,6.1,19.9,0.306,15.8,23.3,0.676,10.4,21.9,32.3,9.8,6.1,1.3,12.8,17.6,2014,Venezuelan-SLB
9,Guaiqueries,43,40.2,76.2,28.2,64.1,0.44,4.7,16.1,0.291,15.1,22.1,0.684,10.8,24.2,35.0,12.9,6.2,3.5,13.3,19.6,2014,Venezuelan-SLB
10,Bucaneros,36,40.3,75.6,28.1,64.6,0.435,6.9,20.6,0.336,12.4,17.6,0.708,9.0,24.1,33.1,13.0,5.5,2.3,11.7,21.0,2014,Venezuelan-SLB
