#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name
1,Guaros,14,40.4,100.6,36.9,71.5,0.516,9.9,28.4,0.348,16.9,24.1,0.698,12.4,26.1,38.5,25.6,12.6,2.4,12.0,20.7,2018,Venezuelan-SLB
2,Trotamundos,15,41.3,88.2,32.5,73.3,0.444,7.8,23.9,0.326,15.3,21.0,0.73,12.9,29.9,42.8,19.9,10.7,3.7,12.5,17.9,2018,Venezuelan-SLB
3,Cocodrilos,16,40.5,83.6,30.7,65.5,0.469,6.5,20.5,0.317,15.7,24.7,0.635,9.0,24.2,33.2,18.1,7.3,2.8,14.4,21.3,2018,Venezuelan-SLB
4,Toros,15,40.9,82.3,29.2,65.3,0.447,8.5,24.4,0.347,15.4,23.1,0.668,9.5,24.2,33.7,16.2,7.1,3.8,13.9,19.2,2018,Venezuelan-SLB
5,Panteras,15,39.3,79.1,27.9,61.0,0.457,5.0,15.3,0.326,18.3,25.0,0.733,12.3,24.7,37.0,15.4,6.1,2.8,12.3,17.8,2018,Venezuelan-SLB
6,Gigantes,16,39.5,77.3,28.9,64.3,0.449,5.9,21.0,0.28,13.6,19.8,0.69,12.4,22.6,35.0,14.4,7.2,1.9,13.0,19.2,2018,Venezuelan-SLB
7,Guaiqueries,15,40.3,76.5,27.0,60.0,0.45,8.3,24.3,0.343,14.1,20.7,0.684,9.0,21.8,30.8,15.7,6.1,1.7,13.1,19.7,2018,Venezuelan-SLB
8,Bucaneros,15,39.0,76.1,27.6,61.2,0.451,6.3,20.8,0.301,14.6,19.3,0.758,8.8,23.0,31.8,12.7,6.5,2.7,13.9,22.3,2018,Venezuelan-SLB
9,Marinos,13,39.9,71.7,25.4,61.9,0.41,6.8,23.5,0.292,14.1,20.8,0.675,7.6,19.5,27.1,13.4,8.6,1.8,12.6,21.7,2018,Venezuelan-SLB
10,Llaneros Gaiteros,12,39.7,67.3,23.8,62.2,0.382,6.7,21.0,0.317,13.1,18.9,0.692,8.0,24.2,32.2,14.0,5.4,1.8,20.0,19.8,2018,Venezuelan-SLB
