#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name
1,Guaros,51,38.7,90.9,31.9,65.0,0.491,8.5,22.7,0.373,18.6,25.8,0.721,10.3,24.9,35.1,20.1,6.5,2.3,12.6,19.1,2017,Venezuelan-SLB
2,Marinos,53,39.9,84.9,31.0,65.7,0.472,8.0,22.0,0.362,14.9,20.7,0.721,10.7,24.6,35.3,16.4,5.5,2.8,12.1,20.3,2017,Venezuelan-SLB
3,Toros,43,39.6,83.7,30.2,66.3,0.455,9.0,26.0,0.347,14.3,19.9,0.719,8.8,25.1,33.9,14.2,5.9,3.6,14.2,19.2,2017,Venezuelan-SLB
4,Panteras,36,38.9,83.7,31.1,68.0,0.458,5.5,17.6,0.312,15.9,22.4,0.709,10.7,24.5,35.2,14.8,6.5,2.3,12.4,19.7,2017,Venezuelan-SLB
5,Cocodrilos,47,38.4,81.7,30.4,67.1,0.453,5.9,20.1,0.294,14.9,22.5,0.664,9.6,24.3,33.9,16.8,8.4,3.7,12.3,20.3,2017,Venezuelan-SLB
6,Trotamundos,41,38.6,81.5,29.2,62.4,0.468,8.2,21.9,0.373,14.9,20.6,0.722,8.1,23.2,31.3,19.2,6.9,2.1,12.4,21.1,2017,Venezuelan-SLB
7,Gigantes,42,38.2,81.0,28.6,66.8,0.428,8.4,25.2,0.333,15.7,21.3,0.739,11.5,23.0,34.4,14.3,6.4,1.4,12.0,20.8,2017,Venezuelan-SLB
8,Guaiqueries,45,39.1,79.7,29.0,64.8,0.447,7.6,24.4,0.313,14.1,19.9,0.71,9.2,23.8,33.0,15.6,7.0,1.7,12.2,18.8,2017,Venezuelan-SLB
9,Bucaneros,42,39.5,79.5,28.8,65.0,0.443,9.2,27.7,0.331,12.7,18.3,0.694,10.8,25.6,36.4,14.9,6.2,3.1,12.2,19.9,2017,Venezuelan-SLB
10,Llaneros Gaiteros,34,40.7,78.0,27.9,69.0,0.405,8.7,27.0,0.321,13.5,20.4,0.662,12.4,23.5,35.9,13.5,7.6,2.4,13.1,19.6,2017,Venezuelan-SLB
