#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Espoirs Asvel,36,40.0,87.6,32.4,67.2,0.482,7.8,23.1,0.339,15.0,22.1,0.681,11.9,27.2,39.1,20.3,9.0,3.1,15.7,17.2,2022,French-LNB-Espoirs,0
2,Espoirs Bourg-en-Bresse,35,39.8,78.9,29.5,65.0,0.454,8.4,25.7,0.326,11.1,16.6,0.671,9.4,24.0,33.3,21.2,9.7,1.9,17.3,16.9,2022,French-LNB-Espoirs,0
3,Espoirs Pau-Lacq-Orthez,35,39.9,78.1,29.3,68.0,0.43,8.4,27.0,0.312,10.5,16.6,0.635,15.0,24.4,39.4,19.5,9.1,2.8,16.8,17.3,2022,French-LNB-Espoirs,0
4,Espoirs Cholet,37,39.9,77.3,29.9,64.6,0.463,6.9,23.5,0.295,10.5,16.8,0.627,12.1,25.3,37.4,19.4,10.6,3.4,15.9,17.3,2022,French-LNB-Espoirs,0
5,Espoirs Dijon,36,40.0,77.1,28.1,61.7,0.455,7.7,23.4,0.328,12.7,17.8,0.713,10.4,21.0,31.4,19.2,11.0,1.1,16.3,18.3,2022,French-LNB-Espoirs,0
6,Espoirs Fos Sur Mer,34,39.7,76.5,29.5,60.8,0.485,4.4,16.1,0.276,12.9,19.5,0.663,10.7,22.5,33.2,20.3,11.4,2.4,21.6,17.5,2022,French-LNB-Espoirs,0
7,Espoirs Chalons-Reims,35,40.0,76.4,29.2,66.5,0.439,5.5,21.1,0.263,12.5,19.7,0.632,13.0,23.6,36.5,17.7,9.9,2.0,18.8,21.0,2022,French-LNB-Espoirs,0
8,Espoirs Limoges,37,40.5,75.7,28.4,64.6,0.44,5.6,20.1,0.28,13.3,21.9,0.607,12.0,25.5,37.5,17.9,11.0,2.4,17.4,17.9,2022,French-LNB-Espoirs,1
9,Espoirs Monaco,34,39.9,75.3,28.4,67.9,0.418,4.8,19.9,0.24,13.8,22.8,0.604,11.4,23.1,34.4,16.8,10.3,2.3,20.0,20.6,2022,French-LNB-Espoirs,0
10,Espoirs Le Portel,34,39.4,73.6,26.2,60.0,0.437,6.9,21.7,0.318,14.2,21.7,0.654,10.6,22.6,33.2,17.4,8.4,2.6,22.2,18.4,2022,French-LNB-Espoirs,0
11,Espoirs Boulogne-Levallois,34,40.1,73.5,27.2,64.1,0.424,6.4,20.6,0.312,12.6,20.2,0.627,13.6,22.6,36.2,16.1,8.9,2.4,17.8,17.7,2022,French-LNB-Espoirs,0
12,Espoirs Gravelines-Dunkerque,34,39.9,73.4,28.2,63.4,0.446,5.6,20.5,0.275,11.3,17.4,0.648,9.4,21.9,31.3,17.0,7.6,2.0,16.6,17.3,2022,French-LNB-Espoirs,0
13,Espoirs Strasbourg,34,40.1,71.3,25.7,61.8,0.417,6.4,22.2,0.289,13.4,19.2,0.694,10.2,23.2,33.4,13.9,7.4,3.2,19.2,16.6,2022,French-LNB-Espoirs,0
14,Espoirs Roanne,34,39.9,71.0,26.4,64.0,0.413,6.3,21.7,0.288,11.9,18.5,0.643,10.6,21.4,32.0,18.3,9.6,2.5,16.8,17.7,2022,French-LNB-Espoirs,0
15,Espoirs Orleans,34,40.2,67.6,25.1,63.3,0.396,5.5,20.0,0.276,12.0,18.5,0.648,11.8,22.3,34.1,13.9,7.2,2.6,18.3,16.5,2022,French-LNB-Espoirs,0
16,Espoirs Le Mans,34,40.1,67.6,25.1,58.8,0.427,5.6,19.5,0.286,11.6,18.5,0.627,11.4,23.5,34.9,15.8,8.1,3.6,20.9,19.5,2022,French-LNB-Espoirs,0
17,Espoirs Paris Basketball,34,39.9,65.7,25.0,66.1,0.378,6.6,23.4,0.283,9.3,15.9,0.585,10.8,22.9,33.6,13.1,8.4,2.1,19.8,17.6,2022,French-LNB-Espoirs,0
18,Espoirs Nanterre,34,40.1,65.3,25.0,61.0,0.41,5.6,21.7,0.257,9.6,16.3,0.591,10.6,21.2,31.7,14.8,10.9,2.9,22.0,24.3,2022,French-LNB-Espoirs,0
19,Espoirs Blois,1,39.6,63.0,25.0,54.0,0.463,5.0,20.0,0.25,8.0,20.0,0.4,9.0,25.0,34.0,13.0,15.0,0.0,31.0,25.0,2022,French-LNB-Espoirs,0
