#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name
1,SAM Basket Massagno,32,40.4,91.7,32.9,67.9,0.485,9.5,26.3,0.361,16.4,21.3,0.767,10.9,25.3,36.1,18.0,8.0,3.0,10.7,19.6,2023,Swiss-LNA
2,Fribourg Olympic,32,40.0,90.9,34.3,69.5,0.493,9.4,26.4,0.357,13.0,19.8,0.655,12.6,26.3,38.9,21.9,8.8,3.2,11.8,20.1,2023,Swiss-LNA
3,Lugano Tigers,30,40.1,83.9,29.8,65.5,0.455,8.8,27.0,0.326,15.5,21.3,0.729,8.5,22.0,30.5,17.6,6.0,2.9,11.6,16.2,2023,Swiss-LNA
4,Les Lions de Geneve,32,40.2,82.2,29.3,62.1,0.471,7.5,21.8,0.345,16.2,21.1,0.765,9.1,25.4,34.5,17.3,6.4,2.8,13.4,20.4,2023,Swiss-LNA
5,BBC Monthey,32,40.3,81.4,29.4,64.8,0.454,9.0,24.8,0.364,13.5,18.2,0.743,8.4,23.2,31.6,15.7,6.5,1.1,11.6,21.1,2023,Swiss-LNA
6,Riviera Basket,32,40.1,81.2,28.2,64.4,0.438,8.4,26.0,0.323,16.3,22.3,0.731,10.9,22.1,33.0,21.3,7.7,2.9,12.4,20.7,2023,Swiss-LNA
7,Union Neuchatel Basket,32,39.9,74.1,27.0,59.6,0.453,7.9,23.9,0.331,12.2,17.6,0.69,9.2,22.8,31.9,15.6,6.0,2.9,15.2,21.1,2023,Swiss-LNA
8,BC Boncourt Red Team,32,40.1,73.8,26.8,59.4,0.451,5.9,19.9,0.295,14.3,20.9,0.685,6.9,22.3,29.3,14.2,6.5,1.5,13.2,15.7,2023,Swiss-LNA
9,BBC Nyon,32,40.3,73.2,27.2,61.0,0.446,6.1,18.3,0.332,12.8,16.4,0.776,7.9,22.6,30.6,16.6,6.8,1.8,14.3,20.1,2023,Swiss-LNA
10,Starwings Basket Regio Basel,30,40.0,71.1,25.6,59.0,0.433,6.3,19.7,0.32,13.7,18.3,0.745,7.1,24.3,31.4,17.0,5.3,1.6,16.2,17.3,2023,Swiss-LNA
11,Swiss Central Basket Luzern,30,39.8,70.6,26.6,58.7,0.453,6.5,19.3,0.337,10.9,15.6,0.701,7.9,20.4,28.3,15.4,6.2,2.1,18.0,20.0,2023,Swiss-LNA
