#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,SAM Basket Massagno,33,40.0,86.7,30.2,62.8,0.482,8.2,23.4,0.35,18.1,22.4,0.808,8.6,22.6,31.2,17.0,7.5,2.3,10.6,19.4,2022,Swiss-LNA,0
2,Fribourg Olympic,37,40.0,85.3,31.6,65.7,0.481,7.2,22.9,0.313,14.9,21.5,0.694,11.6,22.5,34.1,20.1,10.8,1.6,10.8,20.9,2022,Swiss-LNA,1
3,BC Boncourt Red Team,26,40.6,80.8,29.2,65.0,0.449,8.2,25.0,0.327,14.3,20.3,0.701,7.6,23.1,30.7,13.2,6.3,1.4,12.9,20.3,2022,Swiss-LNA,0
4,BBC Monthey,30,40.7,75.2,27.6,61.3,0.45,7.7,20.9,0.368,12.3,16.3,0.757,6.9,22.9,29.8,13.8,6.3,1.0,12.9,19.6,2022,Swiss-LNA,0
5,Lugano Tigers,26,40.4,74.0,26.3,57.2,0.459,6.2,19.1,0.327,15.2,22.2,0.686,8.1,23.3,31.4,17.4,5.2,1.7,17.4,18.1,2022,Swiss-LNA,0
6,Swiss Central Basket Luzern,29,40.2,72.7,27.3,58.5,0.467,6.5,19.8,0.328,11.6,16.4,0.708,6.6,21.6,28.2,14.9,6.7,2.4,16.5,20.6,2022,Swiss-LNA,0
7,Union Neuchatel Basket,38,40.2,72.7,26.8,59.7,0.449,6.3,19.6,0.319,12.8,18.6,0.686,8.9,21.7,30.6,15.8,6.2,3.2,11.7,20.7,2022,Swiss-LNA,0
8,BBC Nyon,31,40.2,71.3,25.5,58.5,0.435,6.5,20.4,0.321,13.8,19.3,0.716,7.8,21.8,29.6,15.6,6.3,1.7,14.2,20.9,2022,Swiss-LNA,0
9,Starwings Basket Regio Basel,30,40.2,70.2,25.1,58.2,0.432,6.9,21.1,0.326,13.2,18.8,0.699,9.5,23.3,32.8,15.8,5.2,2.1,17.4,18.2,2022,Swiss-LNA,0
10,Les Lions de Geneve,34,40.5,69.2,24.4,56.9,0.429,7.0,21.9,0.319,13.4,18.5,0.728,9.0,22.2,31.2,13.7,7.2,2.3,14.5,18.8,2022,Swiss-LNA,0
