#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Les Lions de Geneve,37,40.1,85.9,31.3,62.6,0.5,7.4,21.9,0.339,15.8,20.5,0.77,9.8,22.4,32.2,20.2,8.8,2.9,12.6,22.0,2013,Swiss-LNA,1
2,Lugano Tigers,40,41.0,84.8,30.5,62.7,0.486,6.9,20.3,0.34,17.0,23.0,0.74,8.4,23.5,31.9,17.5,9.0,1.9,13.9,19.6,2013,Swiss-LNA,0
3,Fribourg Olympic,34,40.1,80.8,29.8,63.0,0.473,6.8,19.3,0.351,14.5,21.0,0.69,10.5,25.3,35.7,15.4,6.4,3.7,14.1,18.0,2013,Swiss-LNA,0
4,SAV Vacallo Basket,18,40.3,79.9,27.8,58.5,0.475,7.7,22.4,0.344,16.7,20.1,0.831,8.3,22.7,30.9,20.9,9.9,0.9,11.7,17.1,2013,Swiss-LNA,0
5,SAM Basket Massagno,26,40.4,77.9,28.2,66.0,0.427,7.4,22.6,0.327,14.1,19.4,0.727,9.4,19.5,28.9,15.3,9.2,3.5,14.5,22.9,2013,Swiss-LNA,0
6,BBC Monthey,30,40.3,75.4,27.7,59.3,0.467,6.4,19.3,0.329,13.7,18.6,0.736,7.3,21.7,29.0,15.7,8.2,1.9,14.5,21.7,2013,Swiss-LNA,0
7,Starwings Basket Regio Basel,29,40.2,74.7,27.2,57.8,0.47,5.4,16.6,0.324,15.0,21.9,0.685,8.8,23.2,32.0,15.8,6.9,4.6,15.1,19.1,2013,Swiss-LNA,0
8,BBC Nyon,29,40.0,74.4,27.6,66.2,0.416,5.9,19.5,0.303,13.4,18.9,0.71,12.4,21.9,34.3,13.2,9.0,2.0,14.3,21.2,2013,Swiss-LNA,0
9,BC Boncourt Red Team,30,40.3,74.0,26.8,59.3,0.452,6.9,18.3,0.377,13.5,18.2,0.744,8.0,18.6,26.6,15.3,8.4,2.6,15.0,21.0,2013,Swiss-LNA,0
10,Union Neuchatel Basket,33,40.3,73.0,27.6,59.9,0.462,5.6,16.7,0.338,12.1,18.6,0.649,8.7,19.1,27.8,12.5,6.3,2.0,12.5,20.2,2013,Swiss-LNA,0
