#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Borisfen Mogilev,38,40.2,91.4,33.0,70.5,0.468,7.9,25.9,0.307,17.4,25.1,0.696,11.9,24.7,36.6,21.9,13.8,3.5,14.4,19.5,2019,Belarusian-BPL,0
2,Grodno-93,38,39.9,91.2,34.1,67.7,0.503,8.2,22.8,0.362,14.9,21.0,0.709,10.4,26.6,37.0,24.9,11.3,2.8,17.7,19.6,2019,Belarusian-BPL,0
3,Rubon,31,40.0,90.1,32.6,72.9,0.447,5.5,18.2,0.3,19.4,30.2,0.643,15.4,28.8,44.2,20.9,11.9,3.3,18.5,20.9,2019,Belarusian-BPL,0
4,Impuls-BGUIR,32,40.1,89.8,33.9,71.7,0.472,6.4,22.4,0.288,15.6,23.9,0.654,12.5,26.7,39.3,24.0,14.4,3.0,20.0,21.8,2019,Belarusian-BPL,0
5,Tsmoki-Minsk,6,39.7,89.2,33.3,66.0,0.505,7.8,26.5,0.296,14.7,21.8,0.672,11.7,28.5,40.2,20.0,11.8,2.7,14.0,23.2,2019,Belarusian-BPL,1
6,Tsmoki Minsk III,39,40.7,87.1,31.2,68.6,0.455,7.5,24.3,0.309,17.2,22.9,0.753,12.6,25.6,38.2,20.8,11.6,2.3,16.0,22.1,2019,Belarusian-BPL,0
7,Brest Region,29,40.0,77.3,27.6,70.5,0.391,4.2,16.4,0.259,18.0,27.5,0.655,13.3,28.5,41.8,18.3,10.8,2.9,22.3,19.0,2019,Belarusian-BPL,0
8,Tsmoki-Minsk (2),33,40.1,73.3,27.5,64.0,0.43,5.9,19.4,0.307,12.3,18.1,0.68,9.4,25.0,34.4,18.5,9.6,2.1,18.1,19.4,2019,Belarusian-BPL,1
9,RCOP-SDUSHOR,28,39.9,68.5,26.6,68.4,0.389,4.1,17.0,0.243,11.3,19.0,0.591,12.6,25.7,38.3,16.7,10.1,3.0,26.5,21.5,2019,Belarusian-BPL,0
10,GOCOR-Soj Gomel,28,40.2,68.1,24.5,67.1,0.365,8.3,26.1,0.316,10.9,17.3,0.634,10.4,23.1,33.5,13.2,10.2,2.0,18.7,18.6,2019,Belarusian-BPL,0
11,Grondo-GrGU,28,40.2,62.3,23.7,65.4,0.362,4.9,18.3,0.265,10.1,15.6,0.644,10.2,22.9,33.1,13.5,11.8,3.1,28.4,20.3,2019,Belarusian-BPL,0
