#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Tsmoki-Minsk,7,40.0,106.6,39.4,69.4,0.568,12.6,26.3,0.478,15.1,22.1,0.684,10.4,31.1,41.6,22.4,11.9,3.3,12.7,18.9,2015,Belarusian-BPL,1
2,Grodno-93,38,40.4,94.2,36.2,72.6,0.498,8.9,27.3,0.327,13.0,17.8,0.728,12.5,28.9,41.4,22.8,12.6,2.7,16.4,18.8,2015,Belarusian-BPL,0
3,Rubon,37,40.3,88.9,33.9,72.3,0.469,6.6,20.1,0.331,14.4,21.4,0.67,12.8,28.4,41.2,18.4,11.4,3.4,19.7,21.0,2015,Belarusian-BPL,0
4,Impuls-BGUIR,37,39.9,83.4,32.6,73.1,0.447,6.4,20.8,0.309,11.7,17.3,0.677,12.4,28.4,40.8,16.7,12.1,3.2,18.5,16.3,2015,Belarusian-BPL,0
5,Borisfen Mogilev,42,40.0,82.2,28.7,67.9,0.423,8.4,25.6,0.329,16.5,22.6,0.728,9.5,24.1,33.6,14.4,10.8,1.1,16.0,20.2,2015,Belarusian-BPL,0
6,Tsmoki-Minsk (2),41,40.2,81.5,30.6,68.3,0.448,6.2,19.8,0.315,14.0,18.6,0.757,12.1,27.6,39.7,16.5,10.9,2.4,17.6,20.0,2015,Belarusian-BPL,1
7,GOCOR-Soj Gomel,37,40.0,78.9,27.8,65.7,0.423,6.6,20.4,0.326,16.6,22.6,0.734,10.0,24.2,34.2,13.4,9.5,1.3,18.4,18.1,2015,Belarusian-BPL,0
8,BSEU-GrandPrint,32,38.4,78.4,30.1,68.8,0.437,5.1,16.4,0.308,13.2,19.8,0.666,11.4,25.8,37.3,13.6,10.6,1.9,19.7,17.9,2015,Belarusian-BPL,0
9,Grondo-GrGU,34,40.1,73.9,28.2,70.6,0.399,8.4,25.6,0.329,9.2,13.9,0.665,10.5,23.4,33.9,15.5,11.3,2.4,17.6,19.6,2015,Belarusian-BPL,0
10,BGU Minsk,37,39.3,69.1,26.7,72.8,0.367,6.6,23.5,0.281,9.1,16.1,0.567,14.4,23.7,38.1,11.9,9.7,1.7,17.8,20.1,2015,Belarusian-BPL,0
11,Dynamo Polotsk,21,37.6,68.7,26.0,63.3,0.41,4.4,16.5,0.266,12.4,19.5,0.634,7.8,23.2,31.0,12.6,6.5,2.0,15.7,14.0,2015,Belarusian-BPL,0
12,Rubon (2),32,39.9,66.8,24.8,65.0,0.381,4.8,17.0,0.284,12.5,20.1,0.62,11.1,25.6,36.7,11.8,10.2,2.3,23.4,16.3,2015,Belarusian-BPL,0
13,Tsmoki Minsk III,35,40.0,61.8,24.4,63.9,0.382,3.2,16.1,0.2,9.8,16.8,0.582,11.3,24.4,35.7,12.3,12.3,1.8,26.0,18.3,2015,Belarusian-BPL,0
