#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Tsmoki-Minsk,3,40.0,101.7,37.3,70.7,0.528,13.7,29.7,0.461,13.3,17.7,0.755,11.3,29.3,40.7,29.3,10.0,3.3,15.3,23.0,2020,Belarusian-BPL,1
2,Borisfen Mogilev,26,40.4,95.0,33.2,71.2,0.467,8.6,25.5,0.337,20.0,26.9,0.744,11.8,26.1,37.8,22.3,14.4,2.7,14.4,19.5,2020,Belarusian-BPL,0
3,Rubon,28,40.2,89.6,33.0,70.0,0.472,5.9,19.8,0.297,17.6,26.9,0.656,11.7,26.7,38.4,21.8,12.4,3.6,17.3,19.2,2020,Belarusian-BPL,0
4,Grodno-93,27,39.8,83.4,31.6,68.4,0.462,8.3,25.3,0.328,11.9,18.6,0.64,11.6,26.2,37.7,21.2,10.6,2.8,16.4,20.9,2020,Belarusian-BPL,0
5,Tsmoki-Minsk (2),23,40.2,81.2,29.1,64.3,0.453,7.2,22.4,0.32,15.9,21.9,0.726,11.1,26.8,37.9,19.3,9.6,1.8,16.0,20.9,2020,Belarusian-BPL,1
6,GOCOR-Soj Gomel,23,40.0,80.0,29.6,73.8,0.401,7.3,25.2,0.29,13.4,20.6,0.652,13.3,28.0,41.3,19.3,12.0,2.2,18.2,21.3,2020,Belarusian-BPL,0
7,Brest Region,22,40.0,77.8,27.5,72.3,0.381,4.8,19.1,0.252,17.9,27.4,0.652,15.5,28.7,44.2,15.7,10.2,1.9,21.8,21.5,2020,Belarusian-BPL,0
8,Impuls-BGUIR,25,40.8,76.9,29.2,72.0,0.406,5.0,21.4,0.236,13.4,22.4,0.597,14.1,26.9,41.0,18.5,10.9,3.3,20.0,21.0,2020,Belarusian-BPL,0
9,RCOP-SDUSHOR,22,40.0,72.3,27.8,73.0,0.381,6.4,24.9,0.255,10.4,17.5,0.591,14.6,24.1,38.7,18.2,12.2,3.1,24.5,23.9,2020,Belarusian-BPL,0
10,Grondo-GrGU,21,40.0,70.7,25.6,65.2,0.392,7.4,24.9,0.298,12.1,19.4,0.623,11.2,24.0,35.2,16.0,13.4,3.3,24.7,19.4,2020,Belarusian-BPL,0
11,RGUOR Minsk,14,40.0,64.4,23.3,63.9,0.364,6.4,21.9,0.29,11.4,17.4,0.656,9.8,27.8,37.6,15.1,8.2,2.3,24.4,17.5,2020,Belarusian-BPL,0
12,Tsmoki Minsk III,24,40.0,60.5,22.8,61.5,0.371,3.8,16.4,0.228,11.1,16.7,0.666,9.7,24.6,34.3,13.7,9.0,2.7,23.2,18.9,2020,Belarusian-BPL,0
