#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Regatas Corrientes,73,40.3,84.1,30.6,62.6,0.488,10.0,27.1,0.37,12.9,17.6,0.736,7.3,24.4,31.7,18.2,6.8,2.3,12.3,17.8,2017,Argentinian-Liga-A,0
2,San Lorenzo de Almagro,67,40.0,84.0,30.7,62.9,0.488,9.7,27.0,0.359,13.0,16.9,0.768,7.2,27.5,34.7,17.6,6.6,3.8,13.2,17.3,2017,Argentinian-Liga-A,1
3,Obras Sanitarias,56,40.1,82.5,28.8,62.2,0.464,7.6,21.6,0.353,17.2,23.3,0.74,7.4,26.3,33.8,16.2,5.9,2.9,13.2,20.6,2017,Argentinian-Liga-A,0
4,Asociacion Deportiva Atenas,56,40.1,82.4,28.6,64.3,0.444,8.0,23.2,0.345,17.3,22.5,0.769,9.6,25.1,34.6,15.8,6.0,1.6,12.9,19.3,2017,Argentinian-Liga-A,0
5,Instituto Atletico Central Cordoba,60,40.2,82.2,30.8,65.3,0.471,8.0,22.7,0.35,12.7,17.9,0.711,7.9,24.4,32.3,16.4,7.8,2.0,12.8,21.0,2017,Argentinian-Liga-A,0
6,Quimsa,56,40.3,82.1,30.1,64.9,0.464,8.3,23.5,0.351,13.6,19.0,0.715,8.5,24.5,32.9,16.6,7.3,2.8,12.3,18.3,2017,Argentinian-Liga-A,0
7,San Martin Corrientes,64,40.5,81.2,29.9,62.7,0.477,7.8,22.3,0.352,13.6,19.4,0.703,7.4,25.2,32.6,17.4,8.3,2.8,12.2,17.5,2017,Argentinian-Liga-A,0
8,Gimnasia Indalo,63,40.1,80.9,28.9,61.6,0.469,9.2,24.1,0.38,14.0,19.0,0.734,7.0,24.5,31.5,14.6,6.5,2.0,12.7,19.5,2017,Argentinian-Liga-A,0
9,Estudiantes Concordia,60,40.2,80.8,29.5,64.8,0.456,8.0,25.2,0.317,13.7,19.4,0.707,8.7,27.8,36.5,15.7,6.4,3.6,12.3,19.5,2017,Argentinian-Liga-A,0
10,Ciclista Olimpico,64,40.2,80.4,29.7,64.7,0.459,8.5,24.8,0.342,12.5,17.6,0.707,8.6,26.1,34.7,17.9,6.3,3.8,12.8,19.3,2017,Argentinian-Liga-A,0
11,Libertad,60,40.2,80.2,28.9,66.1,0.437,8.9,27.8,0.322,13.6,18.8,0.724,8.7,25.1,33.8,13.5,7.3,2.0,10.5,19.9,2017,Argentinian-Liga-A,0
12,Quilmes,69,40.6,79.8,27.9,63.9,0.436,9.7,27.4,0.354,14.4,19.7,0.731,6.6,23.5,30.1,13.6,7.8,2.5,12.8,20.4,2017,Argentinian-Liga-A,0
13,Hispano Americano De Rio Gallegos,56,40.2,79.3,29.0,65.2,0.444,7.4,21.6,0.343,14.0,18.9,0.738,9.2,23.5,32.7,15.8,6.9,1.5,11.7,20.5,2017,Argentinian-Liga-A,0
14,Ferrocarril Oeste Capital Federal,61,40.5,79.3,29.5,62.5,0.473,6.7,19.5,0.343,13.5,17.8,0.759,7.1,25.1,32.2,17.4,7.2,1.7,13.8,17.6,2017,Argentinian-Liga-A,0
15,Weber Bahia Estudiantes,61,40.4,78.9,29.3,67.2,0.436,6.6,21.7,0.306,13.6,20.4,0.666,9.1,26.1,35.2,15.9,9.4,2.0,13.4,20.0,2017,Argentinian-Liga-A,0
16,Boca Juniors,56,40.3,77.8,28.7,63.9,0.449,7.0,20.7,0.34,13.4,17.3,0.774,8.5,25.3,33.9,16.3,5.9,2.6,13.4,20.0,2017,Argentinian-Liga-A,0
17,Atletico Echague Parana,56,40.0,76.6,27.3,62.4,0.437,8.5,25.5,0.333,13.5,19.3,0.702,7.1,22.9,30.1,12.5,6.4,1.9,14.1,19.0,2017,Argentinian-Liga-A,0
18,La Union de Formosa,56,40.0,76.3,28.8,61.8,0.465,8.1,22.9,0.353,10.6,14.9,0.716,6.3,24.8,31.1,17.1,5.7,1.3,13.6,19.2,2017,Argentinian-Liga-A,0
19,Penarol,56,40.0,74.6,27.0,64.3,0.42,8.1,25.1,0.322,12.5,17.9,0.698,8.0,25.5,33.5,14.3,7.3,2.8,13.2,21.6,2017,Argentinian-Liga-A,0
20,Atletico Argentino de Junin,60,40.3,74.6,27.2,63.6,0.428,7.3,23.2,0.314,12.9,18.8,0.689,9.5,24.6,34.1,13.8,6.8,2.6,12.0,19.6,2017,Argentinian-Liga-A,0
