#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Weber Bahia Estudiantes,49,40.3,81.1,29.7,63.0,0.471,6.8,18.7,0.362,16.0,22.7,0.704,9.5,22.7,32.2,10.9,7.3,2.0,12.6,22.6,2013,Argentinian-Liga-A,0
2,Gimnasia Indalo,51,39.9,81.0,29.3,60.0,0.489,8.4,19.9,0.42,15.3,20.7,0.739,7.7,21.4,29.2,10.9,6.4,1.5,11.7,20.8,2013,Argentinian-Liga-A,0
3,Penarol,53,40.4,80.3,27.8,61.5,0.452,9.4,27.0,0.35,15.6,22.9,0.681,7.3,24.8,32.0,13.2,7.0,2.1,12.1,20.6,2013,Argentinian-Liga-A,0
4,Boca Juniors,52,40.2,80.2,28.7,58.9,0.486,8.9,23.2,0.383,14.7,20.3,0.726,8.2,23.0,31.2,12.8,7.1,2.8,13.9,21.3,2013,Argentinian-Liga-A,0
5,Obras Sanitarias,44,40.1,79.9,28.1,59.8,0.47,6.4,18.1,0.352,17.3,23.6,0.732,7.3,26.7,34.0,11.9,5.0,2.9,12.3,18.4,2013,Argentinian-Liga-A,0
6,Sportivo 9 de Julio,44,40.3,79.5,27.7,61.2,0.453,6.9,20.0,0.345,17.2,22.6,0.76,6.9,22.5,29.5,9.8,5.9,1.5,11.4,21.7,2013,Argentinian-Liga-A,0
7,Atletico Argentino de Junin,52,40.2,78.7,28.3,60.4,0.468,7.0,19.7,0.357,15.6,22.3,0.7,8.5,25.6,34.1,11.7,5.6,2.5,14.3,20.9,2013,Argentinian-Liga-A,0
8,Regatas Corrientes,58,40.2,78.5,28.4,58.9,0.482,7.8,20.7,0.376,14.5,20.5,0.707,8.9,23.6,32.5,13.9,7.9,2.7,13.8,20.7,2013,Argentinian-Liga-A,1
9,Quimsa,53,40.1,78.4,27.5,61.1,0.45,8.2,22.4,0.364,16.5,22.8,0.722,9.1,25.2,34.3,12.0,6.3,1.5,12.4,19.9,2013,Argentinian-Liga-A,0
10,Centro Juventud Sionista,49,40.4,77.9,28.8,60.1,0.48,6.5,17.8,0.363,14.7,21.9,0.671,7.8,23.5,31.3,10.8,6.4,1.7,12.8,22.7,2013,Argentinian-Liga-A,0
11,Libertad,49,40.3,77.7,27.9,61.6,0.453,8.4,22.5,0.373,14.3,18.7,0.768,7.9,24.4,32.4,12.2,4.6,1.9,10.5,20.3,2013,Argentinian-Liga-A,0
12,Asociacion Deportiva Atenas,52,40.3,75.7,26.0,61.2,0.425,8.4,24.0,0.352,16.1,21.8,0.735,8.6,21.6,30.2,11.3,7.9,2.0,11.9,21.5,2013,Argentinian-Liga-A,0
13,Ciclista Olimpico,46,40.1,75.2,26.7,60.6,0.441,8.1,24.4,0.33,14.1,20.3,0.696,8.7,24.0,32.8,11.3,7.6,2.2,12.4,20.5,2013,Argentinian-Liga-A,0
14,Lanus,56,40.3,74.9,27.0,58.0,0.466,7.1,20.1,0.354,14.3,21.8,0.657,7.3,24.2,31.5,10.8,6.5,2.6,13.1,22.2,2013,Argentinian-Liga-A,0
15,Union Progresista,44,40.4,74.0,25.8,60.8,0.424,7.3,21.7,0.336,15.7,20.4,0.772,8.6,22.3,30.9,10.8,6.3,1.8,12.1,20.4,2013,Argentinian-Liga-A,0
16,La Union de Formosa,44,40.2,72.7,26.9,58.1,0.462,5.5,17.4,0.314,14.1,21.2,0.665,7.0,22.2,29.2,7.9,7.0,1.8,12.3,20.1,2013,Argentinian-Liga-A,0
