#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,BC VEF Riga,31,40.3,91.8,33.1,67.8,0.487,11.0,27.9,0.395,14.7,20.3,0.722,11.2,27.8,38.9,24.1,8.5,3.6,11.9,18.8,2019,Estonian-Latvian-Basketball-League,0
2,BC Kalev-Cramo,32,40.0,91.6,33.3,67.1,0.496,7.8,21.4,0.366,17.2,22.8,0.754,11.2,26.8,38.1,22.3,9.4,3.9,12.5,22.0,2019,Estonian-Latvian-Basketball-League,0
3,BK Ventspils,32,40.0,90.0,31.1,62.0,0.502,8.9,22.8,0.389,18.8,25.1,0.751,9.6,26.8,36.3,21.1,7.5,2.7,11.2,18.3,2019,Estonian-Latvian-Basketball-League,1
4,BK Ogre,31,40.5,89.4,31.6,68.1,0.464,10.9,30.2,0.36,15.3,20.2,0.757,9.8,26.7,36.5,20.4,6.6,2.3,13.6,23.9,2019,Estonian-Latvian-Basketball-League,0
5,TTU KK,30,40.2,81.7,30.3,67.6,0.449,8.2,24.9,0.33,12.8,17.2,0.748,10.0,23.1,33.1,19.6,7.6,2.7,11.9,22.0,2019,Estonian-Latvian-Basketball-League,0
6,Tallinna Ulikool/Kalev,27,40.9,81.0,29.4,66.5,0.442,7.9,22.4,0.353,14.3,18.7,0.764,9.2,26.4,35.7,14.6,8.4,3.2,13.1,19.8,2019,Estonian-Latvian-Basketball-League,0
7,Rapla BS,30,40.2,79.3,29.2,65.4,0.447,6.9,22.2,0.311,13.9,18.4,0.754,9.5,23.7,33.2,19.2,7.1,3.3,12.8,22.0,2019,Estonian-Latvian-Basketball-League,0
8,BK Valmiera,28,40.7,79.1,27.6,65.5,0.421,10.6,32.3,0.329,13.2,18.5,0.713,8.3,22.3,30.6,16.3,6.1,2.1,12.8,23.6,2019,Estonian-Latvian-Basketball-League,0
9,Tartu Ulikool Rock,29,40.2,78.2,27.1,65.5,0.414,8.1,26.7,0.303,15.9,23.1,0.688,10.4,22.8,33.2,17.7,7.1,1.1,11.8,21.2,2019,Estonian-Latvian-Basketball-League,0
10,Jurmala/Fenikss,28,40.4,77.7,27.6,64.4,0.43,8.4,26.2,0.321,14.0,20.4,0.688,11.0,24.1,35.2,16.8,7.4,2.4,13.8,22.3,2019,Estonian-Latvian-Basketball-League,0
11,KK Parnu,29,40.3,77.5,28.2,64.9,0.435,7.0,20.4,0.342,14.1,19.6,0.718,9.5,24.8,34.3,18.6,7.0,2.1,13.2,20.1,2019,Estonian-Latvian-Basketball-League,0
12,Betsafe/Liepaja,25,40.2,75.2,26.8,62.1,0.431,7.3,22.4,0.326,14.4,19.4,0.74,7.1,21.4,28.6,12.5,5.8,1.8,12.4,21.2,2019,Estonian-Latvian-Basketball-League,0
13,Latvijas Universitate,28,40.0,70.4,25.3,62.1,0.408,6.4,23.3,0.276,13.4,21.1,0.632,9.1,21.0,30.1,15.5,8.8,1.9,13.6,20.5,2019,Estonian-Latvian-Basketball-League,0
14,Valga Maks,27,40.4,70.2,25.6,59.9,0.427,7.3,23.6,0.308,11.8,16.7,0.705,7.7,23.9,31.7,15.2,5.7,1.8,14.1,20.1,2019,Estonian-Latvian-Basketball-League,0
15,BK Jekabpils,27,40.0,67.4,23.8,61.6,0.386,8.8,26.5,0.333,11.1,17.0,0.651,8.7,22.8,31.6,15.9,6.5,1.0,16.4,19.6,2019,Estonian-Latvian-Basketball-League,0
