#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,BC VEF Riga,30,40.2,91.2,32.9,65.6,0.502,11.9,28.9,0.412,13.4,18.7,0.717,11.2,26.0,37.2,22.1,8.3,2.9,13.3,19.7,2022,Estonian-Latvian-Basketball-League,1
2,Rapla BS,26,40.4,83.2,29.8,63.5,0.47,9.2,25.1,0.368,14.3,19.9,0.718,10.4,23.0,33.3,19.7,10.4,1.8,17.5,22.0,2022,Estonian-Latvian-Basketball-League,0
3,BC Kalev-Cramo,28,40.0,82.4,30.3,65.4,0.463,10.5,28.7,0.366,11.3,15.0,0.754,10.6,27.4,37.9,21.1,7.0,2.0,12.3,18.6,2022,Estonian-Latvian-Basketball-League,0
4,BK Ventspils,28,40.2,82.3,28.9,65.6,0.441,8.8,27.9,0.314,15.7,22.1,0.712,10.9,25.3,36.2,20.5,8.6,3.2,13.5,19.5,2022,Estonian-Latvian-Basketball-League,0
5,TTU KK,28,40.0,81.9,28.2,65.7,0.429,11.0,32.8,0.337,14.5,18.9,0.771,9.6,22.8,32.3,19.2,7.9,1.6,13.2,22.1,2022,Estonian-Latvian-Basketball-League,0
6,KK Parnu,30,40.2,81.5,30.3,67.4,0.449,9.1,25.5,0.356,11.9,16.9,0.704,11.0,23.7,34.7,18.5,8.6,1.5,13.4,20.6,2022,Estonian-Latvian-Basketball-League,0
7,BK Ogre,30,40.2,81.0,28.8,66.8,0.431,10.0,31.4,0.318,13.5,18.4,0.732,10.8,24.9,35.7,21.5,7.5,2.3,14.8,21.9,2022,Estonian-Latvian-Basketball-League,0
8,KK Viimsi,30,40.3,77.2,27.9,62.4,0.448,6.6,22.8,0.291,14.7,21.6,0.681,8.0,25.4,33.4,19.7,9.1,2.4,13.8,18.4,2022,Estonian-Latvian-Basketball-League,0
9,Betsafe/Liepaja,26,40.8,75.9,27.2,63.9,0.425,8.2,26.1,0.314,13.4,18.7,0.715,8.4,24.1,32.5,17.3,7.8,3.6,16.2,20.0,2022,Estonian-Latvian-Basketball-League,0
10,Tartu Ulikool Rock,28,40.7,74.5,27.4,62.7,0.437,9.0,27.8,0.324,10.8,15.6,0.69,8.5,23.4,31.9,17.8,7.8,2.5,16.2,20.4,2022,Estonian-Latvian-Basketball-League,0
11,BK Valmiera,26,40.2,74.0,27.5,62.3,0.442,7.6,25.7,0.296,11.3,16.7,0.681,8.3,24.4,32.8,18.0,6.6,2.3,15.5,20.9,2022,Estonian-Latvian-Basketball-League,0
12,Rakvere Tarvas,26,40.8,73.1,27.3,66.4,0.411,8.3,24.5,0.341,10.2,14.9,0.685,8.8,21.9,30.7,16.7,8.7,2.1,15.3,20.2,2022,Estonian-Latvian-Basketball-League,0
13,Latvijas Universitate,26,40.0,69.6,25.5,60.9,0.419,7.3,23.9,0.304,11.3,16.2,0.698,8.1,23.5,31.6,16.0,7.3,2.7,16.7,17.9,2022,Estonian-Latvian-Basketball-League,0
14,Tallinna Ulikool/Kalev,26,40.2,67.8,25.0,61.5,0.407,6.7,23.2,0.29,11.1,15.7,0.704,7.2,23.1,30.3,14.5,6.7,1.6,17.3,19.2,2022,Estonian-Latvian-Basketball-League,0
