#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,SC Prometey Kamianske,35,40.3,93.7,34.3,70.5,0.487,10.8,30.5,0.353,14.3,20.1,0.712,12.4,28.3,40.7,23.1,9.4,4.1,12.4,18.9,2023,Estonian-Latvian-Basketball-League,1
2,BK Ventspils,33,39.9,86.0,31.2,68.4,0.456,10.1,30.3,0.332,13.5,20.7,0.654,11.3,25.6,36.9,20.0,7.7,3.1,14.1,20.5,2023,Estonian-Latvian-Basketball-League,0
3,BC Kalev-Cramo,34,40.2,85.5,31.9,66.9,0.478,9.2,24.7,0.374,12.4,16.5,0.749,9.6,23.9,33.5,20.0,9.6,2.3,12.1,21.2,2023,Estonian-Latvian-Basketball-League,0
4,BC VEF Riga,34,39.9,83.4,30.1,63.2,0.476,9.8,27.1,0.362,13.4,19.4,0.692,10.7,24.4,35.1,18.4,7.3,2.2,12.3,20.0,2023,Estonian-Latvian-Basketball-League,0
5,Tartu Ulikool Rock,34,40.1,81.5,31.4,66.5,0.472,7.2,22.7,0.316,11.6,17.6,0.66,10.8,27.4,38.2,17.9,6.8,4.5,14.2,18.2,2023,Estonian-Latvian-Basketball-League,0
6,KK Viimsi,33,40.2,80.5,29.8,65.5,0.455,7.5,25.2,0.297,13.4,18.4,0.73,9.1,22.5,31.6,19.2,7.5,2.2,13.5,19.8,2023,Estonian-Latvian-Basketball-League,0
7,Keila Korvpallikool,30,40.1,78.9,27.6,65.8,0.419,8.7,28.0,0.312,15.0,19.9,0.755,8.9,22.9,31.8,16.5,7.3,1.8,15.6,22.2,2023,Estonian-Latvian-Basketball-League,0
8,KK Parnu,30,40.2,78.8,29.2,66.9,0.436,6.8,22.8,0.296,13.7,19.3,0.71,11.9,24.4,36.3,16.8,6.8,2.1,13.3,20.1,2023,Estonian-Latvian-Basketball-League,0
9,Rapla BS,32,39.9,78.3,29.3,66.4,0.441,8.6,25.9,0.332,11.1,16.0,0.694,9.1,24.7,33.8,18.7,9.5,2.3,13.9,21.8,2023,Estonian-Latvian-Basketball-League,0
10,BK Ogre,32,40.0,78.3,27.2,62.7,0.433,10.3,30.6,0.337,13.7,18.3,0.748,8.8,24.1,32.9,18.6,6.1,1.7,13.4,21.0,2023,Estonian-Latvian-Basketball-League,0
11,Betsafe/Liepaja,30,40.6,78.3,28.1,63.6,0.442,8.2,26.7,0.308,13.8,19.1,0.723,7.6,24.1,31.7,18.2,7.6,2.4,15.2,21.0,2023,Estonian-Latvian-Basketball-League,0
12,TTU KK,30,39.9,78.1,28.0,64.9,0.432,10.5,30.9,0.341,11.5,16.9,0.68,9.2,22.0,31.2,16.7,7.5,2.1,12.3,22.3,2023,Estonian-Latvian-Basketball-League,0
13,Tallinna Ulikool/Kalev,30,40.3,76.6,26.8,63.5,0.422,7.6,25.1,0.303,15.4,22.1,0.699,8.6,26.0,34.6,18.0,6.2,1.7,14.4,21.9,2023,Estonian-Latvian-Basketball-League,0
14,BK Valmiera,30,40.1,73.6,26.8,64.3,0.417,6.5,23.0,0.284,13.4,19.3,0.697,8.7,22.5,31.2,13.6,6.1,2.6,16.1,18.3,2023,Estonian-Latvian-Basketball-League,0
15,Latvijas Universitate,30,40.0,72.8,26.3,62.5,0.421,7.2,22.5,0.32,12.9,18.4,0.702,9.0,24.8,33.8,16.3,6.7,1.9,15.3,20.7,2023,Estonian-Latvian-Basketball-League,0
16,Rakvere Tarvas,30,40.1,72.5,26.8,64.5,0.416,8.2,24.9,0.328,10.7,15.1,0.708,8.1,22.4,30.6,17.0,7.2,2.0,17.0,22.0,2023,Estonian-Latvian-Basketball-League,0
