#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Krka Novo Mesto,20,40.6,79.5,29.0,60.7,0.477,6.8,21.0,0.324,14.8,20.9,0.708,9.6,22.9,32.5,16.2,9.2,2.2,12.4,22.3,2014,Slovenian-SKL,1
2,Union Olimpija,20,40.2,76.4,27.2,61.6,0.442,6.9,19.8,0.346,15.1,22.7,0.665,11.1,22.0,33.1,13.6,7.0,1.9,12.9,23.7,2014,Slovenian-SKL,0
3,Helios Domzale,34,40.8,76.3,27.1,57.9,0.469,7.9,23.5,0.336,14.1,19.8,0.711,8.4,21.5,29.9,16.0,7.6,2.7,15.6,23.6,2014,Slovenian-SKL,0
4,GA Grosuplje,30,40.6,76.1,26.6,59.6,0.447,7.3,20.9,0.347,15.6,21.5,0.727,11.5,24.7,36.3,13.8,6.2,2.1,15.3,22.4,2014,Slovenian-SKL,0
5,Zlatorog,31,40.2,75.5,25.8,56.2,0.459,8.4,24.6,0.34,15.5,20.1,0.77,9.1,20.9,30.0,13.4,6.0,1.5,15.2,23.3,2014,Slovenian-SKL,0
6,Hopsi Polzela,34,40.3,75.4,26.9,59.6,0.452,5.9,19.1,0.307,15.8,19.9,0.792,10.9,23.2,34.1,12.5,7.5,2.5,15.4,22.5,2014,Slovenian-SKL,0
7,Rogaska Crystal,31,40.4,73.8,25.0,55.5,0.451,5.6,17.8,0.317,18.1,23.2,0.781,8.9,22.0,30.9,13.6,5.0,1.4,14.2,21.3,2014,Slovenian-SKL,0
8,KK Maribor Nova,28,40.2,73.4,25.6,58.3,0.44,8.1,24.7,0.327,14.0,20.0,0.701,9.1,19.7,28.8,13.1,5.8,2.0,13.6,23.3,2014,Slovenian-SKL,0
9,KK Splosna Plovba Portoroz,30,40.5,72.7,25.8,58.5,0.442,6.9,20.8,0.333,14.1,18.8,0.75,9.8,21.5,31.3,11.3,7.1,3.1,15.5,22.9,2014,Slovenian-SKL,0
10,Elektra Sostanj,28,40.2,72.2,24.3,57.1,0.426,7.8,22.9,0.342,15.8,20.8,0.758,7.9,19.8,27.6,11.4,6.0,1.6,13.2,23.3,2014,Slovenian-SKL,0
11,Geoplin Slovan,28,40.3,71.7,25.5,60.2,0.424,5.8,21.6,0.269,14.8,20.6,0.716,9.3,20.5,29.8,12.3,7.6,1.1,14.2,25.7,2014,Slovenian-SKL,0
12,KK Tajfun Sentjur,28,40.0,70.6,25.2,59.8,0.421,6.1,20.9,0.293,14.1,19.5,0.725,9.6,19.4,29.0,12.8,5.5,2.8,13.5,23.9,2014,Slovenian-SKL,0
