#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Helios Domzale,30,40.5,79.9,28.1,56.4,0.499,8.5,23.0,0.368,15.1,19.6,0.77,7.6,20.8,28.4,15.5,6.5,1.7,13.9,23.8,2012,Slovenian-SKL,0
2,KK Tajfun Sentjur,28,40.6,78.7,27.8,61.1,0.454,6.6,20.3,0.325,16.9,21.4,0.793,9.6,19.8,29.4,13.7,5.9,2.7,10.6,23.0,2012,Slovenian-SKL,0
3,Hopsi Polzela,28,40.0,78.5,27.0,58.1,0.466,8.1,21.8,0.37,16.4,21.9,0.749,9.3,22.9,32.2,12.2,6.9,2.7,15.4,22.1,2012,Slovenian-SKL,0
4,KK Maribor Nova,28,40.1,77.9,28.1,62.6,0.448,6.9,21.8,0.316,14.9,20.1,0.742,12.6,22.7,35.3,11.4,6.8,1.1,12.2,21.9,2012,Slovenian-SKL,0
5,Geoplin Slovan,28,40.1,74.9,27.7,57.8,0.479,6.4,19.1,0.333,13.1,17.5,0.745,8.4,22.1,30.5,13.8,7.3,2.3,14.0,20.6,2012,Slovenian-SKL,0
6,Krka Novo Mesto,16,40.0,74.4,27.0,56.8,0.475,5.1,15.9,0.318,15.3,21.0,0.726,9.6,23.9,33.5,13.4,6.5,2.3,14.1,23.4,2012,Slovenian-SKL,1
7,Zlatorog,30,40.0,73.1,26.0,55.7,0.466,5.8,18.7,0.313,15.4,20.6,0.747,9.3,20.8,30.1,12.2,7.6,2.8,14.7,23.5,2012,Slovenian-SKL,0
8,Rogaska Crystal,28,40.0,70.1,25.1,56.2,0.447,5.4,18.0,0.302,14.0,20.0,0.703,8.4,21.5,29.9,11.6,7.1,1.8,14.4,21.9,2012,Slovenian-SKL,0
9,Elektra Sostanj,28,40.2,68.9,23.1,53.9,0.429,6.8,19.1,0.353,15.9,21.4,0.743,8.8,20.1,29.0,11.5,6.0,2.4,13.1,21.9,2012,Slovenian-SKL,0
10,Union Olimpija,16,40.3,68.4,23.9,56.3,0.424,6.3,21.5,0.291,14.4,20.8,0.693,9.6,21.7,31.3,10.3,7.8,1.9,13.0,22.9,2012,Slovenian-SKL,0
11,LTHCast Skofja,28,40.0,66.6,24.1,57.6,0.419,6.0,20.5,0.29,12.3,18.1,0.68,8.8,20.4,29.2,8.9,6.4,0.9,15.0,21.9,2012,Slovenian-SKL,0
12,Parklji Bezigrad,28,40.0,62.5,23.5,63.3,0.372,4.1,15.9,0.256,11.4,17.7,0.644,10.5,18.1,28.6,7.9,7.6,1.0,15.1,20.9,2012,Slovenian-SKL,0
