#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Sixt Primorska,18,40.0,86.1,32.1,62.9,0.509,7.7,21.2,0.362,14.3,20.2,0.706,10.6,23.4,34.0,21.8,8.7,2.1,13.5,20.4,2020,Slovenian-SKL,0
2,Hopsi Polzela,19,40.0,84.1,31.9,63.1,0.506,8.7,24.3,0.36,11.5,14.8,0.773,7.1,22.1,29.2,22.2,8.7,2.3,12.9,21.8,2020,Slovenian-SKL,0
3,KK Cedevita Olimpija Ljubljana,2,40.0,84.0,29.5,63.5,0.465,11.0,26.0,0.423,14.0,22.0,0.636,9.0,24.0,33.0,18.0,5.5,2.0,11.0,19.0,2020,Slovenian-SKL,0
4,Sencur Gorenjska Gradbena Druzba Kranj,18,40.0,80.4,28.9,60.4,0.479,7.0,20.6,0.34,15.5,21.8,0.712,9.4,21.1,30.6,17.5,9.6,2.9,13.8,20.2,2020,Slovenian-SKL,0
5,KK Tajfun Sentjur,18,40.1,78.7,29.3,61.4,0.476,9.3,25.1,0.37,10.8,14.8,0.733,8.2,22.0,30.2,18.7,6.7,2.4,14.9,20.9,2020,Slovenian-SKL,0
6,Krka Novo Mesto,19,40.3,77.6,26.2,59.9,0.438,8.5,26.2,0.326,16.6,20.8,0.8,10.2,24.3,34.5,18.3,6.3,2.7,13.7,23.6,2020,Slovenian-SKL,0
7,Rogaska Crystal,17,40.0,75.6,27.4,58.9,0.465,9.5,25.9,0.365,11.3,15.1,0.747,7.2,22.2,29.4,17.4,7.3,3.5,15.1,19.4,2020,Slovenian-SKL,1
8,Helios Domzale,19,40.0,73.3,24.4,54.6,0.446,8.6,25.6,0.337,15.9,20.5,0.776,5.1,21.1,26.1,16.4,7.0,2.0,13.8,18.4,2020,Slovenian-SKL,0
9,Zlatorog,18,40.0,72.4,27.1,64.2,0.421,5.7,20.7,0.273,12.7,17.1,0.74,9.8,20.3,30.1,13.7,7.9,1.8,16.3,20.6,2020,Slovenian-SKL,0
10,Terme Olimia Podcetrtek,18,40.0,66.2,23.9,58.6,0.408,7.3,23.2,0.316,11.1,13.9,0.797,7.8,18.7,26.4,14.4,7.3,1.6,17.1,20.2,2020,Slovenian-SKL,0
